হ,ও,য,়,া,&,হ,ৃ,য,়,া,#,হ,ৃ,য,়,া,$,COPY	হ,ও,য,়,া
জ,্,আ,া,ু,ঙ,ি,ন, ,ক,র,া,&,জ,ভ,আ,ছ,ু,ঙ,ি,ন, ,ক,র,া,#,জ,ভ,আ,ছ,ু,ঙ,ি,ন, ,ক,র,া,$,COPY	জ,্,আ,া,ু,ঙ,ি,ন, ,ক,র,া
জ,্,আ,া,ু,ঙ,ি,ন, ,ক,র,া,&,জ,ল,আ,ল,ু,ঙ,ী,ন, ,ক,র,া,#,জ,ল,আ,ল,ু,ঙ,ী,ন, ,ক,র,ছ,ে,ন,$,V,PROG,3,POL,PRS	জ,্,আ,া,ু,ঙ,ি,ন, ,ক,র,ছ,ে,ন
জ,আ,ব,ব,ধ,়,ত,ন, ,ক,র,া,&,জ,ঠ,ব,ব,ষ,ধ,ত,ন, ,ক,র,া,#,জ,ঠ,ব,ব,ষ,ধ,ত,ন, ,ক,র,া,$,COPY	জ,আ,ব,ব,ধ,়,ত,ন, ,ক,র,া
জ,আ,ব,ব,ধ,়,ত,ন, ,ক,র,া,&,জ,আ,ব,ব,ঘ,়,ত,ন, ,ক,র,া,#,জ,আ,ব,ব,ঘ,়,ত,ন, ,ক,র,ে,ছ,ো,$,V,PRF,3,INFM,PRS	জ,আ,ব,ব,ধ,়,ত,ন, ,ক,র,ে,ছ,ো
জ,্,ষ,ধ,়,া,ত,ন, ,ক,র,া,&,জ,্,ষ,ধ,ঠ,া,ে,ন, ,ক,র,া,#,জ,্,ষ,ধ,ঠ,া,ে,ন, ,ক,র,া,$,COPY	জ,্,ষ,ধ,়,া,ত,ন, ,ক,র,া
জ,্,ষ,ধ,়,া,ত,ন, ,ক,র,া,&,জ,্,ষ,ধ,়,ভ,ত,ন, ,ক,র,া,#,জ,্,ষ,ধ,়,ভ,ত,ন, ,ক,র,ব,ো,$,V,1,FUT	জ,্,ষ,ধ,়,া,ত,ন, ,ক,র,ব,ো
জ,্,ব,ব,ল,ু,ফ,ন, ,ক,র,া,&,জ,্,ব,ব,ল,ু,ই,ন, ,ক,র,া,#,জ,্,ব,ব,ল,ু,ই,ন, ,ক,র,া,$,COPY	জ,্,ব,ব,ল,ু,ফ,ন, ,ক,র,া
জ,্,ব,ব,ল,ু,ফ,ন, ,ক,র,া,&,জ,্,ব,ি,র,ু,ফ,ন, ,ক,র,া,#,জ,্,ব,ি,র,ু,ফ,ন, ,ক,র,ে,ছ,ি,ল,া,ম,$,V,PRF,1,PST	জ,্,ব,ব,ল,ু,ফ,ন, ,ক,র,ে,ছ,ি,ল,া,ম
জ,দ,ব,ষ,ব,ও,ু,ন, ,ক,র,া,&,জ,দ,ব,ষ,ী,ও,ু,ন, ,ক,র,া,#,জ,দ,ব,ষ,ী,ও,ু,ন, ,ক,র,া,$,COPY	জ,দ,ব,ষ,ব,ও,ু,ন, ,ক,র,া
জ,দ,ব,ষ,ব,ও,ু,ন, ,ক,র,া,&,জ,ও,ব,ষ,ব,গ,া,ন, ,ক,র,া,#,জ,ও,ব,ষ,ব,গ,া,ন, ,ক,র,ে,ছ,ি,ল,ে,$,V,PRF,3,INFM,PST	জ,দ,ব,ষ,ব,ও,ু,ন, ,ক,র,ে,ছ,ি,ল,ে
জ,ই,ু,ড,ছ,া,ম,ন, ,ক,র,া,&,জ,ই,অ,ড,ছ,া,ম,ন, ,ক,র,া,#,জ,ই,অ,ড,ছ,া,ম,ন, ,ক,র,া,$,COPY	জ,ই,ু,ড,ছ,া,ম,ন, ,ক,র,া
জ,ই,ু,ড,ছ,া,ম,ন, ,ক,র,া,&,জ,ই,া,ড,ছ,া,ম,ন, ,ক,র,া,#,জ,ই,া,ড,ছ,া,ম,ন, ,ক,র,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	জ,ই,ু,ড,ছ,া,ম,ন, ,ক,র,ে,ছ,ি,ল,ো
জ,্,ো,ষ,ঢ,ভ,ত,ন, ,ক,র,া,&,জ,্,ো,ষ,ঢ,ঁ,ত,ন, ,ক,র,া,#,জ,্,ো,ষ,ঢ,ঁ,ত,ন, ,ক,র,া,$,COPY	জ,্,ো,ষ,ঢ,ভ,ত,ন, ,ক,র,া
জ,্,ো,ষ,ঢ,ভ,ত,ন, ,ক,র,া,&,জ,্,ো,ে,ঢ,ক,ত,ন, ,ক,র,া,#,জ,্,ো,ে,ঢ,ক,ত,ন, ,ক,র,ত,ে,$,V,NFIN	জ,্,ো,ষ,ঢ,ভ,ত,ন, ,ক,র,ত,ে
জ,ে,ব,ি,়,া,ত,ন, ,ক,র,া,&,জ,ধ,ব,ি,ঁ,া,র,ন, ,ক,র,া,#,জ,ধ,ব,ি,ঁ,া,র,ন, ,ক,র,া,$,COPY	জ,ে,ব,ি,়,া,ত,ন, ,ক,র,া
জ,ে,ব,ি,়,া,ত,ন, ,ক,র,া,&,জ,ে,ব,ি,ঠ,জ,ত,ন, ,ক,র,া,#,জ,ে,ব,ি,ঠ,জ,ত,ন, ,ক,র,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	জ,ে,ব,ি,়,া,ত,ন, ,ক,র,ছ,ি,ল,ো
জ,্,ব,া,য,ঝ,ত,ন, ,ক,র,া,&,জ,্,ব,ি,য,ঝ,ত,ন, ,ক,র,া,#,জ,্,ব,ি,য,ঝ,ত,ন, ,ক,র,া,$,COPY	জ,্,ব,া,য,ঝ,ত,ন, ,ক,র,া
জ,্,ব,া,য,ঝ,ত,ন, ,ক,র,া,&,জ,ে,এ,া,য,ঝ,ন,ন, ,ক,র,া,#,জ,ে,এ,া,য,ঝ,ন,ন, ,ক,র,ছ,ি,ল,ে,$,V,PROG,3,INFM,PST	জ,্,ব,া,য,ঝ,ত,ন, ,ক,র,ছ,ি,ল,ে
জ,্,ব,া,ল,ঠ,ফ,ন, ,ক,র,া,&,জ,্,ে,া,ল,ঠ,ফ,ন, ,ক,র,া,#,জ,্,ে,া,ল,ঠ,ফ,ন, ,ক,র,া,$,COPY	জ,্,ব,া,ল,ঠ,ফ,ন, ,ক,র,া
জ,্,ব,া,ল,ঠ,ফ,ন, ,ক,র,া,&,জ,্,ব,া,ঁ,ঠ,ফ,ন, ,ক,র,া,#,জ,্,ব,া,ঁ,ঠ,ফ,ন, ,ক,র,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	জ,্,ব,া,ল,ঠ,ফ,ন, ,ক,র,ে,ছ,ি,ল,ে,ন
জ,ণ,ঢ,া,চ,ধ,ত,ন, ,ক,র,া,&,জ,জ,ঢ,া,চ,ধ,ফ,ন, ,ক,র,া,#,জ,জ,ঢ,া,চ,ধ,ফ,ন, ,ক,র,া,$,COPY	জ,ণ,ঢ,া,চ,ধ,ত,ন, ,ক,র,া
জ,ণ,ঢ,া,চ,ধ,ত,ন, ,ক,র,া,&,জ,ণ,ঢ,উ,চ,ধ,ত,ন, ,ক,র,া,#,জ,ণ,ঢ,উ,চ,ধ,ত,ন, ,ক,র,ব,ে,ন,$,V,3,POL,FUT	জ,ণ,ঢ,া,চ,ধ,ত,ন, ,ক,র,ব,ে,ন
জ,্,শ,ছ,়,া,ত,ন, ,ক,র,া,&,জ,্,শ,উ,়,অ,ত,ন, ,ক,র,া,#,জ,্,শ,উ,়,অ,ত,ন, ,ক,র,া,$,COPY	জ,্,শ,ছ,়,া,ত,ন, ,ক,র,া
জ,্,শ,ছ,়,া,ত,ন, ,ক,র,া,&,জ,ো,শ,ছ,়,া,ন,ন, ,ক,র,া,#,জ,ো,শ,ছ,়,া,ন,ন, ,ক,র,ত,ো,$,V,HAB,2,POL,PST	জ,্,শ,ছ,়,া,ত,ন, ,ক,র,ত,ো
জ,স,ঝ,া,জ,া,ত,ন, ,ক,র,া,&,জ,স,ি,ক,ু,া,ত,ন, ,ক,র,া,#,জ,স,ি,ক,ু,া,ত,ন, ,ক,র,া,$,COPY	জ,স,ঝ,া,জ,া,ত,ন, ,ক,র,া
জ,স,ঝ,া,জ,া,ত,ন, ,ক,র,া,&,জ,ড,ঝ,া,ী,া,ত,ন, ,ক,র,া,#,জ,ড,ঝ,া,ী,া,ত,ন, ,ক,র,ছ,ি,$,V,PROG,1,PRS	জ,স,ঝ,া,জ,া,ত,ন, ,ক,র,ছ,ি
জ,ত,ব,ঘ,ল,ধ,ত,ন, ,ক,র,া,&,জ,উ,ব,ঘ,ল,ধ,ত,ন, ,ক,র,া,#,জ,উ,ব,ঘ,ল,ধ,ত,ন, ,ক,র,া,$,COPY	জ,ত,ব,ঘ,ল,ধ,ত,ন, ,ক,র,া
জ,ত,ব,ঘ,ল,ধ,ত,ন, ,ক,র,া,&,জ,ত,জ,ঘ,়,ো,ত,ন, ,ক,র,া,#,জ,ত,জ,ঘ,়,ো,ত,ন, ,ক,র,ত,ে,$,V,HAB,3,INFM,PST	জ,ত,ব,ঘ,ল,ধ,ত,ন, ,ক,র,ত,ে
জ,ৃ,ল,া,অ,়,ঢ,ন, ,ক,র,া,&,জ,ৃ,ব,া,ঢ,়,ঢ,ন, ,ক,র,া,#,জ,ৃ,ব,া,ঢ,়,ঢ,ন, ,ক,র,া,$,COPY	জ,ৃ,ল,া,অ,়,ঢ,ন, ,ক,র,া
জ,ৃ,ল,া,অ,়,ঢ,ন, ,ক,র,া,&,জ,ৃ,ফ,খ,ৃ,়,ক,ন, ,ক,র,া,#,জ,ৃ,ফ,খ,ৃ,়,ক,ন, ,ক,র,ে,ছ,ি,$,V,PRF,1,PRS	জ,ৃ,ল,া,অ,়,ঢ,ন, ,ক,র,ে,ছ,ি
জ,ট,শ,হ,চ,অ,ত,ন, ,ক,র,া,&,জ,ট,শ,জ,চ,অ,ত,ন, ,ক,র,া,#,জ,ট,শ,জ,চ,অ,ত,ন, ,ক,র,া,$,COPY	জ,ট,শ,হ,চ,অ,ত,ন, ,ক,র,া
জ,ট,শ,হ,চ,অ,ত,ন, ,ক,র,া,&,জ,ট,শ,হ,চ,স,ত,ন, ,ক,র,া,#,জ,ট,শ,হ,চ,স,ত,ন, ,ক,র,ো,$,V,3,INFM,PRS	জ,ট,শ,হ,চ,অ,ত,ন, ,ক,র,ো
জ,আ,ভ,া,ল,া,ম,ন, ,ক,র,া,&,জ,আ,ভ,প,ল,া,প,ন, ,ক,র,া,#,জ,আ,ভ,প,ল,া,প,ন, ,ক,র,া,$,COPY	জ,আ,ভ,া,ল,া,ম,ন, ,ক,র,া
জ,আ,ভ,া,ল,া,ম,ন, ,ক,র,া,&,জ,জ,শ,া,ল,া,ও,ন, ,ক,র,া,#,জ,জ,শ,া,ল,া,ও,ন, ,ক,র,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	জ,আ,ভ,া,ল,া,ম,ন, ,ক,র,ছ,ি,ল,ি
জ,ট,ধ,ক,ল,া,ত,ন, ,ক,র,া,&,জ,ট,ধ,ক,ল,ঘ,ত,ন, ,ক,র,া,#,জ,ট,ধ,ক,ল,ঘ,ত,ন, ,ক,র,া,$,COPY	জ,ট,ধ,ক,ল,া,ত,ন, ,ক,র,া
জ,ট,ধ,ক,ল,া,ত,ন, ,ক,র,া,&,জ,ট,ধ,ৃ,ব,া,চ,ন, ,ক,র,া,#,জ,ট,ধ,ৃ,ব,া,চ,ন, ,ক,র,ি,স,$,V,2,PRS,LGSPEC1	জ,ট,ধ,ক,ল,া,ত,ন, ,ক,র,ি,স
জ,্,ভ,া,ল,ক,ত,ন, ,ক,র,া,&,জ,্,ভ,া,ল,ন,উ,ন, ,ক,র,া,#,জ,্,ভ,া,ল,ন,উ,ন, ,ক,র,া,$,COPY	জ,্,ভ,া,ল,ক,ত,ন, ,ক,র,া
জ,্,ভ,া,ল,ক,ত,ন, ,ক,র,া,&,জ,ন,ভ,া,গ,ক,ত,ন, ,ক,র,া,#,জ,ন,ভ,া,গ,ক,ত,ন, ,ক,র,ে,ছ,ে,ন,$,V,PRF,3,POL,PRS	জ,্,ভ,া,ল,ক,ত,ন, ,ক,র,ে,ছ,ে,ন
জ,ঁ,ে,ষ,ল,ঢ,ত,ন, ,ক,র,া,&,জ,ে,ে,ষ,ফ,ো,ত,ন, ,ক,র,া,#,জ,ে,ে,ষ,ফ,ো,ত,ন, ,ক,র,া,$,COPY	জ,ঁ,ে,ষ,ল,ঢ,ত,ন, ,ক,র,া
জ,ঁ,ে,ষ,ল,ঢ,ত,ন, ,ক,র,া,&,জ,ঁ,ে,ট,ল,ণ,ত,ন, ,ক,র,া,#,জ,ঁ,ে,ট,ল,ণ,ত,ন, ,ক,র,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	জ,ঁ,ে,ষ,ল,ঢ,ত,ন, ,ক,র,ে,ছ,ি,স
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,&,জ,্,ব,া,ে,ন,ত,ন, ,ক,র,া,#,জ,্,ব,া,ে,ন,ত,ন, ,ক,র,ত,ে,ন,$,V,HAB,3,POL,PST	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ত,ে,ন
জ,্,ব,া,ল,এ,ঝ,ন, ,ক,র,া,&,জ,চ,ব,ঠ,ল,এ,ঝ,ন, ,ক,র,া,#,জ,চ,ব,ঠ,ল,এ,ঝ,ন, ,ক,র,া,$,COPY	জ,্,ব,া,ল,এ,ঝ,ন, ,ক,র,া
জ,্,ব,া,ল,এ,ঝ,ন, ,ক,র,া,&,জ,ম,ব,া,ল,এ,ঝ,ন, ,ক,র,া,#,জ,ম,ব,া,ল,এ,ঝ,ন, ,ক,র,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	জ,্,ব,া,ল,এ,ঝ,ন, ,ক,র,ছ,ি,ল,ে,ন
জ,্,ড,আ,ল,ি,চ,ন, ,ক,র,া,&,জ,্,ড,আ,ল,ি,শ,ন, ,ক,র,া,#,জ,্,ড,আ,ল,ি,শ,ন, ,ক,র,া,$,COPY	জ,্,ড,আ,ল,ি,চ,ন, ,ক,র,া
জ,্,ড,আ,ল,ি,চ,ন, ,ক,র,া,&,জ,্,ণ,আ,ল,ি,চ,ন, ,ক,র,া,#,জ,্,ণ,আ,ল,ি,চ,ন, ,ক,র,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	জ,্,ড,আ,ল,ি,চ,ন, ,ক,র,ত,ি,স
জ,এ,ব,া,ল,স,ত,ন, ,ক,র,া,&,জ,এ,ঘ,া,ল,স,গ,ন, ,ক,র,া,#,জ,এ,ঘ,া,ল,স,গ,ন, ,ক,র,া,$,COPY	জ,এ,ব,া,ল,স,ত,ন, ,ক,র,া
জ,এ,ব,া,ল,স,ত,ন, ,ক,র,া,&,জ,এ,অ,ৃ,ল,স,ত,ন, ,ক,র,া,#,জ,এ,অ,ৃ,ল,স,ত,ন, ,ক,র,ব,ি,$,V,2,FUT,LGSPEC1	জ,এ,ব,া,ল,স,ত,ন, ,ক,র,ব,ি
জ,্,অ,ট,ঁ,ঙ,ত,ন, ,ক,র,া,&,জ,্,ণ,ট,ঁ,ঙ,ত,ন, ,ক,র,া,#,জ,্,ণ,ট,ঁ,ঙ,ত,ন, ,ক,র,া,$,COPY	জ,্,অ,ট,ঁ,ঙ,ত,ন, ,ক,র,া
জ,্,অ,ট,ঁ,ঙ,ত,ন, ,ক,র,া,&,জ,্,অ,ট,ঁ,ঙ,ণ,ন, ,ক,র,া,#,জ,্,অ,ট,ঁ,ঙ,ণ,ন, ,ক,র,ছ,ে,$,V,PROG,2,POL,PRS	জ,্,অ,ট,ঁ,ঙ,ত,ন, ,ক,র,ছ,ে
জ,্,ো,া,ল,জ,ণ,ন, ,ক,র,া,&,জ,্,ো,া,ন,জ,ণ,ন, ,ক,র,া,#,জ,্,ো,া,ন,জ,ণ,ন, ,ক,র,া,$,COPY	জ,্,ো,া,ল,জ,ণ,ন, ,ক,র,া
জ,্,ো,া,ল,জ,ণ,ন, ,ক,র,া,&,জ,্,ো,া,ঘ,জ,ব,ন, ,ক,র,া,#,জ,্,ো,া,ঘ,জ,ব,ন, ,ক,র,ল,ে,$,V,3,INFM,PST	জ,্,ো,া,ল,জ,ণ,ন, ,ক,র,ল,ে
ম,স,্,ঢ,ু,&,ম,স,্,ঢ,গ,#,ম,স,্,ঢ,গ,$,COPY	ম,স,্,ঢ,ু
ম,স,্,ঢ,ু,&,ম,স,্,ঢ,আ,#,ম,স,্,ঢ,আ,ত,ে,$,N,LOC,NDEF	ম,স,্,ঢ,ু,ত,ে
ব,স,্,ত,ু,&,ই,স,্,ত,জ,#,ই,স,্,ত,জ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া,র
ব,খ,্,ত,ু,&,অ,খ,্,ত,ু,#,অ,খ,্,ত,ু,$,COPY	ব,খ,্,ত,ু
ব,খ,্,ত,ু,&,ব,ঙ,্,ত,ু,#,ব,ঙ,্,ত,ু,$,N,ACC,NDEF	ব,খ,্,ত,ু
ব,ন,ৃ,ত,ু,&,ব,ন,ভ,ত,ু,#,ব,ন,ভ,ত,ু,$,COPY	ব,ন,ৃ,ত,ু
ব,ন,ৃ,ত,ু,&,ত,ী,ৃ,হ,ু,#,ত,ী,ৃ,হ,ু,ট,া,$,N,NOM,DEF,SG	ব,ন,ৃ,ত,ু,ট,া
অ,স,প,ত,ঠ,&,স,স,ট,ত,ঠ,#,স,স,ট,ত,ঠ,$,COPY	অ,স,প,ত,ঠ
অ,স,প,ত,ঠ,&,অ,স,প,ন,ঠ,#,অ,স,প,ন,ঠ,ট,া,র,$,N,GEN,DEF,SG	অ,স,প,ত,ঠ,ট,া,র
ব,স,ড,ত,শ,&,ণ,স,ড,ত,শ,#,ণ,স,ড,ত,শ,$,COPY	ব,স,ড,ত,শ
ব,স,ড,ত,শ,&,ে,ঠ,ড,খ,শ,#,ে,ঠ,ড,খ,শ,ট,া,ত,ে,$,N,LOC,DEF,SG	ব,স,ড,ত,শ,ট,া,ত,ে
ত,ণ,ী,ত,ু,&,ত,ণ,ী,ফ,ু,#,ত,ণ,ী,ফ,ু,$,COPY	ত,ণ,ী,ত,ু
ত,ণ,ী,ত,ু,&,ত,ণ,ী,উ,ু,#,ত,ণ,ী,উ,ু,গ,ু,ল,া,$,N,ACC,DEF,PL	ত,ণ,ী,ত,ু,গ,ু,ল,া
খ,স,ি,ই,ু,&,খ,স,ি,ই,়,#,খ,স,ি,ই,়,$,COPY	খ,স,ি,ই,ু
খ,স,ি,ই,ু,&,খ,স,ি,ই,প,#,খ,স,ি,ই,প,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	খ,স,ি,ই,ু,গ,ু,ল,া,ত,ে
ব,স,অ,ত,়,&,ল,স,প,ছ,়,#,ল,স,প,ছ,়,$,COPY	ব,স,অ,ত,়
ব,স,অ,ত,়,&,ব,হ,অ,ত,়,#,ব,হ,অ,ত,়,$,N,NOM,NDEF	ব,স,অ,ত,়
শ,ক,্,ত,ু,&,শ,ী,্,শ,ে,#,শ,ী,্,শ,ে,$,COPY	শ,ক,্,ত,ু
শ,ক,্,ত,ু,&,ক,ক,ঘ,ফ,ু,#,ক,ক,ঘ,ফ,ু,ট,া,$,N,ACC,DEF,SG	শ,ক,্,ত,ু,ট,া
হ,ঁ,ছ,ষ,ু,&,হ,ঁ,ছ,ষ,ঁ,#,হ,ঁ,ছ,ষ,ঁ,$,COPY	হ,ঁ,ছ,ষ,ু
হ,ঁ,ছ,ষ,ু,&,হ,ঁ,ছ,ঙ,ু,#,হ,ঁ,ছ,ঙ,ু,র,$,N,GEN,NDEF	হ,ঁ,ছ,ষ,ু,র
হ,খ,্,়,ু,&,হ,অ,্,়,ু,#,হ,অ,্,়,ু,$,COPY	হ,খ,্,়,ু
হ,খ,্,়,ু,&,হ,ন,্,়,ু,#,হ,ন,্,়,ু,গ,ু,ল,া,$,N,NOM,DEF,PL	হ,খ,্,়,ু,গ,ু,ল,া
ত,ব,ি,ু,&,ৃ,ঢ,ি,ু,#,ৃ,ঢ,ি,ু,$,COPY	ত,ব,ি,ু
ত,ব,ি,ু,&,ব,ব,ি,ু,#,ব,ব,ি,ু,দ,ে,র,ক,ে,$,N,ACC,DEF,PL	ত,ব,ি,ু,দ,ে,র,ক,ে
শ,ু,শ,শ,&,শ,ু,ষ,শ,#,শ,ু,ষ,শ,$,COPY	শ,ু,শ,শ
শ,ু,শ,শ,&,শ,ু,শ,উ,#,শ,ু,শ,উ,র,া,$,N,NOM,DEF,PL	শ,ু,শ,শ,র,া
ম,ি,়,ু,&,ম,ে,উ,ু,#,ম,ে,উ,ু,$,COPY	ম,ি,়,ু
ম,ি,়,ু,&,ম,খ,়,ল,#,ম,খ,়,ল,র,$,N,GEN,NDEF	ম,ি,়,ু,র
শ,ি,ই,অ,&,শ,খ,ই,অ,#,শ,খ,ই,অ,$,COPY	শ,ি,ই,অ
শ,ি,ই,অ,&,শ,্,দ,অ,#,শ,্,দ,অ,দ,ে,র,$,N,GEN,DEF,PL	শ,ি,ই,অ,দ,ে,র
শ,ি,ট,ল,&,ঝ,ি,ট,ল,#,ঝ,ি,ট,ল,$,COPY	শ,ি,ট,ল
শ,ি,ট,ল,&,শ,দ,ট,ল,#,শ,দ,ট,ল,ট,া,র,$,N,GEN,DEF,SG	শ,ি,ট,ল,ট,া,র
শ,ঙ,ক,ু,&,শ,ছ,্,উ,#,শ,ছ,্,উ,$,COPY	শ,ঙ,ক,ু
শ,ঙ,ক,ু,&,খ,ন,ক,ক,#,খ,ন,ক,ক,$,N,ACC,NDEF	শ,ঙ,ক,ু
ই,গ,শ,ট,&,ঘ,গ,শ,ট,#,ঘ,গ,শ,ট,$,COPY	ই,গ,শ,ট
ই,গ,শ,ট,&,ই,ও,শ,ট,#,ই,ও,শ,ট,$,N,NOM,NDEF	ই,গ,শ,ট
শ,ি,শ,ড,&,শ,ি,শ,ী,#,শ,ি,শ,ী,$,COPY	শ,ি,শ,ড
শ,ি,শ,ড,&,শ,ি,ঁ,ড,#,শ,ি,ঁ,ড,ট,া,ক,ে,$,N,ACC,DEF,SG	শ,ি,শ,ড,ট,া,ক,ে
শ,্,ভ,প,&,ব,ছ,ন,ফ,#,ব,ছ,ন,ফ,$,COPY	শ,্,ভ,প
শ,্,ভ,প,&,ৃ,্,ভ,প,#,ৃ,্,ভ,প,ট,া,$,N,NOM,DEF,SG	শ,্,ভ,প,ট,া
র,ট,হ,&,ত,ট,ট,#,ত,ট,ট,$,COPY	র,ট,হ
র,ট,হ,&,র,দ,হ,#,র,দ,হ,গ,ু,ল,া,$,N,NOM,DEF,PL	র,ট,হ,গ,ু,ল,া
ক,ে,ব,&,ই,ে,ব,#,ই,ে,ব,$,COPY	ক,ে,ব
ক,ে,ব,&,ক,এ,ব,#,ক,এ,ব,ে,$,N,LOC,NDEF	ক,ে,ব,ে
দ,উ,হ,&,দ,ব,হ,#,দ,ব,হ,$,COPY	দ,উ,হ
দ,উ,হ,&,ঘ,উ,হ,#,ঘ,উ,হ,$,N,ACC,NDEF	দ,উ,হ
দ,ে,হ,&,দ,ে,ি,#,দ,ে,ি,ট,া,$,N,ACC,DEF,SG	দ,ে,হ,ট,া
ঝ,ে,হ,&,ঝ,দ,হ,#,ঝ,দ,হ,$,COPY	ঝ,ে,হ
ঝ,ে,হ,&,ঝ,ো,হ,#,ঝ,ো,হ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	ঝ,ে,হ,গ,ু,ল,া,র
দ,ঙ,়,&,খ,ঙ,ছ,#,খ,ঙ,ছ,$,COPY	দ,ঙ,়
দ,ঙ,়,&,এ,ঙ,়,#,এ,ঙ,়,ট,া,র,$,N,GEN,DEF,SG	দ,ঙ,়,ট,া,র
ব,া,হ,&,ব,ক,হ,#,ব,ক,হ,$,COPY	ব,া,হ
ব,া,হ,&,ব,া,ু,#,ব,া,ু,$,N,NOM,NDEF	ব,া,হ
দ,ে,ঘ,&,ঁ,ই,খ,#,ঁ,ই,খ,$,COPY	দ,ে,ঘ
দ,ে,ঘ,&,দ,ে,য,#,দ,ে,য,ট,া,ত,ে,$,N,LOC,DEF,SG	দ,ে,ঘ,ট,া,ত,ে
দ,ে,ঢ,&,ধ,ঙ,ঢ,#,ধ,ঙ,ঢ,$,COPY	দ,ে,ঢ
দ,ে,ঢ,&,উ,ে,ঢ,#,উ,ে,ঢ,গ,ু,ল,া,$,N,ACC,DEF,PL	দ,ে,ঢ,গ,ু,ল,া
জ,এ,ম,&,জ,এ,উ,#,জ,এ,উ,$,COPY	জ,এ,ম
জ,এ,ম,&,জ,প,ই,#,জ,প,ই,ে,র,$,N,GEN,NDEF	জ,এ,ম,ে,র
অ,ে,হ,&,়,ে,হ,#,়,ে,হ,$,COPY	অ,ে,হ
অ,ে,হ,&,অ,ধ,হ,#,অ,ধ,হ,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	অ,ে,হ,গ,ু,ল,া,ত,ে
ত,চ,হ,&,ব,দ,হ,#,ব,দ,হ,$,COPY	ত,চ,হ
ত,চ,হ,&,ঠ,চ,হ,#,ঠ,চ,হ,ট,া,$,N,NOM,DEF,SG	ত,চ,হ,ট,া
চ,র,অ,্,্,ন, ,ক,র,া,&,চ,র,অ,্,ৃ,ন, ,ক,র,া,#,চ,র,অ,্,ৃ,ন, ,ক,র,া,$,COPY	চ,র,অ,্,্,ন, ,ক,র,া
চ,র,অ,্,্,ন, ,ক,র,া,&,চ,র,অ,ফ,্,ন, ,ক,র,া,#,চ,র,অ,ফ,্,ন, ,ক,র,ছ,ে,ন,$,V,PROG,3,POL,PRS	চ,র,অ,্,্,ন, ,ক,র,ছ,ে,ন
চ,ি,ম,্,ভ,ন, ,ক,র,া,&,চ,ি,ভ,্,ছ,ন, ,ক,র,া,#,চ,ি,ভ,্,ছ,ন, ,ক,র,া,$,COPY	চ,ি,ম,্,ভ,ন, ,ক,র,া
চ,ি,ম,্,ভ,ন, ,ক,র,া,&,চ,ি,ম,্,ম,ন, ,ক,র,া,#,চ,ি,ম,্,ম,ন, ,ক,র,ে,ছ,ে,$,V,PRF,2,POL,PRS	চ,ি,ম,্,ভ,ন, ,ক,র,ে,ছ,ে
চ,ধ,ঁ,্,ব,ন, ,ক,র,া,&,চ,ধ,ঁ,ৃ,ব,ন, ,ক,র,া,#,চ,ধ,ঁ,ৃ,ব,ন, ,ক,র,া,$,COPY	চ,ধ,ঁ,্,ব,ন, ,ক,র,া
চ,ধ,ঁ,্,ব,ন, ,ক,র,া,&,চ,ধ,ঁ,্,ঘ,ন, ,ক,র,া,#,চ,ধ,ঁ,্,ঘ,ন, ,ক,র,ছ,ো,$,V,PROG,3,INFM,PRS	চ,ধ,ঁ,্,ব,ন, ,ক,র,ছ,ো
চ,ু,ম,জ,ব,ন, ,ক,র,া,&,চ,ু,ম,জ,ছ,ন, ,ক,র,া,#,চ,ু,ম,জ,ছ,ন, ,ক,র,া,$,COPY	চ,ু,ম,জ,ব,ন, ,ক,র,া
চ,ু,ম,জ,ব,ন, ,ক,র,া,&,চ,ু,ম,হ,জ,ন, ,ক,র,া,#,চ,ু,ম,হ,জ,ন, ,ক,র,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	চ,ু,ম,জ,ব,ন, ,ক,র,ে,ছ,ি,ল,ে,ন
চ,ি,ম,্,া,ন, ,ক,র,া,&,চ,ক,ফ,্,া,ন, ,ক,র,া,#,চ,ক,ফ,্,া,ন, ,ক,র,া,$,COPY	চ,ি,ম,্,া,ন, ,ক,র,া
চ,ি,ম,্,া,ন, ,ক,র,া,&,চ,ি,ম,্,ও,ন, ,ক,র,া,#,চ,ি,ম,্,ও,ন, ,ক,র,ত,ে,ন,$,V,HAB,3,POL,PST	চ,ি,ম,্,া,ন, ,ক,র,ত,ে,ন
