l,i,a,&,s,i,a,#,s,i,a,$,COPY	l,i,a
t,i,k,i,s,a,&,t,i,k,w,s,a,#,a,t,a,t,i,k,w,s,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,i,k,i,s,a
t,n,k,i,u,a,&,t,n,e,i,u,a,#,t,n,e,i,u,a,$,COPY	t,n,k,i,u,a
t,n,k,i,u,a,&,t,n,k,d,u,a,#,t,u,n,a,t,n,k,d,u,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,n,k,i,u,a
t,i,s,i,p,a,&,t,i,s,i,s,a,#,t,i,s,i,s,a,$,COPY	t,i,s,i,p,a
t,i,s,i,p,a,&,t,o,s,m,d,a,#,w,a,t,a,t,o,s,m,d,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,i,s,i,p,a
t,i,k,t,s,a,&,t,i,k,f,s,a,#,t,i,k,f,s,a,$,COPY	t,i,k,t,s,a
t,i,k,t,s,a,&,t,i,k,e,s,a,#,m,m,e,t,i,k,e,s,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,i,k,t,s,a
t,o,s,i,t,a,&,t,o,z,p,t,a,#,t,o,z,p,t,a,$,COPY	t,o,s,i,t,a
t,o,s,i,t,a,&,t,o,s,i,b,a,#,n,i,h,u,t,o,s,i,b,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,o,s,i,t,a
t,b,d,i,p,a,&,t,b,d,o,e,a,#,t,b,d,o,e,a,$,COPY	t,b,d,i,p,a
t,b,d,i,p,a,&,t,o,t,j,y,a,#,u,n,g,e,t,o,t,j,y,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,b,d,i,p,a
t,i,k,r,s,a,&,t,b,k,c,s,a,#,a,n,g,e,t,b,k,c,s,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,i,k,r,s,a
t,i,z,i,s,a,&,t,o,z,i,b,a,#,t,o,z,i,b,a,$,COPY	t,i,z,i,s,a
t,i,z,i,s,a,&,t,a,z,r,f,a,#,w,a,l,i,t,a,z,r,f,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,i,z,i,s,a
t,i,h,i,p,a,&,t,i,b,t,p,a,#,t,i,b,t,p,a,$,COPY	t,i,h,i,p,a
t,i,h,i,p,a,&,t,t,h,i,t,a,#,m,n,a,t,t,h,i,t,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,i,h,i,p,a
t,w,l,i,b,a,&,t,w,l,i,d,a,#,t,w,l,i,d,a,$,COPY	t,w,l,i,b,a
t,w,l,i,b,a,&,t,w,l,f,b,a,#,m,l,i,t,w,l,f,b,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,w,l,i,b,a
t,i,y,i,s,a,&,t,i,y,m,s,a,#,u,t,a,t,i,y,m,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,i,y,i,s,a
t,i,l,p,c,a,&,t,i,l,c,c,a,#,t,i,l,c,c,a,$,COPY	t,i,l,p,c,a
t,i,l,p,c,a,&,t,h,l,p,c,a,#,t,u,t,a,t,h,l,p,c,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,i,l,p,c,a
t,i,n,e,s,a,&,t,i,n,i,s,a,#,t,i,n,i,s,a,$,COPY	t,i,n,e,s,a
t,i,n,e,s,a,&,t,z,b,e,s,a,#,t,u,m,e,t,z,b,e,s,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,i,n,e,s,a
t,i,n,h,s,a,&,t,i,z,r,s,a,#,t,i,z,r,s,a,$,COPY	t,i,n,h,s,a
t,i,n,h,s,a,&,t,j,y,h,s,a,#,w,a,h,u,t,j,y,h,s,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,i,n,h,s,a
t,i,l,g,s,a,&,t,i,c,g,s,a,#,t,i,c,g,s,a,$,COPY	t,i,l,g,s,a
t,i,l,g,s,a,&,t,g,l,g,z,a,#,n,i,a,t,g,l,g,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,i,l,g,s,a
t,i,j,i,s,a,&,t,i,j,k,s,a,#,t,i,j,k,s,a,$,COPY	t,i,j,i,s,a
t,i,j,i,s,a,&,t,i,s,i,s,a,#,n,i,l,i,t,i,s,i,s,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,t,i,j,i,s,a
t,i,w,i,o,a,&,t,r,w,k,o,a,#,t,r,w,k,o,a,$,COPY	t,i,w,i,o,a
t,i,w,i,o,a,&,t,u,w,i,j,a,#,t,u,n,g,a,l,i,t,u,w,i,j,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,i,w,i,o,a
t,u,o,i,g,a,&,t,u,a,i,g,a,#,t,u,a,i,g,a,$,COPY	t,u,o,i,g,a
t,u,o,i,g,a,&,t,u,e,b,g,a,#,n,i,n,g,a,l,i,t,u,e,b,g,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,u,o,i,g,a
t,t,g,i,s,a,&,t,t,g,i,t,a,#,t,t,g,i,t,a,$,COPY	t,t,g,i,s,a
t,t,g,i,s,a,&,t,t,e,i,s,a,#,u,n,a,t,t,e,i,s,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,t,g,i,s,a
t,w,k,i,k,a,&,t,w,o,i,k,a,#,t,w,o,i,k,a,$,COPY	t,w,k,i,k,a
t,w,k,i,k,a,&,t,s,k,m,k,a,#,m,h,u,t,s,k,m,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,w,k,i,k,a
t,i,k,i,w,a,&,t,l,k,a,w,a,#,t,l,k,a,w,a,$,COPY	t,i,k,i,w,a
t,i,k,i,w,a,&,t,l,k,m,w,a,#,w,a,a,t,l,k,m,w,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,i,k,i,w,a
t,n,k,i,t,a,&,t,n,k,i,a,a,#,t,n,k,i,a,a,$,COPY	t,n,k,i,t,a
t,n,k,i,t,a,&,t,n,k,h,t,a,#,t,u,n,g,e,t,n,k,h,t,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,n,k,i,t,a
t,t,p,i,s,a,&,t,a,k,i,s,a,#,t,a,k,i,s,a,$,COPY	t,t,p,i,s,a
t,t,p,i,s,a,&,t,l,o,i,s,a,#,a,m,e,t,l,o,i,s,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,t,t,p,i,s,a
t,c,k,b,s,a,&,t,i,k,b,s,a,#,t,i,k,b,s,a,$,COPY	t,c,k,b,s,a
t,c,k,b,s,a,&,t,i,k,b,s,a,#,m,n,g,a,l,i,t,i,k,b,s,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,c,k,b,s,a
t,i,k,i,s,a,&,t,e,k,i,u,a,#,t,u,l,i,t,e,k,i,u,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,i,k,i,s,a
t,e,k,i,e,a,&,t,e,s,a,a,a,#,t,e,s,a,a,a,$,COPY	t,e,k,i,e,a
t,e,k,i,e,a,&,t,t,k,i,n,a,#,k,u,t,t,k,i,n,a,$,V,FIN	k,u,t,e,k,i,e,a
t,f,k,l,n,a,&,t,f,k,e,i,a,#,t,f,k,e,i,a,$,COPY	t,f,k,l,n,a
t,f,k,l,n,a,&,t,f,k,f,p,a,#,u,a,t,f,k,f,p,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,f,k,l,n,a
t,i,r,f,s,a,&,t,i,s,g,s,a,#,t,i,s,g,s,a,$,COPY	t,i,r,f,s,a
t,i,r,f,s,a,&,t,i,r,l,s,a,#,n,i,n,a,t,i,r,l,s,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,i,r,f,s,a
t,d,a,h,i,a,&,t,d,a,h,c,a,#,t,d,a,h,c,a,$,COPY	t,d,a,h,i,a
t,d,a,h,i,a,&,t,w,a,r,i,a,#,a,a,t,w,a,r,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,d,a,h,i,a
t,i,y,i,s,a,&,t,o,y,i,s,a,#,n,i,t,a,t,o,y,i,s,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,i,y,i,s,a
t,g,c,c,r,a,&,t,g,c,w,r,a,#,t,g,c,w,r,a,$,COPY	t,g,c,c,r,a
t,g,c,c,r,a,&,t,i,d,c,r,a,#,u,n,g,a,l,i,t,i,d,c,r,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,t,g,c,c,r,a
t,i,d,o,s,a,&,t,i,b,o,s,a,#,t,i,b,o,s,a,$,COPY	t,i,d,o,s,a
t,i,d,o,s,a,&,t,w,d,o,s,a,#,m,n,g,e,t,w,d,o,s,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,t,i,d,o,s,a
t,c,e,i,s,a,&,t,f,w,r,t,a,#,t,f,w,r,t,a,$,COPY	t,c,e,i,s,a
t,c,e,i,s,a,&,t,c,c,i,s,a,#,w,a,m,e,t,c,c,i,s,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,c,e,i,s,a
t,e,o,i,s,a,&,t,e,o,i,c,a,#,t,e,o,i,c,a,$,COPY	t,e,o,i,s,a
t,e,o,i,s,a,&,t,e,o,d,w,a,#,m,t,a,t,e,o,d,w,a,$,V,FIN,IND,PL,2,FUT	m,t,a,t,e,o,i,s,a
t,i,k,f,s,a,&,t,i,k,f,y,a,#,t,i,k,f,y,a,$,COPY	t,i,k,f,s,a
t,i,k,f,s,a,&,t,i,f,p,s,a,#,w,a,n,g,a,l,i,t,i,f,p,s,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,i,k,f,s,a
t,i,k,i,s,a,&,t,i,k,t,s,a,#,w,a,n,a,t,i,k,t,s,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,t,i,k,i,s,a
t,i,z,i,s,a,&,t,s,l,i,s,a,#,u,h,u,t,s,l,i,s,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,t,i,z,i,s,a
t,o,h,e,u,a,&,t,o,l,e,u,a,#,t,o,l,e,u,a,$,COPY	t,o,h,e,u,a
t,o,h,e,u,a,&,t,o,z,e,u,a,#,n,i,m,e,t,o,z,e,u,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,o,h,e,u,a
t,i,k,i,s,a,&,t,i,k,i,o,a,#,a,l,i,t,i,k,i,o,a,$,V,FIN,IND,SG,3,PST	a,l,i,t,i,k,i,s,a
l,k,o,n,m,&,l,y,c,i,m,#,l,y,c,i,m,$,COPY	l,k,o,n,m
l,k,o,n,m,&,l,k,c,n,o,#,u,l,i,l,k,c,n,o,$,V,FIN,IND,SG,2,PST	u,l,i,l,k,o,n,m
z,h,r,m,a,&,d,h,r,e,h,#,d,h,r,e,h,$,COPY	z,h,r,m,a
z,h,r,m,a,&,z,p,r,e,m,#,u,h,u,z,p,r,e,m,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,z,h,r,m,a
c,h,s,m,a,&,o,h,s,m,a,#,o,h,s,m,a,$,COPY	c,h,s,m,a
c,h,s,m,a,&,w,h,s,m,a,#,u,m,e,w,h,s,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,c,h,s,m,a
c,p,l,m,a,&,c,n,l,m,a,#,c,n,l,m,a,$,COPY	c,p,l,m,a
c,p,l,m,a,&,t,p,l,p,a,#,m,n,g,a,l,i,t,p,l,p,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,c,p,l,m,a
c,h,l,m,a,&,r,h,l,w,a,#,r,h,l,w,a,$,COPY	c,h,l,m,a
c,h,l,m,a,&,c,d,z,m,a,#,a,h,u,c,d,z,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,c,h,l,m,a
k,h,o,m,b,&,k,h,p,m,b,#,k,h,p,m,b,$,COPY	k,h,o,m,b
k,h,o,m,b,&,k,h,o,i,b,#,n,i,n,a,k,h,o,i,b,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,h,o,m,b
z,h,o,m,a,&,z,m,o,w,p,#,z,m,o,w,p,$,COPY	z,h,o,m,a
z,h,o,m,a,&,z,h,g,m,a,#,m,m,e,z,h,g,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,z,h,o,m,a
e,i,d,m,k,&,e,i,d,r,k,#,e,i,d,r,k,$,COPY	e,i,d,m,k
e,i,d,m,k,&,w,c,d,m,k,#,m,l,i,w,c,d,m,k,$,V,FIN,IND,PL,2,PST	m,l,i,e,i,d,m,k
r,n,o,m,a,&,r,n,j,m,b,#,r,n,j,m,b,$,COPY	r,n,o,m,a
r,n,o,m,a,&,z,t,o,m,e,#,u,a,z,t,o,m,e,$,V,INDF,FIN,IND,SG,2,PRS	u,a,r,n,o,m,a
t,c,e,y,a,&,t,k,e,y,a,#,t,k,e,y,a,$,COPY	t,c,e,y,a
t,c,e,y,a,&,e,c,p,y,a,#,t,u,t,a,e,c,p,y,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,c,e,y,a
w,h,o,m,l,&,a,h,o,m,l,#,a,h,o,m,l,$,COPY	w,h,o,m,l
w,h,o,m,l,&,g,h,o,m,l,#,m,a,g,h,o,m,l,$,V,INDF,FIN,IND,PL,2,PRS	m,a,w,h,o,m,l
c,h,o,m,a,&,c,p,o,m,a,#,t,u,m,e,c,p,o,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,h,o,m,a
c,h,o,m,j,&,c,f,o,m,j,#,c,f,o,m,j,$,COPY	c,h,o,m,j
c,h,o,m,j,&,i,h,o,h,j,#,n,i,m,e,i,h,o,h,j,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,c,h,o,m,j
c,l,o,r,y,&,c,l,o,b,y,#,c,l,o,b,y,$,COPY	c,l,o,r,y
c,l,o,r,y,&,j,l,o,c,y,#,m,n,g,e,j,l,o,c,y,$,V,FIN,COND,PL,2,PRS	m,n,g,e,c,l,o,r,y
c,f,o,g,o,&,c,f,n,g,o,#,c,f,n,g,o,$,COPY	c,f,o,g,o
c,f,o,g,o,&,c,p,o,g,o,#,w,a,t,a,c,p,o,g,o,$,V,FIN,IND,PL,3,FUT	w,a,t,a,c,f,o,g,o
c,h,o,z,a,&,c,h,o,o,e,#,c,h,o,o,e,$,COPY	c,h,o,z,a
c,h,o,z,a,&,m,h,o,z,a,#,a,n,g,e,m,h,o,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,c,h,o,z,a
a,y,f,u,a,&,a,r,f,m,a,#,a,r,f,m,a,$,COPY	a,y,f,u,a
a,y,f,u,a,&,u,y,f,u,a,#,w,a,m,e,u,y,f,u,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,a,y,f,u,a
z,h,w,z,m,&,z,h,e,z,t,#,z,h,e,z,t,$,COPY	z,h,w,z,m
z,h,w,z,m,&,z,m,w,z,i,#,a,n,g,a,l,i,z,m,w,z,i,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,z,h,w,z,m
n,h,o,m,l,&,o,h,o,r,l,#,o,h,o,r,l,$,COPY	n,h,o,m,l
n,h,o,m,l,&,t,h,o,m,l,#,a,n,a,t,h,o,m,l,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,n,h,o,m,l
c,h,o,d,t,&,n,h,o,d,a,#,n,h,o,d,a,$,COPY	c,h,o,d,t
c,h,o,d,t,&,c,h,n,d,t,#,a,l,i,c,h,n,d,t,$,V,FIN,IND,SG,3,PST	a,l,i,c,h,o,d,t
c,n,w,h,h,&,c,n,w,s,h,#,c,n,w,s,h,$,COPY	c,n,w,h,h
c,n,w,h,h,&,c,n,f,b,h,#,w,a,n,g,a,l,i,c,n,f,b,h,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,c,n,w,h,h
s,w,o,m,s,&,m,w,r,m,s,#,m,w,r,m,s,$,COPY	s,w,o,m,s
s,w,o,m,s,&,s,w,i,m,l,#,t,u,n,a,s,w,i,m,l,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,w,o,m,s
f,n,o,m,a,&,j,n,o,m,a,#,j,n,o,m,a,$,COPY	f,n,o,m,a
f,n,o,m,a,&,s,d,o,m,s,#,a,m,e,s,d,o,m,s,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,n,o,m,a
i,h,o,a,a,&,y,p,o,a,a,#,y,p,o,a,a,$,COPY	i,h,o,a,a
i,h,o,a,a,&,i,h,o,l,i,#,w,a,a,i,h,o,l,i,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,i,h,o,a,a
e,h,o,u,i,&,n,h,h,u,i,#,n,h,h,u,i,$,COPY	e,h,o,u,i
e,h,o,u,i,&,e,g,o,t,i,#,a,t,a,e,g,o,t,i,$,V,FIN,IND,SG,3,FUT	a,t,a,e,h,o,u,i
c,h,d,u,g,&,c,h,i,u,d,#,c,h,i,u,d,$,COPY	c,h,d,u,g
c,h,d,u,g,&,h,h,y,u,g,#,n,i,n,g,a,l,i,h,h,y,u,g,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,d,u,g
j,h,c,m,a,&,b,h,c,m,a,#,b,h,c,m,a,$,COPY	j,h,c,m,a
j,h,c,m,a,&,j,h,p,m,a,#,m,t,a,j,h,p,m,a,$,V,FIN,IND,PL,2,FUT	m,t,a,j,h,c,m,a
y,h,o,m,a,&,y,j,o,m,a,#,y,j,o,m,a,$,COPY	y,h,o,m,a
y,h,o,m,a,&,y,d,o,d,a,#,w,a,h,u,y,d,o,d,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,y,h,o,m,a
c,h,z,m,a,&,h,h,z,m,a,#,h,h,z,m,a,$,COPY	c,h,z,m,a
c,h,z,m,a,&,j,h,z,m,a,#,u,n,a,j,h,z,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,z,m,a
a,h,c,n,a,&,a,m,c,t,a,#,a,m,c,t,a,$,COPY	a,h,c,n,a
a,h,c,n,a,&,a,h,c,n,o,#,m,n,a,a,h,c,n,o,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,a,h,c,n,a
o,h,o,m,a,&,o,h,o,m,e,#,o,h,o,m,e,$,COPY	o,h,o,m,a
o,h,o,m,a,&,o,h,o,m,c,#,k,u,o,h,o,m,c,$,V,FIN	k,u,o,h,o,m,a
n,t,k,m,a,&,n,t,k,u,a,#,n,t,k,u,a,$,COPY	n,t,k,m,a
n,t,k,m,a,&,n,t,z,m,a,#,n,i,t,a,n,t,z,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,n,t,k,m,a
c,h,h,m,a,&,c,g,h,m,a,#,c,g,h,m,a,$,COPY	c,h,h,m,a
c,h,h,m,a,&,m,h,h,m,a,#,w,a,n,g,e,m,h,h,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,c,h,h,m,a
f,u,o,m,a,&,f,h,o,e,a,#,f,h,o,e,a,$,COPY	f,u,o,m,a
f,u,o,m,a,&,m,u,l,m,e,#,a,a,m,u,l,m,e,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,u,o,m,a
c,t,o,m,n,&,c,t,y,n,t,#,c,t,y,n,t,$,COPY	c,t,o,m,n
c,t,o,m,n,&,c,c,o,a,n,#,t,u,l,i,c,c,o,a,n,$,V,FIN,IND,PL,1,PST	t,u,l,i,c,t,o,m,n
c,h,u,y,d,&,c,c,u,y,d,#,c,c,u,y,d,$,COPY	c,h,u,y,d
c,h,u,y,d,&,c,h,u,y,a,#,t,u,n,g,e,c,h,u,y,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,c,h,u,y,d
l,c,o,m,i,&,l,c,o,y,o,#,l,c,o,y,o,$,COPY	l,c,o,m,i
l,c,o,m,i,&,l,b,o,m,w,#,n,i,h,u,l,b,o,m,w,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,l,c,o,m,i
k,h,d,d,k,&,k,h,d,d,r,#,k,h,d,d,r,$,COPY	k,h,d,d,k
k,h,d,d,k,&,o,c,d,d,h,#,n,i,n,g,e,o,c,d,d,h,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,h,d,d,k
h,h,o,m,a,&,h,h,t,h,a,#,h,h,t,h,a,$,COPY	h,h,o,m,a
h,h,o,m,a,&,c,h,h,m,a,#,t,u,n,g,a,l,i,c,h,h,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,h,h,o,m,a
c,o,g,c,a,&,c,o,g,s,r,#,c,o,g,s,r,$,COPY	c,o,g,c,a
c,o,g,c,a,&,c,y,g,c,k,#,w,a,l,i,c,y,g,c,k,$,V,FIN,IND,PL,3,PST	w,a,l,i,c,o,g,c,a
c,a,o,m,a,&,c,a,o,h,l,#,c,a,o,h,l,$,COPY	c,a,o,m,a
c,a,o,m,a,&,r,a,o,m,a,#,n,i,l,i,r,a,o,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,a,o,m,a
c,d,o,r,a,&,c,j,b,r,a,#,c,j,b,r,a,$,COPY	c,d,o,r,a
c,d,o,r,a,&,c,d,o,n,a,#,t,u,h,u,c,d,o,n,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,c,d,o,r,a
w,h,o,f,f,&,i,h,j,f,f,#,i,h,j,f,f,$,COPY	w,h,o,f,f
w,h,o,f,f,&,w,h,o,f,i,#,t,u,a,w,h,o,f,i,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,w,h,o,f,f
c,h,o,m,y,&,c,b,o,m,f,#,c,b,o,m,f,$,COPY	c,h,o,m,y
c,h,o,m,y,&,c,s,o,m,y,#,n,i,a,c,s,o,m,y,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,o,m,y
c,d,o,m,u,&,c,d,o,f,u,#,c,d,o,f,u,$,COPY	c,d,o,m,u
c,d,o,m,u,&,c,k,o,u,u,#,u,t,a,c,k,o,u,u,$,V,FIN,IND,SG,2,FUT	u,t,a,c,d,o,m,u
d,i,j,d,u,&,d,i,j,d,k,#,d,i,j,d,k,$,COPY	d,i,j,d,u
d,i,j,d,u,&,d,t,j,d,u,#,u,n,g,a,l,i,d,t,j,d,u,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,d,i,j,d,u
c,h,o,d,a,&,c,h,o,h,s,#,c,h,o,h,s,$,COPY	c,h,o,d,a
c,h,o,d,a,&,c,m,o,d,a,#,m,h,u,c,m,o,d,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,c,h,o,d,a
c,h,o,m,a,&,c,h,o,m,g,#,u,n,g,e,c,h,o,m,g,$,V,FIN,COND,SG,2,PRS	u,n,g,e,c,h,o,m,a
k,p,o,j,r,&,k,t,o,h,r,#,k,t,o,h,r,$,COPY	k,p,o,j,r
k,p,o,j,r,&,k,p,n,j,r,#,w,a,n,a,k,p,n,j,r,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,p,o,j,r
b,a,z,d,l,w,a,&,b,a,z,d,y,z,a,#,b,a,z,d,y,z,a,$,COPY	b,a,z,d,l,w,a
b,a,z,d,l,w,a,&,b,a,z,w,a,a,a,#,t,u,n,g,e,b,a,z,w,a,a,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,b,a,z,d,l,w,a
b,a,t,u,i,z,a,&,b,a,t,y,i,z,a,#,b,a,t,y,i,z,a,$,COPY	b,a,t,u,i,z,a
b,a,t,u,i,z,a,&,b,a,t,u,e,z,a,#,n,i,t,a,b,a,t,u,e,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,b,a,t,u,i,z,a
b,a,y,y,i,k,a,&,b,a,z,y,i,p,a,#,b,a,z,y,i,p,a,$,COPY	b,a,y,y,i,k,a
b,a,y,y,i,k,a,&,b,a,y,y,t,k,a,#,m,n,a,b,a,y,y,t,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,b,a,y,y,i,k,a
b,h,s,w,e,b,a,&,b,h,s,w,m,b,a,#,b,h,s,w,m,b,a,$,COPY	b,h,s,w,e,b,a
b,h,s,w,e,b,a,&,b,h,p,w,e,b,a,#,u,n,g,e,b,h,p,w,e,b,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,b,h,s,w,e,b,a
b,a,a,l,i,j,a,&,b,a,a,l,l,a,a,#,b,a,a,l,l,a,a,$,COPY	b,a,a,l,i,j,a
b,a,a,l,i,j,a,&,b,k,d,p,f,d,a,#,t,u,a,b,k,d,p,f,d,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,b,a,a,l,i,j,a
b,l,n,d,i,k,a,&,b,l,n,d,w,k,a,#,b,l,n,d,w,k,a,$,COPY	b,l,n,d,i,k,a
b,l,n,d,i,k,a,&,b,l,z,d,i,k,a,#,n,i,h,u,b,l,z,d,i,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,b,l,n,d,i,k,a
b,j,n,d,i,k,a,&,b,h,g,d,d,k,a,#,b,h,g,d,d,k,a,$,COPY	b,j,n,d,i,k,a
b,j,n,d,i,k,a,&,b,j,n,d,i,m,a,#,m,n,g,e,b,j,n,d,i,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,b,j,n,d,i,k,a
b,n,n,h,l,r,a,&,b,n,n,h,c,r,a,#,b,n,n,h,c,r,a,$,COPY	b,n,n,h,l,r,a
b,n,n,h,l,r,a,&,b,b,z,w,l,f,a,#,t,u,n,a,b,b,z,w,l,f,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,b,n,n,h,l,r,a
b,a,n,o,i,k,a,&,b,a,m,o,j,j,a,#,b,a,m,o,j,j,a,$,COPY	b,a,n,o,i,k,a
b,a,n,o,i,k,a,&,b,k,n,w,s,k,a,#,u,t,a,b,k,n,w,s,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,b,a,n,o,i,k,a
b,a,n,e,c,c,a,&,b,z,n,s,c,l,a,#,b,z,n,s,c,l,a,$,COPY	b,a,n,e,c,c,a
b,a,n,e,c,c,a,&,b,a,n,e,s,l,a,#,m,l,i,b,a,n,e,s,l,a,$,V,FIN,IND,PL,2,PST	m,l,i,b,a,n,e,c,c,a
b,a,a,j,c,j,a,&,b,m,a,b,c,j,a,#,b,m,a,b,c,j,a,$,COPY	b,a,a,j,c,j,a
b,a,a,j,c,j,a,&,b,o,a,s,h,j,a,#,m,a,b,o,a,s,h,j,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,b,a,a,j,c,j,a
b,a,d,k,f,g,a,&,b,a,d,k,f,r,a,#,b,a,d,k,f,r,a,$,COPY	b,a,d,k,f,g,a
b,a,d,k,f,g,a,&,b,a,d,h,f,g,a,#,k,u,b,a,d,h,f,g,a,$,V,FIN	k,u,b,a,d,k,f,g,a
b,e,y,a,l,m,a,&,b,s,y,a,l,m,a,#,b,s,y,a,l,m,a,$,COPY	b,e,y,a,l,m,a
b,e,y,a,l,m,a,&,b,d,y,a,l,m,a,#,w,a,m,e,b,d,y,a,l,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,b,e,y,a,l,m,a
b,a,p,d,w,k,a,&,b,a,p,h,w,k,a,#,b,a,p,h,w,k,a,$,COPY	b,a,p,d,w,k,a
b,a,p,d,w,k,a,&,b,h,p,d,w,k,a,#,n,i,n,g,a,l,i,b,h,p,d,w,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,b,a,p,d,w,k,a
b,h,n,d,a,c,a,&,b,h,e,d,d,c,a,#,b,h,e,d,d,c,a,$,COPY	b,h,n,d,a,c,a
