l,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,i,a
k,u,n,j,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,u,n,j,a
k,u,n,j,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,u,n,j,a
k,u,n,j,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,u,n,j,a
k,u,n,j,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,u,n,j,a
k,u,n,j,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,u,n,j,a
k,u,n,j,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,u,n,j,a
k,u,n,j,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,u,n,j,a
k,u,n,j,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,u,n,j,a
k,u,n,j,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,u,n,j,a
k,u,n,j,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,u,n,j,a
k,u,n,j,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,u,n,j,a
k,u,n,j,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,u,n,j,a
k,u,n,j,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,u,n,j,a
k,u,n,j,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,u,n,j,a
k,u,n,j,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,u,n,j,a
p,e,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,p,e,a
p,e,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,p,e,a
p,e,a,$,V,FIN,IND,SG,3,PST	a,l,i,p,e,a
p,e,a,$,V,FIN,IND,SG,2,PST	u,l,i,p,e,a
p,e,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,p,e,a
p,e,a,$,V,FIN,IND,SG,2,FUT	u,t,a,p,e,a
p,e,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,p,e,a
p,e,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,p,e,a
p,e,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,p,e,a
p,e,a,$,V,FIN,IND,PL,2,FUT	m,t,a,p,e,a
p,e,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,p,e,a
p,e,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,p,e,a
p,e,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,p,e,a
p,e,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,p,e,a
p,e,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,p,e,a
p,e,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,p,e,a
p,e,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,p,e,a
p,e,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,p,e,a
p,e,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,p,e,a
p,e,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,p,e,a
p,e,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,p,e,a
p,e,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,p,e,a
p,e,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,p,e,a
p,e,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,p,e,a
p,e,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,p,e,a
p,e,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,p,e,a
p,e,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,p,e,a
p,e,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,p,e,a
p,e,a,$,V,FIN	k,u,p,e,a
p,e,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,p,e,a
p,e,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,p,e,a
p,e,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,p,e,a
p,e,a,$,V,FIN,IND,PL,2,PST	m,l,i,p,e,a
p,e,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,p,e,a
p,e,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,p,e,a
p,e,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,p,e,a
p,e,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,p,e,a
p,e,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,p,e,a
p,e,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,p,e,a
p,e,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,p,e,a
p,e,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,p,e,a
p,e,a,$,V,FIN,IND,SG,3,FUT	a,t,a,p,e,a
p,e,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,p,e,a
p,e,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,p,e,a
p,e,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,p,e,a
p,e,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,p,e,a
p,e,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,p,e,a
p,e,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,p,e,a
p,e,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,p,e,a
s,i,m,a,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN	k,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,i,m,a,m,a
s,i,m,a,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,i,m,a,m,a
s,i,m,a,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,i,m,a,m,a
t,a,z,a,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN	k,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,SG,3,PST	a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,PL,2,FUT	m,t,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,SG,2,PST	u,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,a,z,a,m,a
t,a,z,a,m,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,a,z,a,m,a
t,a,z,a,m,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,a,z,a,m,a
f,a,n,y,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,SG,3,FUT	a,t,a,f,a,n,y,a
f,a,n,y,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,SG,3,PST	a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,a,n,y,a
f,a,n,y,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,a,n,y,a
f,a,n,y,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,SG,2,FUT	u,t,a,f,a,n,y,a
f,a,n,y,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,a,n,y,a
f,a,n,y,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,a,n,y,a
f,a,n,y,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,f,a,n,y,a
f,a,n,y,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,a,n,y,a
f,a,n,y,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,a,n,y,a
f,a,n,y,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,a,n,y,a
f,a,n,y,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,a,n,y,a
f,a,n,y,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,f,a,n,y,a
f,a,n,y,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,a,n,y,a
f,a,n,y,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,a,n,y,a
f,a,n,y,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,a,n,y,a
f,a,n,y,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,a,n,y,a
f,a,n,y,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN	k,u,f,a,n,y,a
f,a,n,y,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,SG,2,PST	u,l,i,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,PL,2,FUT	m,t,a,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,f,a,n,y,a
f,a,n,y,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,a,n,y,a
f,a,n,y,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,a,n,y,a
f,a,n,y,a,$,V,FIN,IND,PL,2,PST	m,l,i,f,a,n,y,a
k,o,h,o,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,o,h,o,a
k,o,h,o,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,k,o,h,o,a
k,o,h,o,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,o,h,o,a
k,o,h,o,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,o,h,o,a
k,o,h,o,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,o,h,o,a
k,o,h,o,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,o,h,o,a
k,o,h,o,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,o,h,o,a
k,o,h,o,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,PL,2,PST	m,l,i,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,o,h,o,a
k,o,h,o,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,o,h,o,a
k,o,h,o,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,o,h,o,a
k,o,h,o,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,o,h,o,a
k,o,h,o,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,o,h,o,a
k,o,h,o,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,o,h,o,a
k,o,h,o,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,o,h,o,a
k,o,h,o,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,o,h,o,a
k,o,h,o,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,o,h,o,a
k,o,h,o,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,o,h,o,a
k,o,h,o,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN	k,u,k,o,h,o,a
k,o,h,o,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,o,h,o,a
k,o,h,o,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,o,h,o,a
k,o,h,o,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,o,h,o,a
k,o,h,o,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,o,h,o,a
k,o,h,o,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,o,h,o,a
r,u,k,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,r,u,k,a
r,u,k,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,r,u,k,a
r,u,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,r,u,k,a
r,u,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,r,u,k,a
r,u,k,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,r,u,k,a
r,u,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,r,u,k,a
r,u,k,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,r,u,k,a
r,u,k,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,r,u,k,a
r,u,k,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,r,u,k,a
r,u,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,r,u,k,a
r,u,k,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,r,u,k,a
