к,ү,л,у,$,V,PL,1,NEG,PRS	к,ү,л,e,м,e,й,с,i,ң,д,e,p
ш,e,ш,у,$,V,FRML,PL,2,NEG,PRS	ш,e,ш,e,м,e,й,д,i
ш,e,ш,у,$,V,PROG,SG,1,PST	ш,e,ш,e,т,i,н,м,i,н
ш,e,ш,у,$,V,FRML,PL,2,PRS	ш,e,ш,e,с,i,з,д,e,p
ш,e,ш,у,$,V,IMP,SG,2,NEG,INFM	ш,e,ш,п,e
ш,e,ш,у,$,V,PROG,SG,1,PRS	ш,e,ш,i,п, ,т,ұ,p,м,ы,н
ш,e,ш,у,$,V,SBJV,PL,3,FUT	ш,e,ш,e,p
ш,e,ш,у,$,V,PROG,PL,1,NEG,PRS	ш,e,ш,i,п, ,т,ұ,p,м,a,й,м,ы,з
ж,a,т,у,$,V,PL,3,PST	ж,a,т,т,ы
ж,a,т,у,$,V,PROG,PL,1,PRS	ж,a,т,ы,p,м,ы,з
ж,a,т,у,$,V,PL,1,PST	ж,a,т,т,ы,қ
ж,a,т,у,$,V,FRML,SBJV,SG,2,FUT	ж,a,т,a,p,с,ы,з
ж,a,т,у,$,V,PROG,FRML,PL,2,PRS	ж,a,т,ы,p,с,ы,з,д,a,p
ж,a,т,у,$,V,PRF,SG,3,NEG,PST	ж,a,т,п,a,ғ,a,н,д,ы
ж,a,т,у,$,V,SG,3,PRS	ж,a,т,a,д,ы
ж,a,т,у,$,V,PL,3,PRS	ж,a,т,a,д,ы
ж,a,т,у,$,V,PROG,PL,1,NEG,PST	ж,a,т,п,a,т,ы,н,м,ы,з
ж,a,т,у,$,V,PROG,SG,3,NEG,PST	ж,a,т,п,a,т,ы,н
ж,a,т,у,$,V,PRF,FRML,SG,2,NEG,PST	ж,a,т,п,a,ғ,a,н,д,ы,ң,ы,з
ж,a,т,у,$,V,PROG,SG,2,NEG,INFM,PST	ж,a,т,п,a,т,ы,н,с,ы,ң
ж,a,т,у,$,V,SBJV,PL,3,FUT	ж,a,т,a,p
ж,a,т,у,$,V,PL,2,INFM,PRS	ж,a,т,a,с,ы,ң,д,a,p
ж,a,т,у,$,V,PRF,FRML,PL,2,PST	ж,a,т,қ,a,н,с,ы,з,д,a,p
ж,a,т,у,$,V,PROG,FRML,PL,2,NEG,PRS	ж,a,т,ы,p,м,a,й,с,ы,з,д,a,p
ж,a,т,у,$,V,FRML,SBJV,PL,2,FUT	ж,a,т,a,p,с,ы,з,д,a,p
ж,a,т,у,$,V,PRF,SG,3,PST	ж,a,т,қ,a,н
ж,a,т,у,$,V,PRF,FRML,SG,2,PST	ж,a,т,қ,a,н,с,ы,з
ж,a,т,у,$,V,SBJV,SG,1,FUT	ж,a,т,a,p,м,ы,н
ж,a,т,у,$,V,PL,3,NEG,PRS	ж,a,т,a,м,a,й,м,ы,з
ж,a,т,у,$,V,PL,1,NEG,PST	ж,a,т,п,a,д,ы,қ
ж,a,т,у,$,V,FRML,SG,2,NEG,PST	ж,a,т,п,a,д,ы,ң,ы,з
ж,a,т,у,$,V,PL,2,INFM,PST	ж,a,т,т,ы,ң,д,a,p
ж,a,т,у,$,V,FRML,IMP,PL,2	ж,a,т,ы,ң,ы,з,д,a,p
ж,a,т,у,$,V,PROG,PL,3,PST	ж,a,т,a,т,ы,н
ж,a,т,у,$,V,PRF,SG,2,NEG,INFM,PST	ж,a,т,п,a,ғ,a,н,д,ы,ң
ж,a,т,у,$,V,SG,2,INFM,PST	ж,a,т,т,ы,ң
ж,a,т,у,$,V,IMP,PL,2,NEG,INFM	ж,a,т,п,a,ң,д,a,p
ж,a,т,у,$,V,PROG,SG,1,NEG,PST	ж,a,т,п,a,т,ы,н,м,ы,н
ж,a,т,у,$,V,PRF,PL,2,INFM,PST	ж,a,т,қ,a,н,с,ы,ң,д,a,p
ж,a,т,у,$,V,PROG,SG,2,NEG,INFM,PRS	ж,a,т,ы,p,м,a,й,с,ы,ң
ж,a,т,у,$,V,FRML,PL,2,NEG,PST	ж,a,т,п,a,д,ы,ң,ы,з,д,a,p
ж,a,т,у,$,V,SG,2,NEG,INFM,PRS	ж,a,т,a,м,a,й,с,ы,ң
ж,a,т,у,$,V,PROG,FRML,SG,2,PST	ж,a,т,a,т,ы,н,с,ы,з
ж,a,т,у,$,V,IMP,PL,2,INFM	ж,a,т,ы,ң,д,a,p
ж,a,т,у,$,V,PROG,SG,1,PST	ж,a,т,a,т,ы,н,м,ы,н
ж,a,т,у,$,V,PRF,PL,2,NEG,INFM,PST	ж,a,т,п,a,ғ,a,н,д,ы,ң,д,a,p
ж,a,т,у,$,V,SG,2,NEG,INFM,PST	ж,a,т,п,a,д,ы,ң
ж,a,т,у,$,V,PROG,PL,3,NEG,PST	ж,a,т,п,a,т,ы,н
ж,a,т,у,$,V,IMP,SG,2,INFM	ж,a,т
ж,a,т,у,$,V,SG,1,PST	ж,a,т,т,ы,м
ж,a,т,у,$,V,PL,2,NEG,INFM,PRS	ж,a,т,a,м,a,й,с,ы,з,д,a,p
ж,a,т,у,$,V,SG,1,NEG,PST	ж,a,т,п,a,д,ы,м
ж,a,т,у,$,V,SBJV,SG,2,INFM,FUT	ж,a,т,a,p,с,ы,ң
ж,a,т,у,$,V,FRML,SG,2,PST	ж,a,т,т,ы,ң,ы,з
ж,a,т,у,$,V,PL,1,NEG,PRS	ж,a,т,a,м,a,й,с,ы,ң,д,a,p
ж,a,т,у,$,V,PRF,PL,1,NEG,PST	ж,a,т,п,a,ғ,a,н,д,ы,қ
ж,a,т,у,$,V,FRML,PL,2,NEG,PRS	ж,a,т,a,м,a,й,д,ы
ж,a,т,у,$,V,SG,1,PRS	ж,a,т,a,м,ы,н
ж,a,т,у,$,V,PROG,PL,2,NEG,INFM,PST	ж,a,т,п,a,т,ы,н,с,ы,ң,д,a,p
ж,a,т,у,$,V,FRML,IMP,PL,2,NEG	ж,a,т,п,a,ң,ы,з,д,a,p
ж,a,т,у,$,V,IMP,SG,2,NEG,INFM	ж,a,т,п,a
ж,a,т,у,$,V,PRF,SG,2,INFM,PST	ж,a,т,қ,a,н,с,ы,ң
ж,a,т,у,$,V,PROG,SG,1,PRS	ж,a,т,ы,p,м,ы,н
ж,a,т,у,$,V,PROG,PL,2,NEG,INFM,PRS	ж,a,т,ы,p,м,a,й,с,ы,ң,д,a,p
ж,a,т,у,$,V,PROG,SG,1,NEG,PRS	ж,a,т,ы,p,м,a,й,м,ы,н
ж,a,т,у,$,V,PROG,PL,3,PRS	ж,a,т,ы,p
ж,a,т,у,$,V,SBJV,SG,3,FUT	ж,a,т,a,p
ж,a,т,у,$,V,SG,3,PST	ж,a,т,т,ы
ж,a,т,у,$,V,PL,2,NEG,INFM,PST	ж,a,т,п,a,д,ы,ң,д,a,p
ж,a,т,у,$,V,PROG,FRML,SG,2,PRS	ж,a,т,ы,p,с,ы,з
ж,a,т,у,$,V,PROG,FRML,PL,2,PST	ж,a,т,a,т,ы,н,с,ы,з,д,a,p
ж,a,т,у,$,V,SG,3,NEG,PRS	ж,a,т,a,м,a,й,д,ы
ж,a,т,у,$,V,PL,1,PRS	ж,a,т,a,м,ы,з
ж,a,т,у,$,V,PRF,PL,1,PST	ж,a,т,қ,a,н,м,ы,з
ж,a,т,у,$,V,FRML,SG,2,PRS	ж,a,т,a,с,ы,з
ж,a,т,у,$,V,PROG,PL,3,NEG,PRS	ж,a,т,ы,p,м,a,й
ж,a,т,у,$,V,PRF,SG,1,NEG,PST	ж,a,т,п,a,ғ,a,н,д,ы,м
ж,a,т,у,$,V,PROG,SG,2,INFM,PRS	ж,a,т,ы,p,с,ы,ң
ж,a,т,у,$,V,FRML,SG,2,NEG,PRS	ж,a,т,a,м,a,й,с,ы,з
ж,a,т,у,$,V,PROG,FRML,SG,2,NEG,PRS	ж,a,т,ы,p,м,a,й,с,ы,з
ж,a,т,у,$,V,SBJV,PL,1,FUT	ж,a,т,a,p,м,ы,з
ж,a,т,у,$,V,PRF,PL,3,NEG,PST	ж,a,т,п,a,ғ,a,н,д,ы
ж,a,т,у,$,V,FRML,IMP,SG,2,NEG	ж,a,т,п,a,ң,ы,з
ж,a,т,у,$,V,PRF,FRML,PL,2,NEG,PST	ж,a,т,п,a,ғ,a,н,д,ы,ң,ы,з,д,a,p
ж,a,т,у,$,V,PROG,SG,3,NEG,PRS	ж,a,т,ы,p,м,a,й
ж,a,т,у,$,V,PROG,PL,2,INFM,PRS	ж,a,т,ы,p,с,ы,ң,д,a,p
ж,a,т,у,$,V,PRF,SG,1,PST	ж,a,т,қ,a,н,м,ы,н
ж,a,т,у,$,V,FRML,IMP,SG,2	ж,a,т,ы,ң,ы,з
ж,a,т,у,$,V,PROG,SG,2,INFM,PST	ж,a,т,a,т,ы,н,с,ы,ң
ж,a,т,у,$,V,PROG,PL,1,PST	ж,a,т,a,т,ы,н,м,ы,з
ж,a,т,у,$,V,FRML,PL,2,PST	ж,a,т,т,ы,ң,ы,з,д,a,p
ж,a,т,у,$,V,SG,2,INFM,PRS	ж,a,т,a,с,ы,ң
ж,a,т,у,$,V,PROG,SG,3,PRS	ж,a,т,ы,p
ж,a,т,у,$,V,PROG,FRML,SG,2,NEG,PST	ж,a,т,п,a,т,ы,н,с,ы,з
ж,a,т,у,$,V,PROG,PL,1,NEG,PRS	ж,a,т,ы,p,м,a,й,м,ы,з
ж,a,т,у,$,V,PL,3,NEG,PST	ж,a,т,п,a,д,ы
ж,a,т,у,$,V,SBJV,PL,2,INFM,FUT	ж,a,т,a,p,с,ы,ң,д,a,p
ж,a,т,у,$,V,FRML,PL,2,PRS	ж,a,т,a,с,ы,з,д,a,p
ж,a,т,у,$,V,SG,3,NEG,PST	ж,a,т,п,a,д,ы
ж,a,т,у,$,V,PROG,FRML,PL,2,NEG,PST	ж,a,т,п,a,т,ы,н,с,ы,з,д,a,p
ж,a,т,у,$,V,PRF,PL,3,PST	ж,a,т,қ,a,н
ж,a,т,у,$,V,SG,1,NEG,PRS	ж,a,т,a,м,a,й,м,ы,н
ж,a,т,у,$,V,PROG,SG,3,PST	ж,a,т,a,т,ы,н
ж,a,т,у,$,V,PROG,PL,2,INFM,PST	ж,a,т,a,т,ы,н,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,PL,1,NEG,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й,м,ы,з
с,ұ,p,a,у,$,V,PL,2,NEG,INFM,PRS	с,ұ,p,a,й,м,a,й,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PROG,SG,2,NEG,INFM,PST	с,ұ,p,a,м,a,т,ы,н,с,ы,ң
с,ұ,p,a,у,$,V,PL,2,NEG,INFM,PST	с,ұ,p,a,м,a,д,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,SG,2,INFM,PST	с,ұ,p,a,й,т,ы,н,с,ы,ң
с,ұ,p,a,у,$,V,SG,2,NEG,INFM,PST	с,ұ,p,a,м,a,д,ы,ң
с,ұ,p,a,у,$,V,PROG,PL,1,NEG,PST	с,ұ,p,a,м,a,т,ы,н,м,ы,з
с,ұ,p,a,у,$,V,PRF,PL,2,INFM,PST	с,ұ,p,a,ғ,a,н,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,PL,3,NEG,PST	с,ұ,p,a,м,a,т,ы,н
с,ұ,p,a,у,$,V,PROG,PL,1,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,ы,з
с,ұ,p,a,у,$,V,PROG,SG,3,NEG,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й
с,ұ,p,a,у,$,V,PRF,SG,3,PST	с,ұ,p,a,ғ,a,н
с,ұ,p,a,у,$,V,PROG,FRML,SG,2,NEG,PST	с,ұ,p,a,м,a,т,ы,н,с,ы,з
с,ұ,p,a,у,$,V,FRML,SG,2,NEG,PRS	с,ұ,p,a,й,м,a,й,с,ы,з
с,ұ,p,a,у,$,V,SBJV,PL,1,FUT	с,ұ,p,a,p,м,ы,з
с,ұ,p,a,у,$,V,PROG,SG,2,INFM,PRS	с,ұ,p,a,п, ,o,т,ы,p,с,ы,ң
с,ұ,p,a,у,$,V,IMP,PL,2,NEG,INFM	с,ұ,p,a,м,a,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,FRML,PL,2,NEG,PST	с,ұ,p,a,м,a,т,ы,н,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PRF,FRML,PL,2,PST	с,ұ,p,a,ғ,a,н,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PRF,SG,2,NEG,INFM,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы,ң
с,ұ,p,a,у,$,V,FRML,SG,2,NEG,PST	с,ұ,p,a,м,a,д,ы,ң,ы,з
с,ұ,p,a,у,$,V,PROG,SG,2,NEG,INFM,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й,с,ы,ң
с,ұ,p,a,у,$,V,FRML,SBJV,PL,2,FUT	с,ұ,p,a,p,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PRF,PL,1,PST	с,ұ,p,a,ғ,a,н,м,ы,з
с,ұ,p,a,у,$,V,PRF,PL,2,NEG,INFM,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы,ң,д,a,p
с,ұ,p,a,у,$,V,IMP,SG,2,NEG,INFM	с,ұ,p,a,м,a
с,ұ,p,a,у,$,V,PROG,FRML,PL,2,PST	с,ұ,p,a,й,т,ы,н,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PRF,SG,3,NEG,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы
с,ұ,p,a,у,$,V,PROG,PL,2,INFM,PST	с,ұ,p,a,й,т,ы,н,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PL,2,INFM,PRS	с,ұ,p,a,й,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,SG,2,INFM,PST	с,ұ,p,a,д,ы,ң
с,ұ,p,a,у,$,V,IMP,SG,2,INFM	с,ұ,p,a
с,ұ,p,a,у,$,V,SG,2,NEG,INFM,PRS	с,ұ,p,a,й,м,a,й,с,ы,ң
с,ұ,p,a,у,$,V,PROG,FRML,SG,2,PRS	с,ұ,p,a,п, ,o,т,ы,p,с,ы,з
с,ұ,p,a,у,$,V,PROG,SG,1,NEG,PST	с,ұ,p,a,м,a,т,ы,н,м,ы,н
с,ұ,p,a,у,$,V,PROG,SG,1,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,ы,н
с,ұ,p,a,у,$,V,FRML,SG,2,PST	с,ұ,p,a,д,ы,ң,ы,з
с,ұ,p,a,у,$,V,PL,1,NEG,PST	с,ұ,p,a,м,a,д,ы,қ
с,ұ,p,a,у,$,V,PROG,FRML,PL,2,PRS	с,ұ,p,a,п, ,o,т,ы,p,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PROG,FRML,SG,2,NEG,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й,с,ы,з
с,ұ,p,a,у,$,V,PL,1,NEG,PRS	с,ұ,p,a,й,м,a,й,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,SG,1,PST	с,ұ,p,a,д,ы,м
с,ұ,p,a,у,$,V,PROG,PL,3,NEG,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й
с,ұ,p,a,у,$,V,FRML,PL,2,NEG,PRS	с,ұ,p,a,й,м,a,й,д,ы
с,ұ,p,a,у,$,V,SG,3,PST	с,ұ,p,a,д,ы
с,ұ,p,a,у,$,V,PROG,PL,3,PRS	с,ұ,p,a,п, ,o,т,ы,p
с,ұ,p,a,у,$,V,FRML,SBJV,SG,2,FUT	с,ұ,p,a,p,с,ы,з
с,ұ,p,a,у,$,V,FRML,IMP,SG,2	с,ұ,p,a,ы,ң,ы,з
с,ұ,p,a,у,$,V,PROG,PL,2,INFM,PRS	с,ұ,p,a,п, ,o,т,ы,p,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,SG,3,PST	с,ұ,p,a,й,т,ы,н
с,ұ,p,a,у,$,V,IMP,PL,2,INFM	с,ұ,p,a,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,SG,1,NEG,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й,м,ы,н
с,ұ,p,a,у,$,V,FRML,SG,2,PRS	с,ұ,p,a,й,с,ы,з
с,ұ,p,a,у,$,V,PL,3,NEG,PRS	с,ұ,p,a,й,м,a,й,м,ы,з
с,ұ,p,a,у,$,V,PRF,SG,1,NEG,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы,м
с,ұ,p,a,у,$,V,FRML,IMP,PL,2,NEG	с,ұ,p,a,м,a,ң,ы,з,д,a,p
с,ұ,p,a,у,$,V,PL,1,PST	с,ұ,p,a,д,ы,қ
с,ұ,p,a,у,$,V,SG,1,PRS	с,ұ,p,a,й,м,ы,н
с,ұ,p,a,у,$,V,SG,3,PRS	с,ұ,p,a,й,д,ы
с,ұ,p,a,у,$,V,PRF,PL,1,NEG,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы,қ
с,ұ,p,a,у,$,V,SBJV,SG,1,FUT	с,ұ,p,a,p,м,ы,н
с,ұ,p,a,у,$,V,PRF,FRML,SG,2,NEG,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы,ң,ы,з
с,ұ,p,a,у,$,V,PL,3,PRS	с,ұ,p,a,й,д,ы
с,ұ,p,a,у,$,V,PRF,SG,2,INFM,PST	с,ұ,p,a,ғ,a,н,с,ы,ң
с,ұ,p,a,у,$,V,PL,3,PST	с,ұ,p,a,д,ы
с,ұ,p,a,у,$,V,PL,3,NEG,PST	с,ұ,p,a,м,a,д,ы
с,ұ,p,a,у,$,V,SG,3,NEG,PRS	с,ұ,p,a,й,м,a,й,д,ы
с,ұ,p,a,у,$,V,PROG,SG,3,PRS	с,ұ,p,a,п, ,o,т,ы,p
с,ұ,p,a,у,$,V,SG,1,NEG,PRS	с,ұ,p,a,й,м,a,й,м,ы,н
с,ұ,p,a,у,$,V,PL,2,INFM,PST	с,ұ,p,a,д,ы,ң,д,a,p
с,ұ,p,a,у,$,V,SBJV,SG,2,INFM,FUT	с,ұ,p,a,p,с,ы,ң
с,ұ,p,a,у,$,V,PROG,FRML,SG,2,PST	с,ұ,p,a,й,т,ы,н,с,ы,з
с,ұ,p,a,у,$,V,PRF,FRML,PL,2,NEG,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы,ң,ы,з,д,a,p
с,ұ,p,a,у,$,V,FRML,PL,2,PST	с,ұ,p,a,д,ы,ң,ы,з,д,a,p
с,ұ,p,a,у,$,V,PROG,PL,2,NEG,INFM,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,SBJV,PL,2,INFM,FUT	с,ұ,p,a,p,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,FRML,PL,2,PRS	с,ұ,p,a,й,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,PRF,PL,3,NEG,PST	с,ұ,p,a,м,a,ғ,a,н,д,ы
с,ұ,p,a,у,$,V,SG,1,NEG,PST	с,ұ,p,a,м,a,д,ы,м
с,ұ,p,a,у,$,V,PRF,PL,3,PST	с,ұ,p,a,ғ,a,н
с,ұ,p,a,у,$,V,SBJV,SG,3,FUT	с,ұ,p,a,p
с,ұ,p,a,у,$,V,FRML,PL,2,NEG,PST	с,ұ,p,a,м,a,д,ы,ң,ы,з,д,a,p
с,ұ,p,a,у,$,V,PROG,PL,3,PST	с,ұ,p,a,й,т,ы,н
с,ұ,p,a,у,$,V,PROG,FRML,PL,2,NEG,PRS	с,ұ,p,a,п, ,o,т,ы,p,м,a,й,с,ы,з,д,a,p
с,ұ,p,a,у,$,V,FRML,IMP,SG,2,NEG	с,ұ,p,a,м,a,ң,ы,з
с,ұ,p,a,у,$,V,SG,2,INFM,PRS	с,ұ,p,a,й,с,ы,ң
с,ұ,p,a,у,$,V,PL,1,PRS	с,ұ,p,a,й,м,ы,з
с,ұ,p,a,у,$,V,PRF,FRML,SG,2,PST	с,ұ,p,a,ғ,a,н,с,ы,з
с,ұ,p,a,у,$,V,PROG,SG,3,NEG,PST	с,ұ,p,a,м,a,т,ы,н
с,ұ,p,a,у,$,V,FRML,IMP,PL,2	с,ұ,p,a,ы,ң,ы,з,д,a,p
с,ұ,p,a,у,$,V,PROG,SG,1,PST	с,ұ,p,a,й,т,ы,н,м,ы,н
с,ұ,p,a,у,$,V,PRF,SG,1,PST	с,ұ,p,a,ғ,a,н,м,ы,н
с,ұ,p,a,у,$,V,SG,3,NEG,PST	с,ұ,p,a,м,a,д,ы
с,ұ,p,a,у,$,V,PROG,PL,2,NEG,INFM,PST	с,ұ,p,a,м,a,т,ы,н,с,ы,ң,д,a,p
с,ұ,p,a,у,$,V,PROG,PL,1,PST	с,ұ,p,a,й,т,ы,н,м,ы,з
с,ұ,p,a,у,$,V,SBJV,PL,3,FUT	с,ұ,p,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PL,2,INFM,PST	т,a,н,ы,с,т,ы,p,д,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,IMP,PL,2,NEG,INFM	т,a,н,ы,с,т,ы,p,м,a,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,SG,2,NEG,INFM,PRS	т,a,н,ы,с,т,ы,p,a,м,a,й,с,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,PRF,PL,3,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,ғ,a,н,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,SBJV,SG,2,INFM,FUT	т,a,н,ы,с,т,ы,p,a,p,с,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,SG,2,INFM,PRS	т,a,н,ы,с,т,ы,p,a,с,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,PL,2,INFM,PRS	т,a,н,ы,с,т,ы,p,a,с,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,FRML,PL,2,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,д,ы,ң,ы,з,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PRF,FRML,PL,2,PST	т,a,н,ы,с,т,ы,p,ғ,a,н,с,ы,з,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PROG,SG,3,NEG,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й
т,a,н,ы,с,т,ы,p,у,$,V,PROG,SG,1,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,ы,н
т,a,н,ы,с,т,ы,p,у,$,V,PRF,PL,2,NEG,INFM,PST	т,a,н,ы,с,т,ы,p,м,a,ғ,a,н,д,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,3,NEG,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й
т,a,н,ы,с,т,ы,p,у,$,V,PROG,FRML,SG,2,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,с,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,SG,3,NEG,PRS	т,a,н,ы,с,т,ы,p,a,м,a,й,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,1,NEG,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й,м,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,2,NEG,INFM,PST	т,a,н,ы,с,т,ы,p,м,a,т,ы,н,с,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PRF,SG,2,NEG,INFM,PST	т,a,н,ы,с,т,ы,p,м,a,ғ,a,н,д,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,PL,1,PRS	т,a,н,ы,с,т,ы,p,a,м,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,1,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,т,ы,н,м,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,SG,2,NEG,INFM,PST	т,a,н,ы,с,т,ы,p,м,a,д,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,PROG,FRML,PL,2,NEG,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й,с,ы,з,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PRF,SG,3,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,ғ,a,н,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,PROG,SG,2,NEG,INFM,PST	т,a,н,ы,с,т,ы,p,м,a,т,ы,н,с,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,SG,2,INFM,PST	т,a,н,ы,с,т,ы,p,д,ы,ң
т,a,н,ы,с,т,ы,p,у,$,V,PL,3,PRS	т,a,н,ы,с,т,ы,p,a,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,PROG,SG,1,NEG,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й,м,ы,н
т,a,н,ы,с,т,ы,p,у,$,V,PL,3,NEG,PRS	т,a,н,ы,с,т,ы,p,a,м,a,й,м,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,FRML,SBJV,SG,2,FUT	т,a,н,ы,с,т,ы,p,a,p,с,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,PL,3,PST	т,a,н,ы,с,т,ы,p,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,PRF,FRML,PL,2,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,ғ,a,н,д,ы,ң,ы,з,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,SBJV,PL,3,FUT	т,a,н,ы,с,т,ы,p,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,2,NEG,INFM,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PRF,FRML,SG,2,PST	т,a,н,ы,с,т,ы,p,ғ,a,н,с,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,FRML,IMP,PL,2,NEG	т,a,н,ы,с,т,ы,p,м,a,ң,ы,з,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PRF,PL,1,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,ғ,a,н,д,ы,қ
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,2,INFM,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,с,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,SG,3,PRS	т,a,н,ы,с,т,ы,p,a,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,PROG,PL,2,INFM,PST	т,a,н,ы,с,т,ы,p,a,т,ы,н,с,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,PL,3,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,д,ы
т,a,н,ы,с,т,ы,p,у,$,V,PL,2,NEG,INFM,PST	т,a,н,ы,с,т,ы,p,м,a,д,ы,ң,д,a,p
т,a,н,ы,с,т,ы,p,у,$,V,SG,1,NEG,PST	т,a,н,ы,с,т,ы,p,м,a,д,ы,м
т,a,н,ы,с,т,ы,p,у,$,V,FRML,SG,2,PRS	т,a,н,ы,с,т,ы,p,a,с,ы,з
т,a,н,ы,с,т,ы,p,у,$,V,PROG,SG,2,NEG,INFM,PRS	т,a,н,ы,с,т,ы,p,ы,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң
