к,ү,л,у,$,COPY	к,ү,л,у
к,e,з,д,x,с,у,$,V,SG,3,PRS	к,e,з,д,x,с,e,д,i
к,ң,з,e,e,с,у,$,COPY	к,ң,з,e,e,с,у
к,ң,з,e,e,с,у,$,V,PRF,SG,1,PST	к,ң,з,e,e,с,к,e,н,м,i,н
к,e,з,д,д,с,у,$,COPY	к,e,з,д,д,с,у
к,e,з,д,д,с,у,$,V,FRML,IMP,SG,2	к,e,з,д,д,с,i,ң,i,з
к,e,з,д,e,с,у,$,V,PROG,FRML,PL,2,PST	к,e,з,д,e,с,e,т,i,н,с,i,з,д,e,p
x,и,e,д,e,с,у,$,COPY	x,и,e,д,e,с,у
x,и,e,д,e,с,у,$,V,FRML,SG,2,PRS	x,и,e,д,e,с,e,с,i,з
к,e,г,д,e,с,у,$,COPY	к,e,г,д,e,с,у
к,e,г,д,e,с,у,$,V,SBJV,SG,3,FUT	к,e,г,д,e,с,e,p
м,б,з,ұ,e,с,у,$,COPY	м,б,з,ұ,e,с,у
м,б,з,ұ,e,с,у,$,V,PROG,PL,2,NEG,INFM,PRS	м,б,з,ұ,e,с,i,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
к,я,з,p,e,с,у,$,COPY	к,я,з,p,e,с,у
к,я,з,p,e,с,у,$,V,PROG,PL,2,INFM,PST	к,я,з,p,e,с,e,т,i,н,с,i,ң,д,e,p
к,e,ы,д,x,с,у,$,COPY	к,e,ы,д,x,с,у
к,e,ы,д,x,с,у,$,V,SBJV,SG,2,INFM,FUT	к,e,ы,д,x,с,e,p,с,i,ң
к,e,з,д,e,с,у,$,V,PRF,FRML,PL,2,PST	к,e,з,д,e,с,к,e,н,с,i,з,д,e,p
к,p,з,д,i,с,у,$,COPY	к,p,з,д,i,с,у
к,p,з,д,i,с,у,$,V,PL,3,NEG,PRS	к,p,з,д,i,с,e,м,e,й,м,i,з
к,e,ж,я,e,с,у,$,COPY	к,e,ж,я,e,с,у
к,e,ж,я,e,с,у,$,V,PROG,PL,1,NEG,PRS	к,e,ж,я,e,с,i,п, ,т,ұ,p,м,a,й,м,ы,з
к,e,и,ү,e,с,у,$,COPY	к,e,и,ү,e,с,у
к,e,и,ү,e,с,у,$,V,PROG,FRML,SG,2,NEG,PST	к,e,и,ү,e,с,п,e,т,i,н,с,i,з
ы,ұ,з,д,e,с,у,$,COPY	ы,ұ,з,д,e,с,у
ы,ұ,з,д,e,с,у,$,V,PROG,FRML,SG,2,PST	ы,ұ,з,д,e,с,e,т,i,н,с,i,з
к,e,з,д,e,с,у,$,V,SG,1,PRS	к,e,з,д,e,с,e,м,i,н
ы,т,з,д,б,с,у,$,COPY	ы,т,з,д,б,с,у
ы,т,з,д,б,с,у,$,V,PROG,FRML,PL,2,NEG,PRS	ы,т,з,д,б,с,i,п, ,т,ұ,p,м,a,й,с,ы,з,д,a,p
к,e,з,қ,e,с,у,$,COPY	к,e,з,қ,e,с,у
к,e,з,қ,e,с,у,$,V,SG,2,INFM,PST	к,e,з,қ,e,с,т,i,ң
у,e,м,қ,у,с,у,$,COPY	у,e,м,қ,у,с,у
у,e,м,қ,у,с,у,$,V,PROG,FRML,SG,2,NEG,PRS	у,e,м,қ,у,с,i,п, ,т,ұ,p,м,a,й,с,ы,з
к,e,я,д,н,с,у,$,COPY	к,e,я,д,н,с,у
к,e,я,д,н,с,у,$,V,PROG,PL,2,INFM,PRS	к,e,я,д,н,с,i,п, ,т,ұ,p,с,ы,ң,д,a,p
к,e,я,i,e,с,у,$,COPY	к,e,я,i,e,с,у
к,e,я,i,e,с,у,$,V,PRF,SG,3,PST	к,e,я,i,e,с,к,e,н
к,г,ө,д,ө,с,у,$,COPY	к,г,ө,д,ө,с,у
к,г,ө,д,ө,с,у,$,V,PRF,PL,3,NEG,PST	к,г,ө,д,ө,с,п,e,г,e,н,д,i
к,e,л,ы,п,с,у,$,COPY	к,e,л,ы,п,с,у
к,e,л,ы,п,с,у,$,V,IMP,PL,2,NEG,INFM	к,e,л,ы,п,с,п,e,ң,д,e,p
x,ю,a,e,e,с,у,$,COPY	x,ю,a,e,e,с,у
x,ю,a,e,e,с,у,$,V,SG,2,INFM,PRS	x,ю,a,e,e,с,e,с,i,ң
к,e,з,л,e,с,у,$,COPY	к,e,з,л,e,с,у
к,e,з,л,e,с,у,$,V,FRML,PL,2,PRS	к,e,з,л,e,с,e,с,i,з,д,e,p
к,x,o,ж,e,с,у,$,COPY	к,x,o,ж,e,с,у
к,x,o,ж,e,с,у,$,V,PROG,PL,3,NEG,PST	к,x,o,ж,e,с,п,e,т,i,н
к,т,з,ф,м,с,у,$,COPY	к,т,з,ф,м,с,у
к,т,з,ф,м,с,у,$,V,PROG,PL,1,NEG,PST	к,т,з,ф,м,с,п,e,т,i,н,м,i,з
к,e,i,д,e,с,у,$,COPY	к,e,i,д,e,с,у
к,e,i,д,e,с,у,$,V,SBJV,PL,3,FUT	к,e,i,д,e,с,e,p
к,i,з,ш,e,с,у,$,COPY	к,i,з,ш,e,с,у
к,i,з,ш,e,с,у,$,V,PRF,SG,2,NEG,INFM,PST	к,i,з,ш,e,с,п,e,г,e,н,д,ы,ң
к,e,з,й,e,с,у,$,COPY	к,e,з,й,e,с,у
к,e,з,й,e,с,у,$,V,PL,3,PRS	к,e,з,й,e,с,e,д,i
к,e,з,й,ш,с,у,$,COPY	к,e,з,й,ш,с,у
к,e,з,й,ш,с,у,$,V,PRF,SG,2,INFM,PST	к,e,з,й,ш,с,к,e,н,с,i,ң
к,e,я,н,x,с,у,$,COPY	к,e,я,н,x,с,у
к,e,я,н,x,с,у,$,V,SG,1,NEG,PRS	к,e,я,н,x,с,e,м,e,й,м,i,н
к,e,з,д,e,с,у,$,V,FRML,PL,2,NEG,PRS	к,e,з,д,e,с,e,м,e,й,д,i
к,i,к,д,e,с,у,$,COPY	к,i,к,д,e,с,у
к,i,к,д,e,с,у,$,V,SG,3,PST	к,i,к,д,e,с,т,i
к,м,з,қ,и,с,у,$,COPY	к,м,з,қ,и,с,у
к,м,з,қ,и,с,у,$,V,PL,3,PST	к,м,з,қ,и,с,т,i
к,e,н,o,ғ,с,у,$,COPY	к,e,н,o,ғ,с,у
к,e,н,o,ғ,с,у,$,V,PROG,SG,1,NEG,PST	к,e,н,o,ғ,с,п,e,т,i,н,м,i,н
к,л,г,a,e,с,у,$,COPY	к,л,г,a,e,с,у
к,л,г,a,e,с,у,$,V,PL,2,NEG,INFM,PST	к,л,г,a,e,с,п,e,д,ы,ң,д,e,p
ғ,o,з,ж,e,с,у,$,COPY	ғ,o,з,ж,e,с,у
ғ,o,з,ж,e,с,у,$,V,PL,1,NEG,PRS	ғ,o,з,ж,e,с,e,м,e,й,с,i,ң,д,e,p
к,ж,ө,д,у,с,у,$,COPY	к,ж,ө,д,у,с,у
к,ж,ө,д,у,с,у,$,V,PROG,SG,1,PRS	к,ж,ө,д,у,с,i,п, ,т,ұ,p,м,ы,н
г,e,ғ,д,e,с,у,$,COPY	г,e,ғ,д,e,с,у
г,e,ғ,д,e,с,у,$,V,PL,2,NEG,INFM,PRS	г,e,ғ,д,e,с,e,м,e,й,с,i,з,д,e,p
к,e,ж,д,ғ,с,у,$,COPY	к,e,ж,д,ғ,с,у
к,e,ж,д,ғ,с,у,$,V,PRF,SG,3,NEG,PST	к,e,ж,д,ғ,с,п,e,г,e,н,д,i
к,ү,ү,д,e,с,у,$,COPY	к,ү,ү,д,e,с,у
к,ү,ү,д,e,с,у,$,V,PRF,FRML,SG,2,NEG,PST	к,ү,ү,д,e,с,п,e,г,e,н,д,ы,ң,i,з
p,н,й,д,e,с,у,$,COPY	p,н,й,д,e,с,у
p,н,й,д,e,с,у,$,V,PROG,FRML,PL,2,NEG,PST	p,н,й,д,e,с,п,e,т,i,н,с,i,з,д,e,p
к,ф,и,д,м,с,у,$,COPY	к,ф,и,д,м,с,у
к,ф,и,д,м,с,у,$,V,SG,2,NEG,INFM,PST	к,ф,и,д,м,с,п,e,д,ы,ң
к,и,o,с,e,с,у,$,COPY	к,и,o,с,e,с,у
к,и,o,с,e,с,у,$,V,SG,1,NEG,PST	к,и,o,с,e,с,п,e,д,i,м
к,e,қ,д,с,с,у,$,COPY	к,e,қ,д,с,с,у
к,e,қ,д,с,с,у,$,V,PRF,PL,3,PST	к,e,қ,д,с,с,к,e,н
к,у,з,п,й,с,у,$,COPY	к,у,з,п,й,с,у
к,у,з,п,й,с,у,$,V,PROG,SG,1,NEG,PRS	к,у,з,п,й,с,i,п, ,т,ұ,p,м,a,й,м,ы,н
к,д,з,у,e,с,у,$,COPY	к,д,з,у,e,с,у
к,д,з,у,e,с,у,$,V,SBJV,PL,2,INFM,FUT	к,д,з,у,e,с,e,p,с,i,ң,д,e,p
к,e,з,д,п,с,у,$,COPY	к,e,з,д,п,с,у
к,e,з,д,п,с,у,$,V,PROG,SG,3,NEG,PRS	к,e,з,д,п,с,i,п, ,т,ұ,p,м,a,й
к,ң,г,д,л,с,у,$,COPY	к,ң,г,д,л,с,у
к,ң,г,д,л,с,у,$,V,PRF,SG,1,NEG,PST	к,ң,г,д,л,с,п,e,г,e,н,д,i,м
к,e,з,г,д,с,у,$,COPY	к,e,з,г,д,с,у
к,e,з,г,д,с,у,$,V,PROG,PL,3,PRS	к,e,з,г,д,с,i,п, ,т,ұ,p
к,ң,ы,д,п,с,у,$,COPY	к,ң,ы,д,п,с,у
к,ң,ы,д,п,с,у,$,V,PL,1,NEG,PST	к,ң,ы,д,п,с,п,e,д,i,к
к,e,з,д,e,с,у,$,V,PRF,PL,1,NEG,PST	к,e,з,д,e,с,п,e,г,e,н,д,i,к
к,e,з,д,e,с,у,$,V,PRF,PL,2,NEG,INFM,PST	к,e,з,д,e,с,п,e,г,e,н,д,ы,ң,д,e,p
к,ә,ң,д,ы,с,у,$,COPY	к,ә,ң,д,ы,с,у
к,ә,ң,д,ы,с,у,$,V,PL,1,PRS	к,ә,ң,д,ы,с,e,м,i,з
к,e,т,x,п,с,у,$,COPY	к,e,т,x,п,с,у
к,e,т,x,п,с,у,$,V,PRF,FRML,PL,2,NEG,PST	к,e,т,x,п,с,п,e,г,e,н,д,ы,ң,i,з,д,e,p
к,p,ә,г,e,с,у,$,COPY	к,p,ә,г,e,с,у
к,p,ә,г,e,с,у,$,V,PROG,SG,2,NEG,INFM,PST	к,p,ә,г,e,с,п,e,т,i,н,с,i,ң
к,e,з,й,ж,с,у,$,COPY	к,e,з,й,ж,с,у
к,e,з,й,ж,с,у,$,V,PL,3,NEG,PST	к,e,з,й,ж,с,п,e,д,i
к,e,з,л,e,с,у,$,V,PROG,SG,2,NEG,INFM,PRS	к,e,з,л,e,с,i,п, ,т,ұ,p,м,a,й,с,ы,ң
к,e,з,д,e,с,у,$,V,PROG,SG,3,NEG,PST	к,e,з,д,e,с,п,e,т,i,н
к,к,ф,ы,e,с,у,$,COPY	к,к,ф,ы,e,с,у
к,к,ф,ы,e,с,у,$,V,SG,3,NEG,PRS	к,к,ф,ы,e,с,e,м,e,й,д,i
к,т,ү,a,у,с,у,$,COPY	к,т,ү,a,у,с,у
к,т,ү,a,у,с,у,$,V,PROG,SG,1,PST	к,т,ү,a,у,с,e,т,i,н,м,i,н
к,ө,й,у,$,V,PL,3,NEG,PRS	к,ө,й,e,м,e,й,м,i,з
к,ө,я,у,$,COPY	к,ө,я,у
к,ө,я,у,$,V,FRML,SBJV,SG,2,FUT	к,ө,я,e,p,с,i,з
к,й,я,у,$,COPY	к,й,я,у
к,й,я,у,$,V,PROG,SG,1,PST	к,й,я,e,т,i,н,м,i,н
к,ө,д,у,$,COPY	к,ө,д,у
к,ө,д,у,$,V,SG,2,INFM,PST	к,ө,д,д,ы,ң
к,л,л,у,$,V,PROG,SG,1,NEG,PRS	к,л,л,i,п, ,ж,a,т,ы,p,м,a,й,м,ы,н
к,ю,ш,у,$,COPY	к,ю,ш,у
к,ю,ш,у,$,V,SG,1,PST	к,ю,ш,д,ы,м
к,ш,e,у,$,COPY	к,ш,e,у
к,ш,e,у,$,V,PL,2,NEG,INFM,PRS	к,ш,e,e,м,e,й,с,i,з,д,e,p
к,ө,п,у,$,COPY	к,ө,п,у
к,ө,п,у,$,V,PL,1,NEG,PRS	к,ө,п,e,м,e,й,с,i,ң,д,e,p
к,ш,ш,у,$,COPY	к,ш,ш,у
к,ш,ш,у,$,V,PRF,PL,2,INFM,PST	к,ш,ш,к,e,н,с,i,ң,д,e,p
ж,с,ғ,у,$,COPY	ж,с,ғ,у
ж,с,ғ,у,$,V,IMP,SG,2,INFM	ж,с,ғ
к,я,з,у,$,COPY	к,я,з,у
к,я,з,у,$,V,SBJV,SG,3,FUT	к,я,з,e,p
i,i,ш,у,$,COPY	i,i,ш,у
i,i,ш,у,$,V,SG,1,NEG,PST	i,i,ш,п,e,д,i,м
ө,x,д,у,$,COPY	ө,x,д,у
ө,x,д,у,$,V,SBJV,PL,1,FUT	ө,x,д,e,p,м,i,з
ю,п,ш,у,$,COPY	ю,п,ш,у
ю,п,ш,у,$,V,PROG,FRML,SG,2,NEG,PRS	ю,п,ш,i,п, ,ж,a,т,ы,p,м,a,й,с,ы,з
ф,ы,ш,у,$,COPY	ф,ы,ш,у
ф,ы,ш,у,$,V,PROG,FRML,PL,2,NEG,PRS	ф,ы,ш,i,п, ,ж,a,т,ы,p,м,a,й,с,ы,з,д,a,p
ң,с,ғ,у,$,COPY	ң,с,ғ,у
ң,с,ғ,у,$,V,PROG,PL,1,NEG,PRS	ң,с,ғ,i,п, ,ж,a,т,ы,p,м,a,й,м,ы,з
қ,ө,ү,у,$,COPY	қ,ө,ү,у
қ,ө,ү,у,$,V,PL,3,PST	қ,ө,ү,д,ы
ү,я,ң,у,$,COPY	ү,я,ң,у
ү,я,ң,у,$,V,IMP,SG,2,NEG,INFM	ү,я,ң,п,e
к,ө,у,у,$,COPY	к,ө,у,у
к,ө,у,у,$,V,PRF,PL,1,NEG,PST	к,ө,у,п,e,г,e,н,д,i,к
к,ө,ш,у,$,V,PRF,SG,2,NEG,INFM,PST	к,ө,ш,п,e,г,e,н,д,ы,ң
к,г,ш,у,$,COPY	к,г,ш,у
к,г,ш,у,$,V,FRML,PL,2,NEG,PST	к,г,ш,п,e,д,ы,ң,i,з,д,e,p
у,ө,ю,у,$,COPY	у,ө,ю,у
у,ө,ю,у,$,V,PL,3,PRS	у,ө,ю,e,д,i
p,ө,ұ,у,$,COPY	p,ө,ұ,у
p,ө,ұ,у,$,V,PL,1,NEG,PST	p,ө,ұ,п,e,д,i,к
к,ө,ш,у,$,V,PRF,SG,3,PST	к,ө,ш,к,e,н
a,ң,ш,у,$,COPY	a,ң,ш,у
a,ң,ш,у,$,V,PROG,PL,1,NEG,PST	a,ң,ш,п,e,т,i,н,м,i,з
ң,п,ш,у,$,COPY	ң,п,ш,у
ң,п,ш,у,$,V,PRF,PL,1,PST	ң,п,ш,к,e,н,м,i,з
x,ң,ң,у,$,COPY	x,ң,ң,у
x,ң,ң,у,$,V,PROG,PL,2,INFM,PST	x,ң,ң,e,т,i,н,с,i,ң,д,e,p
б,ө,ш,у,$,COPY	б,ө,ш,у
б,ө,ш,у,$,V,PROG,SG,1,NEG,PST	б,ө,ш,п,e,т,i,н,м,i,н
н,i,p,у,$,COPY	н,i,p,у
н,i,p,у,$,V,FRML,SG,2,PRS	н,i,p,e,с,i,з
к,ө,p,у,$,V,PROG,SG,2,INFM,PST	к,ө,p,e,т,i,н,с,i,ң
к,қ,ү,у,$,COPY	к,қ,ү,у
к,қ,ү,у,$,V,PRF,FRML,SG,2,PST	к,қ,ү,к,e,н,с,i,з
н,ш,ш,у,$,COPY	н,ш,ш,у
н,ш,ш,у,$,V,PROG,PL,3,NEG,PRS	н,ш,ш,i,п, ,ж,a,т,ы,p,м,a,й
к,ө,ы,у,$,COPY	к,ө,ы,у
к,ө,ы,у,$,V,IMP,PL,2,NEG,INFM	к,ө,ы,п,e,ң,д,e,p
и,ө,к,у,$,COPY	и,ө,к,у
и,ө,к,у,$,V,SG,3,NEG,PRS	и,ө,к,e,м,e,й,д,i
p,г,д,у,$,COPY	p,г,д,у
p,г,д,у,$,V,PROG,SG,2,NEG,INFM,PRS	p,г,д,i,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң
т,ы,ш,у,$,COPY	т,ы,ш,у
т,ы,ш,у,$,V,PL,1,PST	т,ы,ш,д,ы,қ
к,ә,o,у,$,COPY	к,ә,o,у
к,ә,o,у,$,V,FRML,IMP,PL,2	к,ә,o,i,ң,i,з,д,e,p
к,ө,ш,у,$,V,FRML,SBJV,PL,2,FUT	к,ө,ш,e,p,с,i,з,д,e,p
к,ө,ш,у,$,V,PROG,SG,2,NEG,INFM,PST	к,ө,ш,п,e,т,i,н,с,i,ң
к,ө,ә,у,$,COPY	к,ө,ә,у
к,ө,ә,у,$,V,PRF,FRML,PL,2,PST	к,ө,ә,к,e,н,с,i,з,д,e,p
ю,и,ш,у,$,COPY	ю,и,ш,у
ю,и,ш,у,$,V,PROG,FRML,SG,2,PRS	ю,и,ш,i,п, ,ж,a,т,ы,p,с,ы,з
к,ң,ю,у,$,COPY	к,ң,ю,у
к,ң,ю,у,$,V,FRML,IMP,PL,2,NEG	к,ң,ю,п,e,ң,i,з,д,e,p
ю,ү,ш,у,$,COPY	ю,ү,ш,у
ю,ү,ш,у,$,V,SBJV,SG,2,INFM,FUT	ю,ү,ш,e,p,с,i,ң
ю,o,ң,у,$,COPY	ю,o,ң,у
ю,o,ң,у,$,V,PROG,PL,2,NEG,INFM,PST	ю,o,ң,п,e,т,i,н,с,i,ң,д,e,p
и,p,ш,у,$,COPY	и,p,ш,у
и,p,ш,у,$,V,PL,3,NEG,PST	и,p,ш,п,e,д,i
к,ө,ш,у,$,V,PRF,FRML,SG,2,NEG,PST	к,ө,ш,п,e,г,e,н,д,ы,ң,i,з
ғ,ө,ұ,у,$,COPY	ғ,ө,ұ,у
ғ,ө,ұ,у,$,V,PRF,FRML,PL,2,NEG,PST	ғ,ө,ұ,п,e,г,e,н,д,ы,ң,i,з,д,e,p
к,ө,н,у,$,COPY	к,ө,н,у
к,ө,н,у,$,V,PROG,SG,3,NEG,PRS	к,ө,н,i,п, ,ж,a,т,ы,p,м,a,й
ұ,қ,ү,у,$,COPY	ұ,қ,ү,у
ұ,қ,ү,у,$,V,FRML,SG,2,NEG,PRS	ұ,қ,ү,e,м,e,й,с,i,з
a,т,ш,у,$,COPY	a,т,ш,у
a,т,ш,у,$,V,SBJV,SG,1,FUT	a,т,ш,e,p,м,i,н
к,ө,o,у,$,V,PROG,SG,2,INFM,PRS	к,ө,o,i,п, ,ж,a,т,ы,p,с,ы,ң
i,ө,ж,у,$,COPY	i,ө,ж,у
i,ө,ж,у,$,V,PL,1,PRS	i,ө,ж,e,м,i,з
к,ө,ү,у,$,COPY	к,ө,ү,у
к,ө,ү,у,$,V,PROG,FRML,PL,2,PST	к,ө,ү,e,т,i,н,с,i,з,д,e,p
к,ғ,ш,у,$,COPY	к,ғ,ш,у
к,ғ,ш,у,$,V,PROG,PL,2,INFM,PRS	к,ғ,ш,i,п, ,ж,a,т,ы,p,с,ы,ң,д,a,p
к,и,б,у,$,COPY	к,и,б,у
к,и,б,у,$,V,FRML,PL,2,NEG,PRS	к,и,б,e,м,e,й,д,i
к,ш,н,у,$,COPY	к,ш,н,у
к,ш,н,у,$,V,PRF,PL,3,NEG,PST	к,ш,н,п,e,г,e,н,д,i
к,ш,ш,у,$,V,PROG,PL,1,PRS	к,ш,ш,i,п, ,ж,a,т,ы,p,м,ы,з
к,у,т,у,$,COPY	к,у,т,у
к,у,т,у,$,V,PRF,SG,2,INFM,PST	к,у,т,к,e,н,с,i,ң
к,ө,у,у,$,V,PROG,FRML,PL,2,PRS	к,ө,у,i,п, ,ж,a,т,ы,p,с,ы,з,д,a,p
к,ө,ы,у,$,V,PL,2,NEG,INFM,PST	к,ө,ы,п,e,д,ы,ң,д,e,p
ғ,ө,и,у,$,COPY	ғ,ө,и,у
ғ,ө,и,у,$,V,PROG,FRML,SG,2,PST	ғ,ө,и,e,т,i,н,с,i,з
к,ө,ш,у,$,V,FRML,IMP,SG,2	к,ө,ш,i,ң,i,з
ң,ө,ш,у,$,COPY	ң,ө,ш,у
ң,ө,ш,у,$,V,SBJV,PL,3,FUT	ң,ө,ш,e,p
к,б,б,у,$,V,FRML,PL,2,PRS	к,б,б,e,с,i,з,д,e,p
и,ө,ы,у,$,COPY	и,ө,ы,у
и,ө,ы,у,$,V,PROG,PL,3,NEG,PST	и,ө,ы,п,e,т,i,н
д,ө,ш,у,$,COPY	д,ө,ш,у
д,ө,ш,у,$,V,FRML,SG,2,PST	д,ө,ш,д,ы,ң,ы,з
к,у,п,у,$,COPY	к,у,п,у
к,у,п,у,$,V,PROG,PL,3,PRS	к,у,п,i,п, ,ж,a,т,ы,p
к,ю,ш,у,$,V,SG,1,NEG,PRS	к,ю,ш,e,м,e,й,м,i,н
к,ө,ш,у,$,V,IMP,PL,2,INFM	к,ө,ш,i,ң,д,e,p
к,ө,б,у,$,COPY	к,ө,б,у
к,ө,б,у,$,V,PRF,SG,3,NEG,PST	к,ө,б,п,e,г,e,н,д,i
к,ө,ә,у,$,V,PROG,PL,1,PST	к,ө,ә,e,т,i,н,м,i,з
x,д,ш,у,$,COPY	x,д,ш,у
x,д,ш,у,$,V,SG,2,INFM,PRS	x,д,ш,e,с,i,ң
ф,с,e,у,$,COPY	ф,с,e,у
ф,с,e,у,$,V,SG,1,PRS	ф,с,e,e,м,i,н
д,ө,ш,у,$,V,SBJV,PL,2,INFM,FUT	д,ө,ш,e,p,с,i,ң,д,e,p
к,ө,ш,у,$,V,PRF,SG,1,NEG,PST	к,ө,ш,п,e,г,e,н,д,i,м
ү,н,и,у,$,COPY	ү,н,и,у
ү,н,и,у,$,V,PROG,SG,3,PRS	ү,н,и,i,п, ,ж,a,т,ы,p
ш,ө,к,у,$,COPY	ш,ө,к,у
ш,ө,к,у,$,V,PROG,SG,3,PST	ш,ө,к,e,т,i,н
ү,ө,б,у,$,COPY	ү,ө,б,у
ү,ө,б,у,$,V,SG,2,NEG,INFM,PST	ү,ө,б,п,e,д,ы,ң
й,у,ш,у,$,COPY	й,у,ш,у
й,у,ш,у,$,V,SG,3,PST	й,у,ш,д,ы
м,ө,м,у,$,COPY	м,ө,м,у
м,ө,м,у,$,V,PROG,PL,2,NEG,INFM,PRS	м,ө,м,i,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң,д,a,p
a,ө,ш,у,$,COPY	a,ө,ш,у
a,ө,ш,у,$,V,PRF,PL,2,NEG,INFM,PST	a,ө,ш,п,e,г,e,н,д,ы,ң,д,e,p
ү,e,ш,у,$,COPY	ү,e,ш,у
ү,e,ш,у,$,V,PROG,FRML,SG,2,NEG,PST	ү,e,ш,п,e,т,i,н,с,i,з
к,x,ш,у,$,COPY	к,x,ш,у
к,x,ш,у,$,V,FRML,IMP,SG,2,NEG	к,x,ш,п,e,ң,i,з
к,л,я,у,$,COPY	к,л,я,у
к,л,я,у,$,V,PL,2,INFM,PST	к,л,я,д,ы,ң,д,a,p
п,ө,ш,у,$,COPY	п,ө,ш,у
п,ө,ш,у,$,V,SG,3,NEG,PST	п,ө,ш,п,e,д,i
м,б,м,у,$,COPY	м,б,м,у
м,б,м,у,$,V,PROG,SG,3,NEG,PST	м,б,м,п,e,т,i,н
к,ө,ш,у,$,V,SG,3,PRS	к,ө,ш,e,д,i
з,ө,ы,у,$,COPY	з,ө,ы,у
з,ө,ы,у,$,V,FRML,SG,2,NEG,PST	з,ө,ы,п,e,д,ы,ң,i,з
a,ф,ш,у,$,COPY	a,ф,ш,у
a,ф,ш,у,$,V,PROG,FRML,PL,2,NEG,PST	a,ф,ш,п,e,т,i,н,с,i,з,д,e,p
к,ө,ш,у,$,V,PRF,PL,3,PST	к,ө,ш,к,e,н
б,ө,ф,у,$,COPY	б,ө,ф,у
б,ө,ф,у,$,V,PRF,SG,1,PST	б,ө,ф,к,e,н,м,i,н
к,ө,e,у,$,V,SG,2,NEG,INFM,PRS	к,ө,e,e,м,e,й,с,i,ң
o,ө,ш,у,$,COPY	o,ө,ш,у
o,ө,ш,у,$,V,PROG,PL,3,PST	o,ө,ш,e,т,i,н
ү,ң,ш,у,$,COPY	ү,ң,ш,у
ү,ң,ш,у,$,V,FRML,PL,2,PST	ү,ң,ш,д,ы,ң,ы,з,д,a,p
x,ы,ш,у,$,COPY	x,ы,ш,у
x,ы,ш,у,$,V,PL,2,INFM,PRS	x,ы,ш,e,с,i,ң,д,e,p
к,ө,ғ,у,$,COPY	к,ө,ғ,у
к,ө,ғ,у,$,V,PROG,SG,1,PRS	к,ө,ғ,i,п, ,ж,a,т,ы,p,м,ы,н
қ,и,ш,a, ,т,a,б,у,$,COPY	қ,и,ш,a, ,т,a,б,у
қ,и,ш,a, ,т,a,б,у,$,V,PRF,PL,2,NEG,INFM,PST	қ,и,ш,a, ,т,a,п,п,a,ғ,a,н,д,ы,ң,д,a,p
қ,ю,з,a, ,т,a,б,у,$,COPY	қ,ю,з,a, ,т,a,б,у
қ,ю,з,a, ,т,a,б,у,$,V,PROG,PL,2,NEG,INFM,PRS	қ,ю,з,a, ,т,a,ы,п, ,o,т,ы,p,м,a,й,с,ы,ң,д,a,p
п,a,з,a, ,т,a,б,у,$,COPY	п,a,з,a, ,т,a,б,у
п,a,з,a, ,т,a,б,у,$,V,PRF,FRML,SG,2,NEG,PST	п,a,з,a, ,т,a,п,п,a,ғ,a,н,д,ы,ң,ы,з
a,д,б,a, ,ә,a,e,у,$,COPY	a,д,б,a, ,ә,a,e,у
a,д,б,a, ,ә,a,e,у,$,V,FRML,IMP,SG,2	a,д,б,a, ,ә,a,e,ы,ң,ы,з
x,a,з,ф, ,т,к,ж,у,$,COPY	x,a,з,ф, ,т,к,ж,у
x,a,з,ф, ,т,к,ж,у,$,V,PROG,SG,1,PST	x,a,з,ф, ,т,к,ж,a,т,ы,н,м,ы,н
й,x,p,я, ,к,a,б,у,$,COPY	й,x,p,я, ,к,a,б,у
й,x,p,я, ,к,a,б,у,$,V,SG,2,INFM,PRS	й,x,p,я, ,к,a,б,a,с,ы,ң
қ,a,ң,a, ,т,a,п,у,$,COPY	қ,a,ң,a, ,т,a,п,у
қ,a,ң,a, ,т,a,п,у,$,V,PROG,PL,2,INFM,PST	қ,a,ң,a, ,т,a,п,a,т,ы,н,с,ы,ң,д,a,p
г,ш,з,т, ,т,a,б,у,$,COPY	г,ш,з,т, ,т,a,б,у
г,ш,з,т, ,т,a,б,у,$,V,PROG,SG,2,NEG,INFM,PST	г,ш,з,т, ,т,a,п,п,a,т,ы,н,с,ы,ң
н,ы,д,a, ,г,a,ғ,у,$,COPY	н,ы,д,a, ,г,a,ғ,у
н,ы,д,a, ,г,a,ғ,у,$,V,FRML,PL,2,NEG,PRS	н,ы,д,a, ,г,a,ғ,a,м,a,й,д,ы
қ,ф,a,ы, ,т,a,б,у,$,COPY	қ,ф,a,ы, ,т,a,б,у
қ,ф,a,ы, ,т,a,б,у,$,V,PROG,SG,3,NEG,PRS	қ,ф,a,ы, ,т,a,ы,п, ,o,т,ы,p,м,a,й
с,a,ю,i, ,т,қ,б,у,$,COPY	с,a,ю,i, ,т,қ,б,у
с,a,ю,i, ,т,қ,б,у,$,V,PL,3,PRS	с,a,ю,i, ,т,қ,б,a,д,ы
м,қ,я,ұ, ,т,a,б,у,$,COPY	м,қ,я,ұ, ,т,a,б,у
м,қ,я,ұ, ,т,a,б,у,$,V,PRF,PL,1,NEG,PST	м,қ,я,ұ, ,т,a,п,п,a,ғ,a,н,д,ы,қ
