হ,ও,য,়,া,$,V,PROG,3,INFM,PRS	হ,চ,্,ছ,ো
ভ,া,ঙ,া,$,V,PROG,2,PST,LGSPEC1	ভ,া,ঙ,ছ,ি,ল,ি
ভ,া,ঙ,া,$,V,PRF,3,INFM,PRS	ভ,ে,ঙ,ে,ছ,ো
ভ,া,ঙ,া,$,V,HAB,3,POL,PST	ভ,া,ঙ,ত,ে,ন
ভ,া,ঙ,া,$,V,PRF,3,INFM,PST	ভ,ে,ঙ,ে,ছ,ি,ল,ে
ভ,া,ঙ,া,$,V,1,PRS	ভ,া,ঙ,ি
ভ,া,ঙ,া,$,V,PROG,3,INFM,PRS	ভ,া,ঙ,ছ,ো
ভ,া,ঙ,া,$,V,PRF,1,PRS	ভ,ে,ঙ,ে,ছ,ি
ভ,া,ঙ,া,$,V,HAB,2,POL,PST	ভ,া,ঙ,ত,ো
ভ,া,ঙ,া,$,V,PRF,3,POL,PST	ভ,ে,ঙ,ে,ছ,ি,ল,ে,ন
ভ,া,ঙ,া,$,V,2,POL,FUT	ভ,া,ঙ,ব,ে
ভ,া,ঙ,া,$,V,HAB,2,PST,LGSPEC1	ভ,া,ঙ,ত,ি,স
ভ,া,ঙ,া,$,V,HAB,3,INFM,PST	ভ,া,ঙ,ত,ে
ভ,া,ঙ,া,$,V,3,POL,PRS	ভ,া,ঙ,ে,ন
ভ,া,ঙ,া,$,V,3,POL,FUT	ভ,া,ঙ,ব,ে,ন
ভ,া,ঙ,া,$,V,PROG,1,PRS	ভ,া,ঙ,ছ,ি
ভ,া,ঙ,া,$,V,PRF,2,POL,PRS	ভ,ে,ঙ,ে,ছ,ে
ভ,া,ঙ,া,$,V,1,PST	ভ,া,ঙ,ল,া,ম
ভ,া,ঙ,া,$,V,2,PST,LGSPEC1	ভ,া,ঙ,ল,ি
ভ,া,ঙ,া,$,V,PRF,2,PRS,LGSPEC1	ভ,ে,ঙ,ে,ছ,ি,স
ভ,া,ঙ,া,$,V,PRF,2,PST,LGSPEC1	ভ,ে,ঙ,ে,ছ,ি,ল,ি
ভ,া,ঙ,া,$,V,HAB,1,PST	ভ,া,ঙ,ত,া,ম
ভ,া,ঙ,া,$,V,2,PRS,LGSPEC1	ভ,া,ঙ,ি,স
ভ,া,ঙ,া,$,V,PRF,3,POL,PRS	ভ,ে,ঙ,ে,ছ,ে,ন
ট,া,ন,া,$,V,PRF,1,PST	ট,ে,ন,ে,ছ,ি,ল,া,ম
ট,া,ন,া,$,V,1,PRS	ট,া,ন,ি
ট,া,ন,া,$,V,1,PST	ট,া,ন,ল,া,ম
ট,া,ন,া,$,V,2,FUT,LGSPEC1	ট,া,ন,ব,ি
ট,া,ন,া,$,V,NFIN	ট,া,ন,ত,ে
ট,া,ন,া,$,V,1,FUT	ট,া,ন,ব,ো
ট,া,ন,া,$,V,PROG,3,INFM,PST	ট,া,ন,ছ,ি,ল,ে
ট,া,ন,া,$,V,HAB,2,POL,PST	ট,া,ন,ত,ো
ট,া,ন,া,$,V,3,INFM,FUT	ট,া,ন,ব,ে
ট,া,ন,া,$,V,3,POL,PRS	ট,া,ন,ে,ন
ট,া,ন,া,$,V,2,PST,LGSPEC1	ট,া,ন,ল,ি
ট,া,ন,া,$,V,PRF,3,POL,PRS	ট,ে,ন,ে,ছ,ে,ন
ট,া,ন,া,$,V,2,POL,PST	ট,া,ন,ল,ো
ট,া,ন,া,$,V,PROG,3,POL,PST	ট,া,ন,ছ,ি,ল,ে,ন
ট,া,ন,া,$,V,PRF,2,POL,PRS	ট,ে,ন,ে,ছ,ে
ট,া,ন,া,$,V,PROG,2,POL,PRS	ট,া,ন,ছ,ে
ট,া,ন,া,$,V,PROG,1,PST	ট,া,ন,ছ,ি,ল,া,ম
ট,া,ন,া,$,V,3,POL,PST	ট,া,ন,ল,ে,ন
ট,া,ন,া,$,V,2,POL,PRS	ট,া,ন,ে
ট,া,ন,া,$,V,HAB,3,POL,PST	ট,া,ন,ত,ে,ন
ট,া,ন,া,$,V,PRF,3,INFM,PST	ট,ে,ন,ে,ছ,ি,ল,ে
ট,া,ন,া,$,V,HAB,3,INFM,PST	ট,া,ন,ত,ে
ট,া,ন,া,$,V,PRF,2,PST,LGSPEC1	ট,ে,ন,ে,ছ,ি,ল,ি
ট,া,ন,া,$,V,PROG,3,INFM,PRS	ট,া,ন,ছ,ো
ট,া,ন,া,$,V,HAB,2,PST,LGSPEC1	ট,া,ন,ত,ি,স
ট,া,ন,া,$,V,PRF,3,POL,PST	ট,ে,ন,ে,ছ,ি,ল,ে,ন
ট,া,ন,া,$,V,PRF,1,PRS	ট,ে,ন,ে,ছ,ি
ট,া,ন,া,$,V,3,POL,FUT	ট,া,ন,ব,ে,ন
ট,া,ন,া,$,V,2,PRS,LGSPEC1	ট,া,ন,ি,স
ট,া,ন,া,$,V,PRF,2,POL,PST	ট,ে,ন,ে,ছ,ি,ল,ো
ট,া,ন,া,$,V,2,POL,FUT	ট,া,ন,ব,ে
ট,া,ন,া,$,V,PROG,3,POL,PRS	ট,া,ন,ছ,ে,ন
ট,া,ন,া,$,V,3,INFM,PST	ট,া,ন,ল,ে
ট,া,ন,া,$,V,HAB,1,PST	ট,া,ন,ত,া,ম
ট,া,ন,া,$,V,PROG,2,PST,LGSPEC1	ট,া,ন,ছ,ি,ল,ি
ট,া,ন,া,$,V,PROG,2,PRS,LGSPEC1	ট,া,ন,ছ,ি,স
ট,া,ন,া,$,V,PROG,1,PRS	ট,া,ন,ছ,ি
ট,া,ন,া,$,V,PRF,3,INFM,PRS	ট,ে,ন,ে,ছ,ো
ট,া,ন,া,$,V,PRF,2,PRS,LGSPEC1	ট,ে,ন,ে,ছ,ি,স
ট,া,ন,া,$,V,PROG,2,POL,PST	ট,া,ন,ছ,ি,ল,ো
ট,া,ন,া,$,V,3,INFM,PRS	ট,া,ন,ো
ব,ো,ঝ,া,$,V,3,POL,FUT	ব,ু,ঝ,ব,ে,ন
ব,ো,ঝ,া,$,V,2,POL,PST	ব,ু,ঝ,ল,ো
ব,ো,ঝ,া,$,V,PRF,1,PRS	ব,ু,ঝ,ে,ছ,ি
ব,ো,ঝ,া,$,V,2,POL,FUT	ব,ু,ঝ,ব,ে
ব,ো,ঝ,া,$,V,PRF,2,POL,PRS	ব,ু,ঝ,ে,ছ,ে
ব,ো,ঝ,া,$,V,3,INFM,PRS	ব,ো,ঝ,ো
ব,ো,ঝ,া,$,V,PRF,3,INFM,PRS	ব,ু,ঝ,ে,ছ,ো
ব,ো,ঝ,া,$,V,PRF,1,PST	ব,ু,ঝ,ে,ছ,ি,ল,া,ম
ব,ো,ঝ,া,$,V,HAB,3,INFM,PST	ব,ু,ঝ,ত,ে
ব,ো,ঝ,া,$,V,3,INFM,FUT	ব,ু,ঝ,ব,ে
ব,ো,ঝ,া,$,V,PRF,2,POL,PST	ব,ু,ঝ,ে,ছ,ি,ল,ো
ব,ো,ঝ,া,$,V,PRF,3,INFM,PST	ব,ু,ঝ,ে,ছ,ি,ল,ে
ব,ো,ঝ,া,$,V,3,POL,PRS	ব,ো,ঝ,ে,ন
ব,ো,ঝ,া,$,V,PRF,2,PRS,LGSPEC1	ব,ু,ঝ,ে,ছ,ি,স
ব,ো,ঝ,া,$,V,HAB,3,POL,PST	ব,ু,ঝ,ত,ে,ন
ব,ো,ঝ,া,$,V,PRF,3,POL,PST	ব,ু,ঝ,ে,ছ,ি,ল,ে,ন
ব,ো,ঝ,া,$,V,PROG,2,PRS,LGSPEC1	ব,ু,ঝ,ছ,ি,স
ব,ো,ঝ,া,$,V,3,POL,PST	ব,ু,ঝ,ল,ে,ন
ব,ো,ঝ,া,$,V,PROG,1,PST	ব,ু,ঝ,ছ,ি,ল,া,ম
ব,ো,ঝ,া,$,V,1,FUT	ব,ু,ঝ,ব,ো
ব,ো,ঝ,া,$,V,2,PRS,LGSPEC1	ব,ু,ঝ,ি,স
ব,ো,ঝ,া,$,V,3,INFM,PST	ব,ু,ঝ,ল,ে
ব,ো,ঝ,া,$,V,PROG,3,POL,PRS	ব,ু,ঝ,ছ,ে,ন
ব,ো,ঝ,া,$,V,1,PST	ব,ু,ঝ,ল,া,ম
ব,ো,ঝ,া,$,V,PROG,3,POL,PST	ব,ু,ঝ,ছ,ি,ল,ে,ন
ব,ো,ঝ,া,$,V,PROG,3,INFM,PST	ব,ু,ঝ,ছ,ি,ল,ে
ব,ো,ঝ,া,$,V,PROG,2,POL,PRS	ব,ু,ঝ,ছ,ে
ব,ো,ঝ,া,$,V,PROG,1,PRS	ব,ু,ঝ,ছ,ি
ব,ো,ঝ,া,$,V,HAB,1,PST	ব,ু,ঝ,ত,া,ম
ব,ো,ঝ,া,$,V,PRF,2,PST,LGSPEC1	ব,ু,ঝ,ে,ছ,ি,ল,ি
ব,ো,ঝ,া,$,V,PROG,3,INFM,PRS	ব,ু,ঝ,ছ,ো
ব,ো,ঝ,া,$,V,1,PRS	ব,ু,ঝ,ি
ব,ো,ঝ,া,$,V,2,POL,PRS	ব,ো,ঝ,ে
ব,ো,ঝ,া,$,V,PROG,2,POL,PST	ব,ু,ঝ,ছ,ি,ল,ো
ব,ো,ঝ,া,$,V,2,PST,LGSPEC1	ব,ু,ঝ,ল,ি
ব,ো,ঝ,া,$,V,PROG,2,PST,LGSPEC1	ব,ু,ঝ,ছ,ি,ল,ি
ব,ো,ঝ,া,$,V,2,FUT,LGSPEC1	ব,ু,ঝ,ব,ি
ব,ো,ঝ,া,$,V,PRF,3,POL,PRS	ব,ু,ঝ,ে,ছ,ে,ন
ব,ো,ঝ,া,$,V,HAB,2,POL,PST	ব,ু,ঝ,ত,ো
ব,ো,ঝ,া,$,V,HAB,2,PST,LGSPEC1	ব,ু,ঝ,ত,ি,স
ব,ো,ঝ,া,$,V,NFIN	ব,ু,ঝ,ত,ে
ঘ,া,ম,া,$,V,3,POL,FUT	ঘ,া,ম,ব,ে,ন
ঘ,া,ম,া,$,V,PRF,2,POL,PRS	ঘ,ে,ম,ে,ছ,ে
ঘ,া,ম,া,$,V,HAB,2,POL,PST	ঘ,া,ম,ত,ো
ঘ,া,ম,া,$,V,HAB,3,POL,PST	ঘ,া,ম,ত,ে,ন
ঘ,া,ম,া,$,V,3,POL,PST	ঘ,া,ম,ল,ে,ন
ঘ,া,ম,া,$,V,PROG,3,POL,PST	ঘ,া,ম,ছ,ি,ল,ে,ন
ঘ,া,ম,া,$,V,2,PRS,LGSPEC1	ঘ,া,ম,ি,স
ঘ,া,ম,া,$,V,PRF,3,POL,PRS	ঘ,ে,ম,ে,ছ,ে,ন
ঘ,া,ম,া,$,V,HAB,3,INFM,PST	ঘ,া,ম,ত,ে
ঘ,া,ম,া,$,V,PRF,3,INFM,PRS	ঘ,ে,ম,ে,ছ,ো
ঘ,া,ম,া,$,V,HAB,1,PST	ঘ,া,ম,ত,া,ম
ঘ,া,ম,া,$,V,2,POL,FUT	ঘ,া,ম,ব,ে
ঘ,া,ম,া,$,V,PROG,3,INFM,PRS	ঘ,া,ম,ছ,ো
ঘ,া,ম,া,$,V,PRF,3,POL,PST	ঘ,ে,ম,ে,ছ,ি,ল,ে,ন
ঘ,া,ম,া,$,V,1,PST	ঘ,া,ম,ল,া,ম
ঘ,া,ম,া,$,V,3,INFM,PRS	ঘ,া,ম,ো
ঘ,া,ম,া,$,V,2,POL,PST	ঘ,া,ম,ল,ো
ঘ,া,ম,া,$,V,3,INFM,PST	ঘ,া,ম,ল,ে
ঘ,া,ম,া,$,V,PRF,1,PST	ঘ,ে,ম,ে,ছ,ি,ল,া,ম
ঘ,া,ম,া,$,V,PRF,1,PRS	ঘ,ে,ম,ে,ছ,ি
ঘ,া,ম,া,$,V,2,PST,LGSPEC1	ঘ,া,ম,ল,ি
ঘ,া,ম,া,$,V,PRF,2,PST,LGSPEC1	ঘ,ে,ম,ে,ছ,ি,ল,ি
ঘ,া,ম,া,$,V,PROG,2,PRS,LGSPEC1	ঘ,া,ম,ছ,ি,স
ঘ,া,ম,া,$,V,3,POL,PRS	ঘ,া,ম,ে,ন
ঘ,া,ম,া,$,V,HAB,2,PST,LGSPEC1	ঘ,া,ম,ত,ি,স
ঘ,া,ম,া,$,V,PROG,3,POL,PRS	ঘ,া,ম,ছ,ে,ন
ঘ,া,ম,া,$,V,PROG,1,PRS	ঘ,া,ম,ছ,ি
ঘ,া,ম,া,$,V,PROG,2,POL,PRS	ঘ,া,ম,ছ,ে
ঘ,া,ম,া,$,V,PROG,3,INFM,PST	ঘ,া,ম,ছ,ি,ল,ে
ঘ,া,ম,া,$,V,2,FUT,LGSPEC1	ঘ,া,ম,ব,ি
ঘ,া,ম,া,$,V,NFIN	ঘ,া,ম,ত,ে
ঘ,া,ম,া,$,V,PROG,2,POL,PST	ঘ,া,ম,ছ,ি,ল,ো
ঘ,া,ম,া,$,V,2,POL,PRS	ঘ,া,ম,ে
ঘ,া,ম,া,$,V,PRF,2,POL,PST	ঘ,ে,ম,ে,ছ,ি,ল,ো
ঘ,া,ম,া,$,V,PROG,1,PST	ঘ,া,ম,ছ,ি,ল,া,ম
ঘ,া,ম,া,$,V,PRF,3,INFM,PST	ঘ,ে,ম,ে,ছ,ি,ল,ে
ঘ,া,ম,া,$,V,1,FUT	ঘ,া,ম,ব,ো
ঘ,া,ম,া,$,V,1,PRS	ঘ,া,ম,ি
ঘ,া,ম,া,$,V,PRF,2,PRS,LGSPEC1	ঘ,ে,ম,ে,ছ,ি,স
ঘ,া,ম,া,$,V,3,INFM,FUT	ঘ,া,ম,ব,ে
ঘ,া,ম,া,$,V,PROG,2,PST,LGSPEC1	ঘ,া,ম,ছ,ি,ল,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,3,INFM,PST	প,্,র,ম,া,ণ, ,ক,র,ল,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,3,INFM,PRS	প,্,র,ম,া,ণ, ,ক,র,ছ,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ছ,ি,স
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,1,PRS	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ত,ি,স
প,্,র,ম,া,ণ, ,ক,র,া,$,V,1,PRS	প,্,র,ম,া,ণ, ,ক,র,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,3,POL,FUT	প,্,র,ম,া,ণ, ,ক,র,ব,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,2,POL,PRS	প,্,র,ম,া,ণ, ,ক,র,ছ,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,3,INFM,FUT	প,্,র,ম,া,ণ, ,ক,র,ব,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,HAB,1,PST	প,্,র,ম,া,ণ, ,ক,র,ত,া,ম
প,্,র,ম,া,ণ, ,ক,র,া,$,V,3,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ল,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,3,INFM,PST	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি,ল,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,2,PRS,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ি,স
প,্,র,ম,া,ণ, ,ক,র,া,$,V,2,POL,FUT	প,্,র,ম,া,ণ, ,ক,র,ব,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,HAB,2,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ত,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,2,POL,PRS	প,্,র,ম,া,ণ, ,ক,র,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,1,PRS	প,্,র,ম,া,ণ, ,ক,র,ছ,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,HAB,3,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ত,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,3,INFM,PRS	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,1,PST	প,্,র,ম,া,ণ, ,ক,র,ল,া,ম
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি,স
প,্,র,ম,া,ণ, ,ক,র,া,$,V,2,FUT,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ব,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,1,FUT	প,্,র,ম,া,ণ, ,ক,র,ব,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,1,PST	প,্,র,ম,া,ণ, ,ক,র,ছ,ি,ল,া,ম
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,3,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি,ল,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,HAB,3,INFM,PST	প,্,র,ম,া,ণ, ,ক,র,ত,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,3,INFM,PST	প,্,র,ম,া,ণ, ,ক,র,ছ,ি,ল,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,NFIN	প,্,র,ম,া,ণ, ,ক,র,ত,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,2,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি,ল,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি,ল,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,2,POL,PRS	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ে
প,্,র,ম,া,ণ, ,ক,র,া,$,V,2,PST,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ল,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,1,PST	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ি,ল,া,ম
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PRF,3,POL,PRS	প,্,র,ম,া,ণ, ,ক,র,ে,ছ,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,3,INFM,PRS	প,্,র,ম,া,ণ, ,ক,র,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,3,POL,PRS	প,্,র,ম,া,ণ, ,ক,র,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,3,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ছ,ি,ল,ে,ন
প,্,র,ম,া,ণ, ,ক,র,া,$,V,2,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ল,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,2,POL,PST	প,্,র,ম,া,ণ, ,ক,র,ছ,ি,ল,ো
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	প,্,র,ম,া,ণ, ,ক,র,ছ,ি,ল,ি
প,্,র,ম,া,ণ, ,ক,র,া,$,V,PROG,3,POL,PRS	প,্,র,ম,া,ণ, ,ক,র,ছ,ে,ন
ফ,ু,ল,$,N,LOC,DEF,PL	ফ,ু,ল,গ,ু,ল,া,ত,ে
ফ,ু,ল,$,N,GEN,DEF,PL	ফ,ু,ল,গ,ু,ল,া,র
ফ,ু,ল,$,N,ACC,DEF,PL	ফ,ু,ল,গ,ু,ল,া
ফ,ু,ল,$,N,NOM,DEF,SG	ফ,ু,ল,ট,া
ফ,ু,ল,$,N,NOM,NDEF	ফ,ু,ল
ফ,ু,ল,$,N,GEN,DEF,SG	ফ,ু,ল,ট,া,র
ফ,ু,ল,$,N,GEN,NDEF	ফ,ু,ল,ে,র
ফ,ু,ল,$,N,ACC,DEF,SG	ফ,ু,ল,ট,া
ফ,ু,ল,$,N,NOM,DEF,PL	ফ,ু,ল,গ,ু,ল,া
ফ,ু,ল,$,N,LOC,NDEF	ফ,ু,ল,ে
ফ,ু,ল,$,N,LOC,DEF,SG	ফ,ু,ল,ট,া,ত,ে
ফ,ু,ল,$,N,ACC,NDEF	ফ,ু,ল
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,HAB,2,PST,LGSPEC1	ই,চ,্,ছ,া, ,হ,ত,ি,স
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,1,PRS	ই,চ,্,ছ,া, ,হ,ই
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,3,POL,PRS	ই,চ,্,ছ,া, ,হ,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,3,INFM,PRS	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ো
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,3,INFM,PRS	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ো
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,3,POL,PRS	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,3,POL,PST	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি,ল,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,2,PRS,LGSPEC1	ই,চ,্,ছ,া, ,হ,স
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,2,PST,LGSPEC1	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি,ল,ি
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,3,INFM,PST	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি,ল,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,2,POL,PRS	ই,চ,্,ছ,া, ,হ,য,়
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,2,POL,FUT	ই,চ,্,ছ,া, ,হ,ব,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,NFIN	ই,চ,্,ছ,া, ,হ,ত,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,2,POL,PRS	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,3,INFM,PRS	ই,চ,্,ছ,া, ,হ,ও
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,HAB,3,POL,PST	ই,চ,্,ছ,া, ,হ,ত,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,3,POL,PST	ই,চ,্,ছ,া, ,হ,ল,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,HAB,3,INFM,PST	ই,চ,্,ছ,া, ,হ,ত,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,2,PRS,LGSPEC1	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি,স
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,2,POL,PST	ই,চ,্,ছ,া, ,হ,ল,ো
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,HAB,2,POL,PST	ই,চ,্,ছ,া, ,হ,ত,ো
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,3,POL,FUT	ই,চ,্,ছ,া, ,হ,ব,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,2,POL,PST	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি,ল,ো
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,2,PST,LGSPEC1	ই,চ,্,ছ,া, ,হ,ল,ি
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,HAB,1,PST	ই,চ,্,ছ,া, ,হ,ত,া,ম
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,1,PST	ই,চ,্,ছ,া, ,হ,ল,া,ম
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,2,PST,LGSPEC1	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি,ল,ি
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,3,POL,PRS	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,3,INFM,PST	ই,চ,্,ছ,া, ,হ,ল,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,1,PST	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি,ল,া,ম
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,3,INFM,FUT	ই,চ,্,ছ,া, ,হ,ব,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,1,PST	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি,ল,া,ম
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,3,POL,PST	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি,ল,ে,ন
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,2,POL,PRS	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,3,INFM,PST	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি,ল,ে
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,1,PRS	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,2,PRS,LGSPEC1	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি,স
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,2,FUT,LGSPEC1	ই,চ,্,ছ,া, ,হ,ব,ি
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PRF,2,POL,PST	ই,চ,্,ছ,া, ,হ,য,়,ে,ছ,ি,ল,ো
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,PROG,1,PRS	ই,চ,্,ছ,া, ,হ,চ,্,ছ,ি
ই,চ,্,ছ,া, ,হ,ও,য,়,া,$,V,1,FUT	ই,চ,্,ছ,া, ,হ,ব,ো
ও,ঠ,া,$,V,2,POL,PRS	ও,ঠ,ে
ও,ঠ,া,$,V,PRF,2,POL,PRS	উ,ঠ,ে,ছ,ে
ও,ঠ,া,$,V,PROG,3,INFM,PRS	উ,ঠ,ছ,ো
ও,ঠ,া,$,V,PROG,2,POL,PST	উ,ঠ,ছ,ি,ল,ো
ও,ঠ,া,$,V,PROG,1,PST	উ,ঠ,ছ,ি,ল,া,ম
ও,ঠ,া,$,V,3,POL,FUT	উ,ঠ,ব,ে,ন
ও,ঠ,া,$,V,HAB,2,POL,PST	উ,ঠ,ত,ো
ও,ঠ,া,$,V,PRF,2,POL,PST	উ,ঠ,ে,ছ,ি,ল,ো
ও,ঠ,া,$,V,HAB,3,INFM,PST	উ,ঠ,ত,ে
ও,ঠ,া,$,V,2,PRS,LGSPEC1	উ,ঠ,ি,স
ও,ঠ,া,$,V,HAB,2,PST,LGSPEC1	উ,ঠ,ত,ি,স
ও,ঠ,া,$,V,PRF,3,INFM,PST	উ,ঠ,ে,ছ,ি,ল,ে
ও,ঠ,া,$,V,PRF,3,POL,PST	উ,ঠ,ে,ছ,ি,ল,ে,ন
ও,ঠ,া,$,V,PROG,2,PRS,LGSPEC1	উ,ঠ,ছ,ি,স
ও,ঠ,া,$,V,PRF,1,PRS	উ,ঠ,ে,ছ,ি
