l,i,a,$,COPY	l,i,a
c,h,z,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,z,m,a
a,h,c,n,a,$,COPY	a,h,c,n,a
a,h,c,n,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,a,h,c,n,a
o,h,o,m,a,$,COPY	o,h,o,m,a
o,h,o,m,a,$,V,FIN	k,u,o,h,o,m,a
n,t,k,m,a,$,COPY	n,t,k,m,a
n,t,k,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,n,t,k,m,a
c,h,h,m,a,$,COPY	c,h,h,m,a
c,h,h,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,c,h,h,m,a
f,u,o,m,a,$,COPY	f,u,o,m,a
f,u,o,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,u,o,m,a
c,t,o,m,n,$,COPY	c,t,o,m,n
c,t,o,m,n,$,V,FIN,IND,PL,1,PST	t,u,l,i,c,t,o,m,n
c,h,u,y,d,$,COPY	c,h,u,y,d
c,h,u,y,d,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,c,h,u,y,d
l,c,o,m,i,$,COPY	l,c,o,m,i
l,c,o,m,i,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,l,c,o,m,i
k,h,d,d,k,$,COPY	k,h,d,d,k
k,h,d,d,k,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,h,d,d,k
h,h,o,m,a,$,COPY	h,h,o,m,a
h,h,o,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,h,h,o,m,a
c,o,g,c,a,$,COPY	c,o,g,c,a
c,o,g,c,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,c,o,g,c,a
c,a,o,m,a,$,COPY	c,a,o,m,a
c,a,o,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,a,o,m,a
c,d,o,r,a,$,COPY	c,d,o,r,a
c,d,o,r,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,c,d,o,r,a
w,h,o,f,f,$,COPY	w,h,o,f,f
w,h,o,f,f,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,w,h,o,f,f
c,h,o,m,y,$,COPY	c,h,o,m,y
c,h,o,m,y,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,o,m,y
c,d,o,m,u,$,COPY	c,d,o,m,u
c,d,o,m,u,$,V,FIN,IND,SG,2,FUT	u,t,a,c,d,o,m,u
d,i,j,d,u,$,COPY	d,i,j,d,u
d,i,j,d,u,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,d,i,j,d,u
c,h,o,d,a,$,COPY	c,h,o,d,a
c,h,o,d,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,c,h,o,d,a
c,h,o,m,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,c,h,o,m,a
k,p,o,j,r,$,COPY	k,p,o,j,r
k,p,o,j,r,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,p,o,j,r
b,a,z,d,l,w,a,$,COPY	b,a,z,d,l,w,a
b,a,z,d,l,w,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,b,a,z,d,l,w,a
b,a,t,u,i,z,a,$,COPY	b,a,t,u,i,z,a
b,a,t,u,i,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,b,a,t,u,i,z,a
b,a,y,y,i,k,a,$,COPY	b,a,y,y,i,k,a
b,a,y,y,i,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,b,a,y,y,i,k,a
b,h,s,w,e,b,a,$,COPY	b,h,s,w,e,b,a
b,h,s,w,e,b,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,b,h,s,w,e,b,a
b,a,a,l,i,j,a,$,COPY	b,a,a,l,i,j,a
b,a,a,l,i,j,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,b,a,a,l,i,j,a
b,l,n,d,i,k,a,$,COPY	b,l,n,d,i,k,a
b,l,n,d,i,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,b,l,n,d,i,k,a
b,j,n,d,i,k,a,$,COPY	b,j,n,d,i,k,a
b,j,n,d,i,k,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,b,j,n,d,i,k,a
b,n,n,h,l,r,a,$,COPY	b,n,n,h,l,r,a
b,n,n,h,l,r,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,b,n,n,h,l,r,a
b,a,n,o,i,k,a,$,COPY	b,a,n,o,i,k,a
b,a,n,o,i,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,b,a,n,o,i,k,a
b,a,n,e,c,c,a,$,COPY	b,a,n,e,c,c,a
b,a,n,e,c,c,a,$,V,FIN,IND,PL,2,PST	m,l,i,b,a,n,e,c,c,a
b,a,a,j,c,j,a,$,COPY	b,a,a,j,c,j,a
b,a,a,j,c,j,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,b,a,a,j,c,j,a
b,a,d,k,f,g,a,$,COPY	b,a,d,k,f,g,a
b,a,d,k,f,g,a,$,V,FIN	k,u,b,a,d,k,f,g,a
b,e,y,a,l,m,a,$,COPY	b,e,y,a,l,m,a
b,e,y,a,l,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,b,e,y,a,l,m,a
b,a,p,d,w,k,a,$,COPY	b,a,p,d,w,k,a
b,a,p,d,w,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,b,a,p,d,w,k,a
b,h,n,d,a,c,a,$,COPY	b,h,n,d,a,c,a
b,h,n,d,a,c,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,b,h,n,d,a,c,a
b,a,n,d,i,m,a,$,COPY	b,a,n,d,i,m,a
b,a,n,d,i,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,b,a,n,d,i,m,a
b,a,w,d,i,k,a,$,COPY	b,a,w,d,i,k,a
b,a,w,d,i,k,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,b,a,w,d,i,k,a
b,i,e,h,g,k,a,$,COPY	b,i,e,h,g,k,a
b,i,e,h,g,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,b,i,e,h,g,k,a
b,a,n,d,r,p,a,$,COPY	b,a,n,d,r,p,a
b,a,n,d,r,p,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,b,a,n,d,r,p,a
b,t,c,d,z,o,a,$,COPY	b,t,c,d,z,o,a
b,t,c,d,z,o,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,b,t,c,d,z,o,a
b,a,n,c,i,k,a,$,COPY	b,a,n,c,i,k,a
b,a,n,c,i,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,b,a,n,c,i,k,a
b,s,u,o,i,s,a,$,COPY	b,s,u,o,i,s,a
b,s,u,o,i,s,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,b,s,u,o,i,s,a
b,o,n,d,i,k,a,$,COPY	b,o,n,d,i,k,a
b,o,n,d,i,k,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,b,o,n,d,i,k,a
b,a,n,d,a,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,b,a,n,d,a,k,a
b,h,n,t,i,k,a,$,COPY	b,h,n,t,i,k,a
b,h,n,t,i,k,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,b,h,n,t,i,k,a
b,a,r,d,i,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,b,a,r,d,i,k,a
b,f,y,m,s,e,a,$,COPY	b,f,y,m,s,e,a
b,f,y,m,s,e,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,b,f,y,m,s,e,a
b,a,b,d,y,k,a,$,COPY	b,a,b,d,y,k,a
b,a,b,d,y,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,b,a,b,d,y,k,a
b,f,w,p,i,e,a,$,COPY	b,f,w,p,i,e,a
b,f,w,p,i,e,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,b,f,w,p,i,e,a
b,a,u,d,i,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,b,a,u,d,i,k,a
b,c,n,l,s,k,a,$,COPY	b,c,n,l,s,k,a
b,c,n,l,s,k,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,b,c,n,l,s,k,a
b,a,s,d,t,f,a,$,COPY	b,a,s,d,t,f,a
b,a,s,d,t,f,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,b,a,s,d,t,f,a
b,a,m,u,c,e,a,$,COPY	b,a,m,u,c,e,a
b,a,m,u,c,e,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,b,a,m,u,c,e,a
b,t,n,d,t,k,a,$,COPY	b,t,n,d,t,k,a
b,t,n,d,t,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,b,t,n,d,t,k,a
b,a,o,e,i,k,a,$,COPY	b,a,o,e,i,k,a
b,a,o,e,i,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,b,a,o,e,i,k,a
b,a,n,d,i,y,a,$,COPY	b,a,n,d,i,y,a
b,a,n,d,i,y,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,b,a,n,d,i,y,a
b,a,a,d,l,w,a,$,COPY	b,a,a,d,l,w,a
b,a,a,d,l,w,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,b,a,a,d,l,w,a
b,s,n,d,c,k,a,$,COPY	b,s,n,d,c,k,a
b,s,n,d,c,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,b,s,n,d,c,k,a
b,t,n,d,i,k,a,$,COPY	b,t,n,d,i,k,a
b,t,n,d,i,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,b,t,n,d,i,k,a
b,a,n,d,i,k,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,b,a,n,d,i,k,a
b,a,n,d,i,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,b,a,n,d,i,k,a
b,t,n,d,i,k,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,b,t,n,d,i,k,a
b,a,y,r,i,k,a,$,COPY	b,a,y,r,i,k,a
b,a,y,r,i,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,b,a,y,r,i,k,a
b,r,r,h,a,j,a,$,COPY	b,r,r,h,a,j,a
b,r,r,h,a,j,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,b,r,r,h,a,j,a
b,a,l,d,j,h,a,$,COPY	b,a,l,d,j,h,a
b,a,l,d,j,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,b,a,l,d,j,h,a
b,b,b,d,y,k,a,$,COPY	b,b,b,d,y,k,a
b,b,b,d,y,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,b,b,b,d,y,k,a
b,a,n,d,i,y,a,$,V,FIN,IND,PL,2,FUT	m,t,a,b,a,n,d,i,y,a
b,r,h,b,p,w,a,$,COPY	b,r,h,b,p,w,a
b,r,h,b,p,w,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,b,r,h,b,p,w,a
b,k,n,p,i,k,a,$,COPY	b,k,n,p,i,k,a
b,k,n,p,i,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,b,k,n,p,i,k,a
k,u,s,f,n,y,a,$,COPY	k,u,s,f,n,y,a
k,u,s,f,n,y,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,u,s,f,n,y,a
k,p,s,e,n,c,a,$,COPY	k,p,s,e,n,c,a
k,p,s,e,n,c,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,p,s,e,n,c,a
k,i,m,a,d,y,a,$,COPY	k,i,m,a,d,y,a
k,i,m,a,d,y,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,i,m,a,d,y,a
k,u,s,a,n,b,a,$,COPY	k,u,s,a,n,b,a
k,u,s,a,n,b,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,u,s,a,n,b,a
k,p,r,a,i,p,a,$,COPY	k,p,r,a,i,p,a
k,p,r,a,i,p,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,p,r,a,i,p,a
k,y,s,z,n,y,a,$,COPY	k,y,s,z,n,y,a
k,y,s,z,n,y,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,y,s,z,n,y,a
k,a,t,a,n,y,a,$,COPY	k,a,t,a,n,y,a
k,a,t,a,n,y,a,$,V,FIN	k,u,k,a,t,a,n,y,a
k,o,s,z,n,o,a,$,COPY	k,o,s,z,n,o,a
k,o,s,z,n,o,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,o,s,z,n,o,a
k,u,u,e,n,y,a,$,COPY	k,u,u,e,n,y,a
k,u,u,e,n,y,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,u,u,e,n,y,a
k,m,s,f,e,y,a,$,COPY	k,m,s,f,e,y,a
k,m,s,f,e,y,a,$,V,FIN,IND,PL,2,PST	m,l,i,k,m,s,f,e,y,a
k,u,f,c,k,r,a,$,COPY	k,u,f,c,k,r,a
k,u,f,c,k,r,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,u,f,c,k,r,a
k,d,m,y,e,z,a,$,COPY	k,d,m,y,e,z,a
k,d,m,y,e,z,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,d,m,y,e,z,a
k,u,i,a,d,i,a,$,COPY	k,u,i,a,d,i,a
k,u,i,a,d,i,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,u,i,a,d,i,a
k,u,o,b,z,y,a,$,COPY	k,u,o,b,z,y,a
k,u,o,b,z,y,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,u,o,b,z,y,a
k,j,b,a,n,z,a,$,COPY	k,j,b,a,n,z,a
k,j,b,a,n,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,j,b,a,n,z,a
k,r,r,i,l,y,a,$,COPY	k,r,r,i,l,y,a
k,r,r,i,l,y,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,k,r,r,i,l,y,a
k,u,l,a,d,y,a,$,COPY	k,u,l,a,d,y,a
k,u,l,a,d,y,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,u,l,a,d,y,a
k,p,s,a,j,y,a,$,COPY	k,p,s,a,j,y,a
k,p,s,a,j,y,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,p,s,a,j,y,a
k,u,t,a,n,e,a,$,COPY	k,u,t,a,n,e,a
k,u,t,a,n,e,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,u,t,a,n,e,a
k,u,h,e,h,e,a,$,COPY	k,u,h,e,h,e,a
k,u,h,e,h,e,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,u,h,e,h,e,a
k,u,s,z,p,d,a,$,COPY	k,u,s,z,p,d,a
k,u,s,z,p,d,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,u,s,z,p,d,a
k,y,f,c,n,y,a,$,COPY	k,y,f,c,n,y,a
k,y,f,c,n,y,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,y,f,c,n,y,a
k,i,s,a,d,e,a,$,COPY	k,i,s,a,d,e,a
k,i,s,a,d,e,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,i,s,a,d,e,a
k,u,s,a,p,y,a,$,COPY	k,u,s,a,p,y,a
k,u,s,a,p,y,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,u,s,a,p,y,a
k,u,s,a,n,y,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,u,s,a,n,y,a
k,d,s,a,n,m,a,$,COPY	k,d,s,a,n,m,a
k,d,s,a,n,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,d,s,a,n,m,a
k,u,s,y,n,r,a,$,COPY	k,u,s,y,n,r,a
k,u,s,y,n,r,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,u,s,y,n,r,a
k,u,s,i,n,j,a,$,COPY	k,u,s,i,n,j,a
k,u,s,i,n,j,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,u,s,i,n,j,a
k,u,s,a,e,y,a,$,COPY	k,u,s,a,e,y,a
k,u,s,a,e,y,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,u,s,a,e,y,a
k,u,z,a,n,t,a,$,COPY	k,u,z,a,n,t,a
k,u,z,a,n,t,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,u,z,a,n,t,a
k,t,s,a,n,y,a,$,COPY	k,t,s,a,n,y,a
k,t,s,a,n,y,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,t,s,a,n,y,a
k,m,o,k,n,z,a,$,COPY	k,m,o,k,n,z,a
k,m,o,k,n,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,m,o,k,n,z,a
k,u,y,p,o,b,a,$,COPY	k,u,y,p,o,b,a
k,u,y,p,o,b,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,u,y,p,o,b,a
k,u,s,d,n,y,a,$,COPY	k,u,s,d,n,y,a
k,u,s,d,n,y,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,u,s,d,n,y,a
k,u,h,h,n,a,a,$,COPY	k,u,h,h,n,a,a
k,u,h,h,n,a,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,u,h,h,n,a,a
k,n,u,a,n,u,a,$,COPY	k,n,u,a,n,u,a
k,n,u,a,n,u,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,n,u,a,n,u,a
k,r,s,a,o,y,a,$,COPY	k,r,s,a,o,y,a
k,r,s,a,o,y,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,r,s,a,o,y,a
k,u,c,e,n,y,a,$,COPY	k,u,c,e,n,y,a
k,u,c,e,n,y,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,u,c,e,n,y,a
k,r,s,c,n,y,a,$,COPY	k,r,s,c,n,y,a
k,r,s,c,n,y,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,r,s,c,n,y,a
k,u,s,w,n,f,a,$,COPY	k,u,s,w,n,f,a
k,u,s,w,n,f,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,u,s,w,n,f,a
k,u,s,u,n,y,a,$,COPY	k,u,s,u,n,y,a
k,u,s,u,n,y,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,u,s,u,n,y,a
k,n,w,s,n,i,a,$,COPY	k,n,w,s,n,i,a
k,n,w,s,n,i,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,n,w,s,n,i,a
k,o,s,l,n,y,a,$,COPY	k,o,s,l,n,y,a
k,o,s,l,n,y,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,o,s,l,n,y,a
k,u,c,a,p,y,a,$,COPY	k,u,c,a,p,y,a
k,u,c,a,p,y,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,u,c,a,p,y,a
k,u,m,a,n,f,a,$,COPY	k,u,m,a,n,f,a
k,u,m,a,n,f,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,u,m,a,n,f,a
k,g,s,a,e,y,a,$,COPY	k,g,s,a,e,y,a
k,g,s,a,e,y,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,g,s,a,e,y,a
k,s,s,b,n,i,a,$,COPY	k,s,s,b,n,i,a
k,s,s,b,n,i,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,s,s,b,n,i,a
k,g,s,a,n,z,a,$,COPY	k,g,s,a,n,z,a
k,g,s,a,n,z,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,g,s,a,n,z,a
k,u,s,a,o,h,a,$,COPY	k,u,s,a,o,h,a
k,u,s,a,o,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,u,s,a,o,h,a
p,o,t,h,p,$,COPY	p,o,t,h,p
p,o,t,h,p,$,V,FIN,IND,PL,2,FUT	m,t,a,p,o,t,h,p
p,z,t,e,a,$,COPY	p,z,t,e,a
p,z,t,e,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,p,z,t,e,a
o,d,i,e,m,$,COPY	o,d,i,e,m
o,d,i,e,m,$,V,FIN,IND,SG,3,PST	a,l,i,o,d,i,e,m
p,o,p,j,i,$,COPY	p,o,p,j,i
p,o,p,j,i,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,p,o,p,j,i
p,f,z,r,a,$,COPY	p,f,z,r,a
p,f,z,r,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,p,f,z,r,a
r,p,t,l,z,$,COPY	r,p,t,l,z
r,p,t,l,z,$,V,FIN,IND,SG,2,PST	u,l,i,r,p,t,l,z
z,o,h,o,o,$,COPY	z,o,h,o,o
z,o,h,o,o,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,z,o,h,o,o
f,k,t,e,a,$,COPY	f,k,t,e,a
f,k,t,e,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,k,t,e,a
i,e,y,f,a,$,COPY	i,e,y,f,a
i,e,y,f,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,i,e,y,f,a
e,o,t,e,g,$,COPY	e,o,t,e,g
e,o,t,e,g,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,e,o,t,e,g
r,o,t,e,j,$,COPY	r,o,t,e,j
r,o,t,e,j,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,r,o,t,e,j
p,m,t,u,d,$,COPY	p,m,t,u,d
p,m,t,u,d,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,p,m,t,u,d
p,p,d,o,a,$,COPY	p,p,d,o,a
p,p,d,o,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,p,p,d,o,a
p,r,h,e,a,$,COPY	p,r,h,e,a
p,r,h,e,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,p,r,h,e,a
e,c,t,f,r,$,COPY	e,c,t,f,r
e,c,t,f,r,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,e,c,t,f,r
p,a,t,k,a,$,COPY	p,a,t,k,a
p,a,t,k,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,p,a,t,k,a
p,s,p,y,a,$,COPY	p,s,p,y,a
p,s,p,y,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,p,s,p,y,a
j,o,h,e,k,$,COPY	j,o,h,e,k
j,o,h,e,k,$,V,INDF,FIN,IND,PL,2,PRS	m,a,j,o,h,e,k
p,d,t,e,a,$,COPY	p,d,t,e,a
p,d,t,e,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,p,d,t,e,a
p,o,t,w,a,$,COPY	p,o,t,w,a
p,o,t,w,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,p,o,t,w,a
f,o,e,u,a,$,COPY	f,o,e,u,a
f,o,e,u,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,o,e,u,a
p,o,t,e,o,$,COPY	p,o,t,e,o
p,o,t,e,o,$,V,FIN,IND,SG,1,PST	n,i,l,i,p,o,t,e,o
p,b,t,p,a,$,COPY	p,b,t,p,a
p,b,t,p,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,p,b,t,p,a
o,o,p,e,p,$,COPY	o,o,p,e,p
o,o,p,e,p,$,V,FIN,IND,SG,3,FUT	a,t,a,o,o,p,e,p
p,o,t,e,n,$,COPY	p,o,t,e,n
p,o,t,e,n,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,p,o,t,e,n
f,o,k,y,o,$,COPY	f,o,k,y,o
f,o,k,y,o,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,o,k,y,o
j,o,t,t,a,$,COPY	j,o,t,t,a
j,o,t,t,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,j,o,t,t,a
p,o,t,l,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,p,o,t,l,a
p,f,z,e,a,$,COPY	p,f,z,e,a
p,f,z,e,a,$,V,FIN	k,u,p,f,z,e,a
j,o,t,e,a,$,COPY	j,o,t,e,a
j,o,t,e,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,j,o,t,e,a
p,o,h,y,d,$,COPY	p,o,h,y,d
p,o,h,y,d,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,p,o,h,y,d
p,o,s,e,a,$,COPY	p,o,s,e,a
p,o,s,e,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,p,o,s,e,a
f,a,h,e,a,$,COPY	f,a,h,e,a
f,a,h,e,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,a,h,e,a
p,o,z,e,a,$,COPY	p,o,z,e,a
p,o,z,e,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,p,o,z,e,a
p,o,a,e,a,$,COPY	p,o,a,e,a
p,o,a,e,a,$,V,FIN,IND,PL,2,PST	m,l,i,p,o,a,e,a
l,o,u,t,c,$,COPY	l,o,u,t,c
l,o,u,t,c,$,V,FIN,IND,PL,3,FUT	w,a,t,a,l,o,u,t,c
i,o,t,y,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,i,o,t,y,a
p,o,t,e,a,$,V,FIN,IND,SG,2,FUT	u,t,a,p,o,t,e,a
u,o,i,r,a,$,COPY	u,o,i,r,a
u,o,i,r,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,u,o,i,r,a
p,z,u,e,z,$,COPY	p,z,u,e,z
p,z,u,e,z,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,p,z,u,e,z
r,o,z,i,s,$,COPY	r,o,z,i,s
r,o,z,i,s,$,V,FIN,COND,SG,3,PRS	a,n,g,e,r,o,z,i,s
i,o,j,g,a,$,COPY	i,o,j,g,a
i,o,j,g,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,i,o,j,g,a
y,e,j,e,j,$,COPY	y,e,j,e,j
y,e,j,e,j,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,y,e,j,e,j
o,y,t,e,m,$,COPY	o,y,t,e,m
o,y,t,e,m,$,V,FIN,IND,PL,1,FUT	t,u,t,a,o,y,t,e,m
p,a,t,e,a,$,COPY	p,a,t,e,a
p,a,t,e,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,p,a,t,e,a
f,o,t,b,u,$,COPY	f,o,t,b,u
f,o,t,b,u,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,o,t,b,u
p,o,t,e,d,$,COPY	p,o,t,e,d
p,o,t,e,d,$,V,INDF,FIN,IND,SG,2,PRS	u,a,p,o,t,e,d
p,o,h,r,z,$,COPY	p,o,h,r,z
p,o,h,r,z,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,p,o,h,r,z
y,z,t,e,a,$,COPY	y,z,t,e,a
y,z,t,e,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,y,z,t,e,a
j,g,f,y,n,k,a,$,COPY	j,g,f,y,n,k,a
j,g,f,y,n,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,j,g,f,y,n,k,a
j,j,r,p,k,z,a,$,COPY	j,j,r,p,k,z,a
j,j,r,p,k,z,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,j,j,r,p,k,z,a
