হ,ও,য,়,া,$,COPY	হ,ও,য,়,া
ই,়,ও,ে,$,COPY	ই,়,ও,ে
ই,়,ও,ে,$,N,GEN,DEF,PL	ই,়,ও,ে,দ,ে,র
ছ,ে,ল,ে,$,N,GEN,NDEF	ছ,ে,ল,ে,র
ছ,ম,ল,ে,$,COPY	ছ,ম,ল,ে
ছ,ম,ল,ে,$,N,ACC,DEF,PL	ছ,ম,ল,ে,দ,ে,র,ক,ে
ক,ী,ল,ে,$,COPY	ক,ী,ল,ে
ক,ী,ল,ে,$,N,ACC,DEF,SG	ক,ী,ল,ে,ট,া,ক,ে
ধ,ে,ল,ই,$,COPY	ধ,ে,ল,ই
ধ,ে,ল,ই,$,N,NOM,DEF,SG	ধ,ে,ল,ই,ট,া
ক,ি,ু,$,COPY	ক,ি,ু
ক,ি,ু,$,N,ACC,DEF,SG	ক,ি,ু,ট,া,ক,ে
ৃ,ফ,ন,$,N,NOM,NDEF	ৃ,ফ,ন
অ,ঙ,ন,$,COPY	অ,ঙ,ন
অ,ঙ,ন,$,N,NOM,DEF,SG	অ,ঙ,ন,ট,া
ব,ঝ,ন,$,COPY	ব,ঝ,ন
ব,ঝ,ন,$,N,GEN,NDEF	ব,ঝ,ন,ে,র
ব,ো,্,$,COPY	ব,ো,্
ব,ো,্,$,N,ACC,NDEF	ব,ো,্
ব,ো,ন,$,N,GEN,DEF,PL	ব,ো,ন,দ,ে,র
য,ো,হ,$,COPY	য,ো,হ
য,ো,হ,$,N,NOM,DEF,PL	য,ো,হ,ে,র,া
ব,ন,ড,$,COPY	ব,ন,ড
ব,ন,ড,$,N,ACC,DEF,PL	ব,ন,ড,দ,ে,র,ক,ে
ব,গ,ন,$,COPY	ব,গ,ন
ব,গ,ন,$,N,GEN,DEF,SG	ব,গ,ন,ট,া,র
ল,জ,ঙ,্,গ,$,COPY	ল,জ,ঙ,্,গ
ল,জ,ঙ,্,গ,$,N,LOC,DEF,PL	ল,জ,ঙ,্,গ,গ,ু,ল,া,ত,ে
ল,ধ,ফ,ব,ভ,$,COPY	ল,ধ,ফ,ব,ভ
ল,ধ,ফ,ব,ভ,$,N,ACC,DEF,SG	ল,ধ,ফ,ব,ভ,ট,া
গ,জ,ঙ,ে,স,$,COPY	গ,জ,ঙ,ে,স
গ,জ,ঙ,ে,স,$,N,GEN,DEF,SG	গ,জ,ঙ,ে,স,ট,া,র
ল,ব,গ,ভ,ও,$,COPY	ল,ব,গ,ভ,ও
ল,ব,গ,ভ,ও,$,N,LOC,DEF,SG	ল,ব,গ,ভ,ও,ট,া,ত,ে
ল,ল,ঙ,্,গ,$,COPY	ল,ল,ঙ,্,গ
ল,ল,ঙ,্,গ,$,N,NOM,DEF,PL	ল,ল,ঙ,্,গ,গ,ু,ল,া
ল,ি,ঢ,্,ল,$,COPY	ল,ি,ঢ,্,ল
ল,ি,ঢ,্,ল,$,N,ACC,NDEF	ল,ি,ঢ,্,ল
ল,ি,ঙ,ল,গ,$,COPY	ল,ি,ঙ,ল,গ
ল,ি,ঙ,ল,গ,$,N,GEN,DEF,PL	ল,ি,ঙ,ল,গ,গ,ু,ল,া,র
ধ,ি,ক,্,গ,$,COPY	ধ,ি,ক,্,গ
ধ,ি,ক,্,গ,$,N,ACC,DEF,PL	ধ,ি,ক,্,গ,গ,ু,ল,া
ল,ড,ঙ,্,য,$,COPY	ল,ড,ঙ,্,য
ল,ড,ঙ,্,য,$,N,LOC,NDEF	ল,ড,ঙ,্,য,ে
ক,ি,ঙ,এ,আ,$,COPY	ক,ি,ঙ,এ,আ
ক,ি,ঙ,এ,আ,$,N,NOM,NDEF	ক,ি,ঙ,এ,আ
ঘ,আ,শ,্,গ,$,COPY	ঘ,আ,শ,্,গ
ঘ,আ,শ,্,গ,$,N,GEN,NDEF	ঘ,আ,শ,্,গ,ে,র
ট,ও,ম,ব,ো,$,COPY	ট,ও,ম,ব,ো
ট,ও,ম,ব,ো,$,N,NOM,DEF,SG	ট,ও,ম,ব,ো,ট,া
ঁ,া,জ,র,$,COPY	ঁ,া,জ,র
ঁ,া,জ,র,$,N,NOM,DEF,PL	ঁ,া,জ,র,গ,ু,ল,া
গ,ধ,গ,র,$,COPY	গ,ধ,গ,র
গ,ধ,গ,র,$,N,LOC,DEF,SG	গ,ধ,গ,র,ট,া,ত,ে
গ,দ,আ,র,$,COPY	গ,দ,আ,র
গ,দ,আ,র,$,N,LOC,NDEF	গ,দ,আ,র,ে
ও,া,জ,র,$,COPY	ও,া,জ,র
ও,া,জ,র,$,N,GEN,DEF,SG	ও,া,জ,র,ট,া,র
গ,া,ঙ,ও,$,COPY	গ,া,ঙ,ও
গ,া,ঙ,ও,$,N,ACC,DEF,SG	গ,া,ঙ,ও,ট,া
গ,চ,খ,র,$,COPY	গ,চ,খ,র
গ,চ,খ,র,$,N,GEN,NDEF	গ,চ,খ,র,ে,র
ঙ,া,জ,র,$,COPY	ঙ,া,জ,র
ঙ,া,জ,র,$,N,LOC,DEF,PL	ঙ,া,জ,র,গ,ু,ল,া,ত,ে
চ,া,জ,র,$,COPY	চ,া,জ,র
চ,া,জ,র,$,N,GEN,DEF,PL	চ,া,জ,র,গ,ু,ল,া,র
গ,ৃ,জ,ত,$,COPY	গ,ৃ,জ,ত
গ,ৃ,জ,ত,$,N,ACC,DEF,PL	গ,ৃ,জ,ত,গ,ু,ল,া
গ,া,ঁ,ঙ,$,COPY	গ,া,ঁ,ঙ
গ,া,ঁ,ঙ,$,N,NOM,NDEF	গ,া,ঁ,ঙ
গ,া,জ,র,$,N,NOM,DEF,SG	গ,া,জ,র,ট,া
ি,হ,ণ,্,$,COPY	ি,হ,ণ,্
ি,হ,ণ,্,$,N,ACC,NDEF	ি,হ,ণ,্
ত,র,ৃ,ঁ,ঠ,$,COPY	ত,র,ৃ,ঁ,ঠ
ত,র,ৃ,ঁ,ঠ,$,N,GEN,NDEF	ত,র,ৃ,ঁ,ঠ,ে,র
ধ,ষ,ঙ,য,ত,$,COPY	ধ,ষ,ঙ,য,ত
ধ,ষ,ঙ,য,ত,$,N,LOC,DEF,SG	ধ,ষ,ঙ,য,ত,ট,া,ত,ে
উ,ো,ঙ,্,গ,$,COPY	উ,ো,ঙ,্,গ
উ,ো,ঙ,্,গ,$,N,NOM,NDEF	উ,ো,ঙ,্,গ
ত,র,ড,্,গ,$,COPY	ত,র,ড,্,গ
ত,র,ড,্,গ,$,N,ACC,DEF,PL	ত,র,ড,্,গ,গ,ু,ল,া
ত,র,য,্,গ,$,COPY	ত,র,য,্,গ
ত,র,য,্,গ,$,N,NOM,DEF,SG	ত,র,য,্,গ,ট,া
ন,ন,অ,ড,গ,$,COPY	ন,ন,অ,ড,গ
ন,ন,অ,ড,গ,$,N,GEN,DEF,PL	ন,ন,অ,ড,গ,গ,ু,ল,া,র
ত,খ,ঙ,্,গ,$,COPY	ত,খ,ঙ,্,গ
ত,খ,ঙ,্,গ,$,N,GEN,DEF,SG	ত,খ,ঙ,্,গ,ট,া,র
ত,র,ঙ,ছ,গ,$,COPY	ত,র,ঙ,ছ,গ
ত,র,ঙ,ছ,গ,$,N,NOM,DEF,PL	ত,র,ঙ,ছ,গ,গ,ু,ল,া
ঠ,র,ঙ,্,গ,$,COPY	ঠ,র,ঙ,্,গ
ঠ,র,ঙ,্,গ,$,N,LOC,DEF,PL	ঠ,র,ঙ,্,গ,গ,ু,ল,া,ত,ে
চ,র,ণ,্,গ,$,COPY	চ,র,ণ,্,গ
চ,র,ণ,্,গ,$,N,ACC,NDEF	চ,র,ণ,্,গ
ঙ,র,ঙ,ষ,এ,$,COPY	ঙ,র,ঙ,ষ,এ
ঙ,র,ঙ,ষ,এ,$,N,LOC,NDEF	ঙ,র,ঙ,ষ,এ,ে
চ,ঢ,ঙ,্,গ,$,COPY	চ,ঢ,ঙ,্,গ
চ,ঢ,ঙ,্,গ,$,N,ACC,DEF,SG	চ,ঢ,ঙ,্,গ,ট,া
এ,ল,া,ভ,া,$,COPY	এ,ল,া,ভ,া
এ,ল,া,ভ,া,$,N,GEN,DEF,PL	এ,ল,া,ভ,া,গ,ু,ল,া,র
অ,ড,ৃ,ক,া,$,COPY	অ,ড,ৃ,ক,া
অ,ড,ৃ,ক,া,$,N,GEN,NDEF	অ,ড,ৃ,ক,া,র
ী,্,া,ক,া,$,COPY	ী,্,া,ক,া
ী,্,া,ক,া,$,N,ACC,DEF,PL	ী,্,া,ক,া,গ,ু,ল,া
ড,ট,া,ক,া,$,COPY	ড,ট,া,ক,া
ড,ট,া,ক,া,$,N,NOM,DEF,SG	ড,ট,া,ক,া,ট,া
চ,র,া,শ,া,$,COPY	চ,র,া,শ,া
চ,র,া,শ,া,$,N,LOC,DEF,PL	চ,র,া,শ,া,গ,ু,ল,া,ত,ে
প,ল,ঙ,ক,প,$,COPY	প,ল,ঙ,ক,প
প,ল,ঙ,ক,প,$,N,NOM,NDEF	প,ল,ঙ,ক,প
এ,ল,া,ক,া,$,N,GEN,DEF,SG	এ,ল,া,ক,া,ট,া,র
চ,প,প,ক,া,$,COPY	চ,প,প,ক,া
চ,প,প,ক,া,$,N,ACC,DEF,SG	চ,প,প,ক,া,ট,া
ঠ,ল,ধ,ক,া,$,COPY	ঠ,ল,ধ,ক,া
ঠ,ল,ধ,ক,া,$,N,LOC,DEF,SG	ঠ,ল,ধ,ক,া,ট,া,ত,ে
ও,গ,স,ণ,ট,$,COPY	ও,গ,স,ণ,ট
ও,গ,স,ণ,ট,$,N,ACC,NDEF	ও,গ,স,ণ,ট
এ,ল,ড,ছ,স,$,COPY	এ,ল,ড,ছ,স
এ,ল,ড,ছ,স,$,N,LOC,NDEF	এ,ল,ড,ছ,স,ত,ে
া,গ,হ,ক,া,$,COPY	া,গ,হ,ক,া
া,গ,হ,ক,া,$,N,NOM,DEF,PL	া,গ,হ,ক,া,গ,ু,ল,া
ভ,ু,ল,ো,উ,া,স,া,$,COPY	ভ,ু,ল,ো,উ,া,স,া
ভ,ু,ল,ো,উ,া,স,া,$,V,PRF,1,PST	ভ,ু,ল,ো,উ,ে,স,ে,ছ,ি,ল,া,ম
ভ,া,ল,শ,ব,র,স,া,$,COPY	ভ,া,ল,শ,ব,র,স,া
ভ,া,ল,শ,ব,র,স,া,$,V,2,FUT,LGSPEC1	ভ,া,ল,শ,ব,র,স,ব,ি
া,ত,ঘ,ো,ব,া,স,া,$,COPY	া,ত,ঘ,ো,ব,া,স,া
া,ত,ঘ,ো,ব,া,স,া,$,V,PRF,2,PRS,LGSPEC1	া,ত,ঘ,ো,ব,ে,স,ে,ছ,ি,স
ভ,ফ,ই,ো,ব,ঝ,স,া,$,COPY	ভ,ফ,ই,ো,ব,ঝ,স,া
ভ,ফ,ই,ো,ব,ঝ,স,া,$,V,PROG,3,INFM,PST	ভ,ফ,ই,ো,ব,ঝ,স,ছ,ি,ল,ে
ভ,ি,ল,ো,আ,খ,স,া,$,COPY	ভ,ি,ল,ো,আ,খ,স,া
ভ,ি,ল,ো,আ,খ,স,া,$,V,3,POL,PST	ভ,ি,ল,ো,আ,খ,স,ল,ে,ন
ভ,া,ল,ণ,ঁ,া,স,া,$,COPY	ভ,া,ল,ণ,ঁ,া,স,া
ভ,া,ল,ণ,ঁ,া,স,া,$,V,HAB,3,INFM,PST	ভ,া,ল,ণ,ঁ,া,স,ত,ে
আ,উ,উ,হ,ব,া,স,া,$,COPY	আ,উ,উ,হ,ব,া,স,া
আ,উ,উ,হ,ব,া,স,া,$,V,PRF,3,INFM,PST	আ,উ,উ,হ,ব,ে,স,ে,ছ,ি,ল,ে
ভ,ফ,জ,অ,ফ,া,স,া,$,COPY	ভ,ফ,জ,অ,ফ,া,স,া
ভ,ফ,জ,অ,ফ,া,স,া,$,V,3,INFM,PST	ভ,ফ,জ,অ,ফ,া,স,ল,ে
ভ,ঘ,ই,ো,ব,া,স,া,$,COPY	ভ,ঘ,ই,ো,ব,া,স,া
ভ,ঘ,ই,ো,ব,া,স,া,$,V,HAB,2,PST,LGSPEC1	ভ,ঘ,ই,ো,ব,া,স,ত,ি,স
ভ,া,ল,ো,ব,া,স,া,$,V,PROG,3,POL,PRS	ভ,া,ল,ো,ব,া,স,ছ,ে,ন
ভ,া,ও,ো,ু,়,স,া,$,COPY	ভ,া,ও,ো,ু,়,স,া
ভ,া,ও,ো,ু,়,স,া,$,V,3,INFM,PRS	ভ,া,ও,ো,ু,়,স,ো
ভ,া,ল,ট,ট,া,স,া,$,COPY	ভ,া,ল,ট,ট,া,স,া
ভ,া,ল,ট,ট,া,স,া,$,V,PROG,3,INFM,PRS	ভ,া,ল,ট,ট,া,স,ছ,ো
ভ,া,অ,ো,ণ,ু,স,া,$,COPY	ভ,া,অ,ো,ণ,ু,স,া
ভ,া,অ,ো,ণ,ু,স,া,$,V,PROG,1,PST	ভ,া,অ,ো,ণ,ু,স,ছ,ি,ল,া,ম
ল,দ,ল,অ,ব,া,স,া,$,COPY	ল,দ,ল,অ,ব,া,স,া
ল,দ,ল,অ,ব,া,স,া,$,V,PRF,3,POL,PRS	ল,দ,ল,অ,ব,ে,স,ে,ছ,ে,ন
ভ,া,ি,য,ব,ৃ,স,া,$,COPY	ভ,া,ি,য,ব,ৃ,স,া
ভ,া,ি,য,ব,ৃ,স,া,$,V,2,PST,LGSPEC1	ভ,া,ি,য,ব,ৃ,স,ল,ি
ী,া,ল,ো,য,া,স,া,$,COPY	ী,া,ল,ো,য,া,স,া
ী,া,ল,ো,য,া,স,া,$,V,PRF,2,PST,LGSPEC1	ী,া,ল,ো,য,ে,স,ে,ছ,ি,ল,ি
ভ,া,ল,ো,ব,চ,স,া,$,COPY	ভ,া,ল,ো,ব,চ,স,া
ভ,া,ল,ো,ব,চ,স,া,$,V,3,INFM,FUT	ভ,া,ল,ো,ব,চ,স,ব,ে
ভ,খ,ল,ো,ব,া,স,া,$,COPY	ভ,খ,ল,ো,ব,া,স,া
ভ,খ,ল,ো,ব,া,স,া,$,V,PROG,2,POL,PST	ভ,খ,ল,ো,ব,া,স,ছ,ি,ল,ো
ভ,ঢ,ল,ো,ও,া,স,া,$,COPY	ভ,ঢ,ল,ো,ও,া,স,া
ভ,ঢ,ল,ো,ও,া,স,া,$,V,PROG,3,POL,PST	ভ,ঢ,ল,ো,ও,া,স,ছ,ি,ল,ে,ন
ভ,া,ল,ো,ব,ন,স,া,$,COPY	ভ,া,ল,ো,ব,ন,স,া
ভ,া,ল,ো,ব,ন,স,া,$,V,3,POL,FUT	ভ,া,ল,ো,ব,ন,স,ব,ে,ন
ভ,া,ভ,ষ,স,া,স,া,$,COPY	ভ,া,ভ,ষ,স,া,স,া
ভ,া,ভ,ষ,স,া,স,া,$,V,NFIN	ভ,া,ভ,ষ,স,া,স,ত,ে
ভ,া,ল,ো,ব,গ,স,া,$,COPY	ভ,া,ল,ো,ব,গ,স,া
ভ,া,ল,ো,ব,গ,স,া,$,V,PROG,2,PRS,LGSPEC1	ভ,া,ল,ো,ব,গ,স,ছ,ি,স
ভ,ঘ,ল,ো,ব,া,স,া,$,COPY	ভ,ঘ,ল,ো,ব,া,স,া
ভ,ঘ,ল,ো,ব,া,স,া,$,V,PROG,1,PRS	ভ,ঘ,ল,ো,ব,া,স,ছ,ি
ভ,া,ো,জ,্,য,স,া,$,COPY	ভ,া,ো,জ,্,য,স,া
ভ,া,ো,জ,্,য,স,া,$,V,HAB,1,PST	ভ,া,ো,জ,্,য,স,ত,া,ম
ভ,ক,উ,ো,ঁ,া,স,া,$,COPY	ভ,ক,উ,ো,ঁ,া,স,া
ভ,ক,উ,ো,ঁ,া,স,া,$,V,PROG,2,POL,PRS	ভ,ক,উ,ো,ঁ,া,স,ছ,ে
ভ,ম,ল,ৃ,ঙ,া,স,া,$,COPY	ভ,ম,ল,ৃ,ঙ,া,স,া
ভ,ম,ল,ৃ,ঙ,া,স,া,$,V,3,POL,PRS	ভ,ম,ল,ৃ,ঙ,া,স,ে,ন
ভ,র,ল,ো,ব,আ,স,া,$,COPY	ভ,র,ল,ো,ব,আ,স,া
ভ,র,ল,ো,ব,আ,স,া,$,V,HAB,2,POL,PST	ভ,র,ল,ো,ব,আ,স,ত,ো
ভ,া,ল,ো,স,র,স,া,$,COPY	ভ,া,ল,ো,স,র,স,া
ভ,া,ল,ো,স,র,স,া,$,V,2,POL,PST	ভ,া,ল,ো,স,র,স,ল,ো
হ,ই,ল,ো,ব,া,স,া,$,COPY	হ,ই,ল,ো,ব,া,স,া
হ,ই,ল,ো,ব,া,স,া,$,V,PRF,3,INFM,PRS	হ,ই,ল,ো,ব,ে,স,ে,ছ,ো
অ,ও,়,আ,ো,া,স,া,$,COPY	অ,ও,়,আ,ো,া,স,া
অ,ও,়,আ,ো,া,স,া,$,V,PRF,2,POL,PST	অ,ও,়,আ,ো,ে,স,ে,ছ,ি,ল,ো
ভ,া,ল,ো,ব,া,স,া,$,V,2,PRS,LGSPEC1	ভ,া,ল,ো,ব,া,স,ি,স
ভ,া,ী,ো,ব,া,স,া,$,COPY	ভ,া,ী,ো,ব,া,স,া
ভ,া,ী,ো,ব,া,স,া,$,V,2,POL,PRS	ভ,া,ী,ো,ব,া,স,ে
ভ,া,ল,ো,ঘ,ও,স,া,$,COPY	ভ,া,ল,ো,ঘ,ও,স,া
ভ,া,ল,ো,ঘ,ও,স,া,$,V,1,PST	ভ,া,ল,ো,ঘ,ও,স,ল,া,ম
ভ,া,ল,চ,ব,া,স,া,$,COPY	ভ,া,ল,চ,ব,া,স,া
ভ,া,ল,চ,ব,া,স,া,$,V,HAB,3,POL,PST	ভ,া,ল,চ,ব,া,স,ত,ে,ন
ভ,ু,ল,ো,র,া,স,া,$,COPY	ভ,ু,ল,ো,র,া,স,া
ভ,ু,ল,ো,র,া,স,া,$,V,PRF,1,PRS	ভ,ু,ল,ো,র,ে,স,ে,ছ,ি
ঁ,া,ল,ো,ব,া,স,া,$,COPY	ঁ,া,ল,ো,ব,া,স,া
ঁ,া,ল,ো,ব,া,স,া,$,V,PRF,2,POL,PRS	ঁ,া,ল,ো,ব,ে,স,ে,ছ,ে
ভ,া,ল,ো,ব,া,স,া,$,V,PRF,3,POL,PST	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,ে,ন
ভ,া,ল,ো,ব,ধ,স,া,$,COPY	ভ,া,ল,ো,ব,ধ,স,া
ভ,া,ল,ো,ব,ধ,স,া,$,V,1,PRS	ভ,া,ল,ো,ব,ধ,স,ি
ভ,ো,ল,ছ,ম,ছ,স,া,$,COPY	ভ,ো,ল,ছ,ম,ছ,স,া
ভ,ো,ল,ছ,ম,ছ,স,া,$,V,PROG,2,PST,LGSPEC1	ভ,ো,ল,ছ,ম,ছ,স,ছ,ি,ল,ি
ভ,স,ফ,ঢ,ত,া,স,া,$,COPY	ভ,স,ফ,ঢ,ত,া,স,া
ভ,স,ফ,ঢ,ত,া,স,া,$,V,2,POL,FUT	ভ,স,ফ,ঢ,ত,া,স,ব,ে
ভ,খ,ও,ঁ,ব,শ,স,া,$,COPY	ভ,খ,ও,ঁ,ব,শ,স,া
ভ,খ,ও,ঁ,ব,শ,স,া,$,V,1,FUT	ভ,খ,ও,ঁ,ব,শ,স,ব,ো
ব,্,হ,ধ,শ,ত,ি,$,COPY	ব,্,হ,ধ,শ,ত,ি
ব,্,হ,ধ,শ,ত,ি,$,N,ACC,DEF,PL	ব,্,হ,ধ,শ,ত,ি,দ,ে,র,ক,ে
ব,ড,য,ক,গ,জ,ি,$,COPY	ব,ড,য,ক,গ,জ,ি
ব,ড,য,ক,গ,জ,ি,$,N,ACC,NDEF	ব,ড,য,ক,গ,জ,ি
ব,্,য,ত,্,ন,ি,$,COPY	ব,্,য,ত,্,ন,ি
ব,্,য,ত,্,ন,ি,$,N,NOM,NDEF	ব,্,য,ত,্,ন,ি
ব,্,য,ক,্,ত,ি,$,N,GEN,DEF,PL	ব,্,য,ক,্,ত,ি,দ,ে,র
ব,্,ঘ,আ,ঝ,ল,ি,$,COPY	ব,্,ঘ,আ,ঝ,ল,ি
ব,্,ঘ,আ,ঝ,ল,ি,$,N,GEN,DEF,SG	ব,্,ঘ,আ,ঝ,ল,ি,ট,া,র
ব,্,ও,ক,্,ল,ি,$,COPY	ব,্,ও,ক,্,ল,ি
ব,্,ও,ক,্,ল,ি,$,N,NOM,DEF,SG	ব,্,ও,ক,্,ল,ি,ট,া
ব,্,ও,ম,্,ন,ি,$,COPY	ব,্,ও,ম,্,ন,ি
ব,্,ও,ম,্,ন,ি,$,N,ACC,DEF,SG	ব,্,ও,ম,্,ন,ি,ট,া,ক,ে
ব,্,য,ক,্,়,ি,$,COPY	ব,্,য,ক,্,়,ি
ব,্,য,ক,্,়,ি,$,N,NOM,DEF,PL	ব,্,য,ক,্,়,ি,র,া
ব,্,ি,উ,্,া,ি,$,COPY	ব,্,ি,উ,্,া,ি
ব,্,ি,উ,্,া,ি,$,N,GEN,NDEF	ব,্,ি,উ,্,া,ি,র
ধ,ড,ক,া,$,COPY	ধ,ড,ক,া
ধ,ড,ক,া,$,V,3,POL,PST	ধ,ড,ক,ল,ে,ন
্,ক,অ,া,$,COPY	্,ক,অ,া
্,ক,অ,া,$,V,HAB,3,INFM,PST	্,ক,অ,ত,ে
আ,ৃ,আ,া,$,COPY	আ,ৃ,আ,া
আ,ৃ,আ,া,$,V,PROG,2,POL,PST	আ,ৃ,আ,ছ,ি,ল,ো
ঘ,ড,ট,া,$,COPY	ঘ,ড,ট,া
ঘ,ড,ট,া,$,V,2,FUT,LGSPEC1	ঘ,ড,ট,ব,ি
আ,ঁ,ক,া,$,V,1,PRS	আ,ঁ,ক,ি
জ,ঁ,ণ,া,$,COPY	জ,ঁ,ণ,া
জ,ঁ,ণ,া,$,V,PROG,3,INFM,PST	জ,ঁ,ণ,ছ,ি,ল,ে
ব,ঁ,আ,া,$,COPY	ব,ঁ,আ,া
ব,ঁ,আ,া,$,V,3,POL,FUT	ব,ঁ,আ,ব,ে,ন
দ,্,ক,া,$,COPY	দ,্,ক,া
দ,্,ক,া,$,V,HAB,3,POL,PST	দ,্,ক,ত,ে,ন
আ,অ,ঝ,া,$,COPY	আ,অ,ঝ,া
আ,অ,ঝ,া,$,V,PROG,3,INFM,PRS	আ,অ,ঝ,ছ,ো
ক,ঁ,ঘ,া,$,COPY	ক,ঁ,ঘ,া
ক,ঁ,ঘ,া,$,V,PROG,1,PRS	ক,ঁ,ঘ,ছ,ি
ৃ,ঁ,ক,া,$,COPY	ৃ,ঁ,ক,া
ৃ,ঁ,ক,া,$,V,2,POL,FUT	ৃ,ঁ,ক,ব,ে
আ,ঁ,ে,া,$,COPY	আ,ঁ,ে,া
আ,ঁ,ে,া,$,V,PROG,3,POL,PST	আ,ঁ,ে,ছ,ি,ল,ে,ন
উ,ও,ট,া,$,COPY	উ,ও,ট,া
উ,ও,ট,া,$,V,PROG,1,PST	উ,ও,ট,ছ,ি,ল,া,ম
আ,ড,ক,া,$,COPY	আ,ড,ক,া
আ,ড,ক,া,$,V,3,INFM,FUT	আ,ড,ক,ব,ে
আ,ঁ,ি,া,$,V,2,PRS,LGSPEC1	আ,ঁ,ি,ি,স
়,খ,ক,া,$,COPY	়,খ,ক,া
়,খ,ক,া,$,V,PROG,2,POL,PRS	়,খ,ক,ছ,ে
আ,উ,হ,া,$,COPY	আ,উ,হ,া
আ,উ,হ,া,$,V,PROG,3,POL,PRS	আ,উ,হ,ছ,ে,ন
আ,ঁ,ভ,া,$,COPY	আ,ঁ,ভ,া
আ,ঁ,ভ,া,$,V,3,INFM,PRS	আ,ঁ,ভ,ো
আ,ঁ,ক,া,$,V,3,POL,PRS	আ,ঁ,ক,ে,ন
ে,ঁ,ক,া,$,COPY	ে,ঁ,ক,া
ে,ঁ,ক,া,$,V,3,INFM,PST	ে,ঁ,ক,ল,ে
আ,ড,ঁ,া,$,COPY	আ,ড,ঁ,া
আ,ড,ঁ,া,$,V,1,FUT	আ,ড,ঁ,ব,ো
ড,গ,দ,া,$,COPY	ড,গ,দ,া
ড,গ,দ,া,$,V,NFIN	ড,গ,দ,ত,ে
ঙ,র,ও,া,$,COPY	ঙ,র,ও,া
ঙ,র,ও,া,$,V,PROG,2,PST,LGSPEC1	ঙ,র,ও,ছ,ি,ল,ি
ধ,চ,ক,া,$,COPY	ধ,চ,ক,া
ধ,চ,ক,া,$,V,1,PST	ধ,চ,ক,ল,া,ম
আ,ঁ,ক,া,$,V,2,PST,LGSPEC1	আ,ঁ,ক,ল,ি
ঠ,ঝ,জ,া,$,COPY	ঠ,ঝ,জ,া
ঠ,ঝ,জ,া,$,V,2,POL,PRS	ঠ,ঝ,জ,ে
ু,ঁ,ত,া,$,COPY	ু,ঁ,ত,া
ু,ঁ,ত,া,$,V,PROG,2,PRS,LGSPEC1	ু,ঁ,ত,ছ,ি,স
আ,ধ,হ,া,$,COPY	আ,ধ,হ,া
আ,ধ,হ,া,$,V,2,POL,PST	আ,ধ,হ,ল,ো
উ,ষ,ছ,া,$,COPY	উ,ষ,ছ,া
উ,ষ,ছ,া,$,V,HAB,1,PST	উ,ষ,ছ,ত,া,ম
আ,ঁ,ঙ,া,$,COPY	আ,ঁ,ঙ,া
আ,ঁ,ঙ,া,$,V,HAB,2,PST,LGSPEC1	আ,ঁ,ঙ,ত,ি,স
আ,ঁ,ক,া,$,V,HAB,2,POL,PST	আ,ঁ,ক,ত,ো
ব,এ,ভ,া,গ,$,COPY	ব,এ,ভ,া,গ
ব,এ,ভ,া,গ,$,N,LOC,NDEF	ব,এ,ভ,া,গ,ে
ব,হ,ত,চ,ঠ,$,COPY	ব,হ,ত,চ,ঠ
ব,হ,ত,চ,ঠ,$,N,LOC,DEF,PL	ব,হ,ত,চ,ঠ,গ,ু,ল,া,ত,ে
ব,ি,্,া,গ,$,COPY	ব,ি,্,া,গ
ব,ি,্,া,গ,$,N,NOM,DEF,PL	ব,ি,্,া,গ,গ,ু,ল,া
ব,ঁ,়,া,গ,$,COPY	ব,ঁ,়,া,গ
ব,ঁ,়,া,গ,$,N,NOM,DEF,SG	ব,ঁ,়,া,গ,ট,া
ঢ,খ,খ,া,র,$,COPY	ঢ,খ,খ,া,র
ঢ,খ,খ,া,র,$,N,GEN,DEF,SG	ঢ,খ,খ,া,র,ট,া,র
ব,ি,ভ,ৃ,গ,$,COPY	ব,ি,ভ,ৃ,গ
ব,ি,ভ,ৃ,গ,$,N,ACC,NDEF	ব,ি,ভ,ৃ,গ
ে,ল,ভ,ত,ণ,$,COPY	ে,ল,ভ,ত,ণ
ে,ল,ভ,ত,ণ,$,N,NOM,NDEF	ে,ল,ভ,ত,ণ
ব,অ,ভ,ই,দ,$,COPY	ব,অ,ভ,ই,দ
ব,অ,ভ,ই,দ,$,N,LOC,DEF,SG	ব,অ,ভ,ই,দ,ট,া,ত,ে
ধ,ো,ভ,া,আ,$,COPY	ধ,ো,ভ,া,আ
ধ,ো,ভ,া,আ,$,N,ACC,DEF,PL	ধ,ো,ভ,া,আ,গ,ু,ল,া
ভ,ি,ছ,ু,গ,$,COPY	ভ,ি,ছ,ু,গ
ভ,ি,ছ,ু,গ,$,N,GEN,DEF,PL	ভ,ি,ছ,ু,গ,গ,ু,ল,া,র
ব,ই,ভ,গ,ষ,$,COPY	ব,ই,ভ,গ,ষ
ব,ই,ভ,গ,ষ,$,N,GEN,NDEF	ব,ই,ভ,গ,ষ,ে,র
ব,ি,ভ,া,ণ,$,COPY	ব,ি,ভ,া,ণ
ব,ি,ভ,া,ণ,$,N,ACC,DEF,SG	ব,ি,ভ,া,ণ,ট,া
ঘ,া,ষ,া,$,N,NOM,NDEF	ঘ,া,ষ,া
ভ,া,ব,ী,$,COPY	ভ,া,ব,ী
