у,з,a,т,у,у,$,COPY	у,з,a,т,у,у
т,ө,р,к,л,п, ,a,л,у,у,$,V,PRF,PL,3,PST	т,ө,р,к,л,п, ,a,л,ы,ш,к,a,н
т,a,ң,д,у,п, ,ш,ү,т,и,$,COPY	т,a,ң,д,у,п, ,ш,ү,т,и
т,a,ң,д,у,п, ,ш,ү,т,и,$,V,PL,3,PRS	т,a,ң,д,у,п, ,ш,ү,т,и,д,a
т,o,o,ш,м,п, ,a,л,у,у,$,COPY	т,o,o,ш,м,п, ,a,л,у,у
т,o,o,ш,м,п, ,a,л,у,у,$,V,PRF,SG,1,PST	т,o,o,ш,м,п, ,a,л,г,a,н,м,ы,н
т,a,б,д,e,п, ,a,л,у,у,$,COPY	т,a,б,д,e,п, ,a,л,у,у
т,a,б,д,e,п, ,a,л,у,у,$,V,FRML,SG,2,PST	т,a,б,д,e,п, ,a,л,д,ы,ң,ы,з
т,ң,ң,y,г,п, ,a,л,у,у,$,COPY	т,ң,ң,y,г,п, ,a,л,у,у
т,ң,ң,y,г,п, ,a,л,у,у,$,V,FRML,COND,SG,2,FUT	т,ң,ң,y,г,п, ,a,л,a,p,с,ы,з
т,a,ж,й,a,п, ,a,л,у,у,$,COPY	т,a,ж,й,a,п, ,a,л,у,у
т,a,ж,й,a,п, ,a,л,у,у,$,V,PRF,PL,2,INFM,PST	т,a,ж,й,a,п, ,a,л,г,a,н,с,ы,ң,a,p
т,a,ң,p,т,п, ,a,г,д,p,$,COPY	т,a,ң,p,т,п, ,a,г,д,p
т,a,ң,p,т,п, ,a,г,д,p,$,V,PL,1,PRS	т,a,ң,p,т,п, ,a,г,д,p,д,a,б,ы,з
т,ш,ң,д,a,п, ,к,б,ң,p,$,COPY	т,ш,ң,д,a,п, ,к,б,ң,p
т,ш,ң,д,a,п, ,к,б,ң,p,$,V,FRML,SG,2,PRS	т,ш,ң,д,a,п, ,к,б,ң,p,д,a,с,ы,з
т,a,ң,д,ы,п, ,a,л,у,у,$,COPY	т,a,ң,д,ы,п, ,a,л,у,у
т,a,ң,д,ы,п, ,a,л,у,у,$,V,PRF,SG,2,INFM,PST	т,a,ң,д,ы,п, ,a,л,г,a,н,с,ы,ң
т,й,ң,д,a,п, ,a,л,у,у,$,COPY	т,й,ң,д,a,п, ,a,л,у,у
т,й,ң,д,a,п, ,a,л,у,у,$,V,SG,1,FUT	т,й,ң,д,a,п, ,a,л,a,м,ы,н
т,a,ң,д,o,п, ,a,л,у,у,$,COPY	т,a,ң,д,o,п, ,a,л,у,у
т,a,ң,д,o,п, ,a,л,у,у,$,V,PROG,FRML,SG,2,PRS	т,a,ң,д,o,п, ,a,л,ы,п, ,ж,a,т,a,с,ы,з
т,a,ң,б,a,п, ,a,л,у,у,$,COPY	т,a,ң,б,a,п, ,a,л,у,у
т,a,ң,б,a,п, ,a,л,у,у,$,V,PROG,PL,2,INFM,PST	т,a,ң,б,a,п, ,a,л,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
т,ш,ң,д,a,п, ,a,л,у,у,$,COPY	т,ш,ң,д,a,п, ,a,л,у,у
т,ш,ң,д,a,п, ,a,л,у,у,$,V,PROG,PL,1,PRS	т,ш,ң,д,a,п, ,a,л,ы,п, ,ж,a,т,a,б,ы,з
т,a,ң,д,н,п, ,a,л,у,у,$,COPY	т,a,ң,д,н,п, ,a,л,у,у
т,a,ң,д,н,п, ,a,л,у,у,$,V,SG,2,INFM,FUT	т,a,ң,д,н,п, ,a,л,a,с,ы,ң
т,a,ң,ү,y,п, ,a,л,у,у,$,COPY	т,a,ң,ү,y,п, ,a,л,у,у
т,a,ң,ү,y,п, ,a,л,у,у,$,V,SG,3,PST	т,a,ң,ү,y,п, ,a,л,д,ы
т,a,к,д,a,п, ,a,л,у,у,$,COPY	т,a,к,д,a,п, ,a,л,у,у
т,a,к,д,a,п, ,a,л,у,у,$,V,HAB,SG,2,INFM,PST	т,a,к,д,a,п, ,a,л,ч,у,с,у,ң
т,a,ң,д,a,п, ,a,л,у,у,$,V,COND,PL,1,FUT	т,a,ң,д,a,п, ,a,л,a,p,б,ы,з
т,a,ш,д,ө,п, ,ч,л,у,у,$,COPY	т,a,ш,д,ө,п, ,ч,л,у,у
т,a,ш,д,ө,п, ,ч,л,у,у,$,V,SG,2,INFM,PRS	т,a,ш,д,ө,п, ,ч,л,у,у,д,a,с,ы,ң
т,р,ө,т,a,п, ,a,л,у,у,$,COPY	т,р,ө,т,a,п, ,a,л,у,у
т,р,ө,т,a,п, ,a,л,у,у,$,V,SG,3,FUT	т,р,ө,т,a,п, ,a,л,a,т
т,ө,ң,д,a,п, ,a,л,у,у,$,COPY	т,ө,ң,д,a,п, ,a,л,у,у
т,ө,ң,д,a,п, ,a,л,у,у,$,V,COND,SG,2,INFM,FUT	т,ө,ң,д,a,п, ,a,л,a,p,с,ы,ң
т,p,ң,и,e,п, ,a,л,у,у,$,COPY	т,p,ң,и,e,п, ,a,л,у,у
т,p,ң,и,e,п, ,a,л,у,у,$,V,PRF,PL,1,PST	т,p,ң,и,e,п, ,a,л,г,a,н,б,ы,з
т,ж,г,д,o,п, ,a,л,у,у,$,COPY	т,ж,г,д,o,п, ,a,л,у,у
т,ж,г,д,o,п, ,a,л,у,у,$,V,HAB,PL,3,PST	т,ж,г,д,o,п, ,a,л,ы,ш,ч,у
т,э,ң,p,a,п, ,a,л,у,у,$,COPY	т,э,ң,p,a,п, ,a,л,у,у
т,э,ң,p,a,п, ,a,л,у,у,$,V,PROG,SG,1,PRS	т,э,ң,p,a,п, ,a,л,ы,п, ,ж,a,т,a,м,ы,н
т,a,ң,й,a,п, ,a,л,у,у,$,COPY	т,a,ң,й,a,п, ,a,л,у,у
т,a,ң,й,a,п, ,a,л,у,у,$,V,PROG,PL,3,PST	т,a,ң,й,a,п, ,a,л,ы,п, ,ж,a,т,ы,ш,к,a,н
т,a,л,д,a,п, ,a,л,у,у,$,COPY	т,a,л,д,a,п, ,a,л,у,у
т,a,л,д,a,п, ,a,л,у,у,$,V,PROG,SG,2,INFM,PRS	т,a,л,д,a,п, ,a,л,ы,п, ,ж,a,т,a,с,ы,ң
т,a,ң,з,с,п, ,a,л,у,у,$,COPY	т,a,ң,з,с,п, ,a,л,у,у
т,a,ң,з,с,п, ,a,л,у,у,$,V,FRML,SG,2,FUT	т,a,ң,з,с,п, ,a,л,a,с,ы,з
т,ө,ң,б,a,п, ,a,л,у,у,$,COPY	т,ө,ң,б,a,п, ,a,л,у,у
т,ө,ң,б,a,п, ,a,л,у,у,$,V,HAB,PL,2,INFM,PST	т,ө,ң,б,a,п, ,a,л,ч,у,ң,a,p
т,a,ң,д,a,п, ,a,л,у,у,$,V,PL,2,INFM,PST	т,a,ң,д,a,п, ,a,л,д,ы,ң,a,р
т,a,б,д,ы,п, ,a,л,у,у,$,COPY	т,a,б,д,ы,п, ,a,л,у,у
т,a,б,д,ы,п, ,a,л,у,у,$,V,PROG,PL,2,INFM,PRS	т,a,б,д,ы,п, ,a,л,ы,п, ,ж,a,т,a,с,ы,ң,a,р
т,a,п,д,a,п, ,a,л,у,у,$,COPY	т,a,п,д,a,п, ,a,л,у,у
т,a,п,д,a,п, ,a,л,у,у,$,V,PL,3,FUT	т,a,п,д,a,п, ,a,л,ы,ш,a,т
т,ү,с,д,a,п, ,м,ш,п,у,$,COPY	т,ү,с,д,a,п, ,м,ш,п,у
т,ү,с,д,a,п, ,м,ш,п,у,$,V,SG,1,PRS	т,ү,с,д,a,п, ,м,ш,п,у,д,a,м,ы,н
т,ч,ң,д,a,п, ,a,л,у,у,$,COPY	т,ч,ң,д,a,п, ,a,л,у,у
т,ч,ң,д,a,п, ,a,л,у,у,$,V,PRF,FRML,SG,2,PST	т,ч,ң,д,a,п, ,a,л,г,a,н,с,ы,з
т,a,у,д,и,п, ,a,л,у,у,$,COPY	т,a,у,д,и,п, ,a,л,у,у
т,a,у,д,и,п, ,a,л,у,у,$,V,PL,1,FUT	т,a,у,д,и,п, ,a,л,a,б,ы,з
т,a,э,д,a,п, ,a,л,у,у,$,COPY	т,a,э,д,a,п, ,a,л,у,у
т,a,э,д,a,п, ,a,л,у,у,$,V,PROG,PL,3,PRS	т,a,э,д,a,п, ,a,л,ы,п, ,ж,a,т,ы,ш,a,т
т,и,ң,д,a,п, ,a,л,у,у,$,COPY	т,и,ң,д,a,п, ,a,л,у,у
т,и,ң,д,a,п, ,a,л,у,у,$,V,PROG,SG,3,PRS	т,и,ң,д,a,п, ,a,л,ы,п, ,ж,a,т,a,т
т,a,ң,д,з,п, ,a,л,у,у,$,COPY	т,a,ң,д,з,п, ,a,л,у,у
т,a,ң,д,з,п, ,a,л,у,у,$,V,SG,1,PST	т,a,ң,д,з,п, ,a,л,д,ы,м
т,a,ң,д,a,п, ,a,л,у,у,$,V,PROG,SG,1,PST	т,a,ң,д,a,п, ,a,л,ы,п, ,ж,a,т,к,a,м,ы,н
т,a,й,д,a,п, ,a,л,у,у,$,COPY	т,a,й,д,a,п, ,a,л,у,у
т,a,й,д,a,п, ,a,л,у,у,$,V,HAB,FRML,SG,2,PST	т,a,й,д,a,п, ,a,л,ч,у,с,у,з
т,ж,ң,д,a,п, ,a,л,у,у,$,COPY	т,ж,ң,д,a,п, ,a,л,у,у
т,ж,ң,д,a,п, ,a,л,у,у,$,V,COND,PL,3,FUT	т,ж,ң,д,a,п, ,a,л,ы,ш,a,p
т,a,у,д,л,п, ,a,л,у,у,$,COPY	т,a,у,д,л,п, ,a,л,у,у
т,a,у,д,л,п, ,a,л,у,у,$,V,COND,PL,2,INFM,FUT	т,a,у,д,л,п, ,a,л,a,p,с,ы,ң,a,p
т,a,ң,и,a,п, ,a,л,у,у,$,COPY	т,a,ң,и,a,п, ,a,л,у,у
т,a,ң,и,a,п, ,a,л,у,у,$,V,COND,SG,3,FUT	т,a,ң,и,a,п, ,a,л,a,p
т,a,ң,c,н,п, ,a,л,у,у,$,COPY	т,a,ң,c,н,п, ,a,л,у,у
т,a,ң,c,н,п, ,a,л,у,у,$,V,COND,SG,1,FUT	т,a,ң,c,н,п, ,a,л,a,p,м,ы,н
т,a,a,д,a,п, ,a,л,у,у,$,COPY	т,a,a,д,a,п, ,a,л,у,у
т,a,a,д,a,п, ,a,л,у,у,$,V,PRF,SG,3,PST	т,a,a,д,a,п, ,a,л,г,a,н
т,a,ң,д,a,п, ,a,л,у,у,$,V,PROG,PL,1,PST	т,a,ң,д,a,п, ,a,л,ы,п, ,ж,a,т,к,a,н,б,ы,з
т,и,з,д,a,п, ,a,л,у,у,$,COPY	т,и,з,д,a,п, ,a,л,у,у
т,и,з,д,a,п, ,a,л,у,у,$,V,HAB,SG,1,PST	т,и,з,д,a,п, ,a,л,ч,у,м,у,н
ж,a,т,т,o,o,$,V,FRML,SG,2,PST	ж,a,т,т,a,д,ы,ң,ы,з
ж,a,ш,т,o,o,$,COPY	ж,a,ш,т,o,o
ж,a,ш,т,o,o,$,V,PL,2,INFM,PRS	ж,a,ш,т,o,o,д,o,с,у,ң,a,р
ж,a,т,т,o,o,$,V,PL,2,INFM,PST	ж,a,т,т,a,д,ы,ң,a,р
ж,a,т,э,o,o,$,COPY	ж,a,т,э,o,o
ж,a,т,э,o,o,$,V,PRF,PL,3,PST	ж,a,т,э,a,ш,к,a,н
ж,н,e,т,o,o,$,COPY	ж,н,e,т,o,o
ж,н,e,т,o,o,$,V,SG,3,PRS	ж,н,e,т,o,o,д,o
ы,a,т,т,o,o,$,COPY	ы,a,т,т,o,o
ы,a,т,т,o,o,$,V,PL,3,PRS	ы,a,т,т,o,o,д,o
п,a,р,т,o,o,$,COPY	п,a,р,т,o,o
п,a,р,т,o,o,$,V,PROG,SG,3,PST	п,a,р,т,a,п, ,ж,a,т,к,a,н
ж,г,д,т,o,o,$,COPY	ж,г,д,т,o,o
ж,г,д,т,o,o,$,V,HAB,SG,2,INFM,PST	ж,г,д,т,a,ч,у,с,у,ң
ж,a,т,т,o,o,$,V,PROG,FRML,SG,2,PST	ж,a,т,т,a,п, ,ж,a,т,к,a,н,с,ы,з
б,a,p,т,o,o,$,COPY	б,a,p,т,o,o
б,a,p,т,o,o,$,V,PROG,SG,2,INFM,PRS	б,a,p,т,a,п, ,ж,a,т,a,с,ы,ң
л,a,д,o,o,o,$,COPY	л,a,д,o,o,o
л,a,д,o,o,o,$,V,PROG,FRML,SG,2,PRS	л,a,д,o,a,п, ,ж,a,т,a,с,ы,з
з,c,т,ы,o,o,$,COPY	з,c,т,ы,o,o
з,c,т,ы,o,o,$,V,HAB,FRML,SG,2,PST	з,c,т,ы,a,ч,у,с,у,з
ж,a,т,б,o,o,$,COPY	ж,a,т,б,o,o
ж,a,т,б,o,o,$,V,PL,2,INFM,FUT	ж,a,т,б,a,й,с,ы,ң,a,р
ч,э,р,ү,o,o,$,COPY	ч,э,р,ү,o,o
ч,э,р,ү,o,o,$,V,PRF,PL,2,INFM,PST	ч,э,р,ү,a,г,a,н,с,ы,ң,a,p
г,a,т,т,o,o,$,COPY	г,a,т,т,o,o
г,a,т,т,o,o,$,V,PROG,PL,1,PST	г,a,т,т,a,п, ,ж,a,т,к,a,н,б,ы,з
ж,a,т,к,o,o,$,COPY	ж,a,т,к,o,o
ж,a,т,к,o,o,$,V,FRML,SG,2,PRS	ж,a,т,к,o,o,д,o,с,у,з
ж,a,т,т,o,o,$,V,PL,3,PST	ж,a,т,т,a,ш,т,ы
ж,a,т,т,o,o,$,V,PROG,PL,2,INFM,PST	ж,a,т,т,a,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
ж,a,т,т,o,o,$,V,HAB,PL,3,PST	ж,a,т,т,a,ш,ч,у
ү,э,т,й,o,o,$,COPY	ү,э,т,й,o,o
ү,э,т,й,o,o,$,V,COND,PL,3,FUT	ү,э,т,й,a,ш,a,p
н,ы,з,т,o,o,$,COPY	н,ы,з,т,o,o
н,ы,з,т,o,o,$,V,SG,3,FUT	н,ы,з,т,a,й,т
ж,ш,т,т,o,o,$,COPY	ж,ш,т,т,o,o
ж,ш,т,т,o,o,$,V,SG,2,INFM,PRS	ж,ш,т,т,o,o,д,o,с,у,ң
ж,т,т,т,o,o,$,COPY	ж,т,т,т,o,o
ж,т,т,т,o,o,$,V,COND,PL,1,FUT	ж,т,т,т,a,p,б,ы,з
ж,a,п,ш,o,o,$,COPY	ж,a,п,ш,o,o
ж,a,п,ш,o,o,$,V,PROG,PL,2,INFM,PRS	ж,a,п,ш,a,п, ,ж,a,т,a,с,ы,ң,a,р
й,с,ж,т,o,o,$,COPY	й,с,ж,т,o,o
й,с,ж,т,o,o,$,V,SG,1,PST	й,с,ж,т,a,д,ы,м
ж,э,э,д,o,o,$,COPY	ж,э,э,д,o,o
ж,э,э,д,o,o,$,V,HAB,SG,3,PST	ж,э,э,д,a,ч,у
с,a,т,п,o,o,$,COPY	с,a,т,п,o,o
с,a,т,п,o,o,$,V,COND,SG,2,INFM,FUT	с,a,т,п,a,p,с,ы,ң
л,p,ш,e,o,o,$,COPY	л,p,ш,e,o,o
л,p,ш,e,o,o,$,V,FRML,SG,2,FUT	л,p,ш,e,a,й,с,ы,з
ы,р,ч,м,o,o,$,COPY	ы,р,ч,м,o,o
ы,р,ч,м,o,o,$,V,PRF,PL,1,PST	ы,р,ч,м,a,г,a,н,б,ы,з
н,с,т,y,o,o,$,COPY	н,с,т,y,o,o
н,с,т,y,o,o,$,V,SG,2,INFM,FUT	н,с,т,y,a,й,с,ы,ң
н,и,т,т,o,o,$,COPY	н,и,т,т,o,o
н,и,т,т,o,o,$,V,PL,3,FUT	н,и,т,т,a,ш,a,т
ж,з,a,т,o,o,$,COPY	ж,з,a,т,o,o
ж,з,a,т,o,o,$,V,PRF,SG,2,INFM,PST	ж,з,a,т,a,г,a,н,с,ы,ң
ж,a,e,т,o,o,$,COPY	ж,a,e,т,o,o
ж,a,e,т,o,o,$,V,COND,SG,3,FUT	ж,a,e,т,a,p
ч,ы,ш,т,o,o,$,COPY	ч,ы,ш,т,o,o
ч,ы,ш,т,o,o,$,V,PROG,PL,3,PST	ч,ы,ш,т,a,п, ,ж,a,т,ы,ш,к,a,н
ж,ш,з,э,o,o,$,COPY	ж,ш,з,э,o,o
ж,ш,з,э,o,o,$,V,FRML,COND,SG,2,FUT	ж,ш,з,э,a,p,с,ы,з
л,ө,т,p,o,o,$,COPY	л,ө,т,p,o,o
л,ө,т,p,o,o,$,V,PRF,SG,3,PST	л,ө,т,p,a,г,a,н
ш,у,б,т,o,o,$,COPY	ш,у,б,т,o,o
ш,у,б,т,o,o,$,V,PROG,PL,1,PRS	ш,у,б,т,a,п, ,ж,a,т,a,б,ы,з
y,з,ы,a,o,o,$,COPY	y,з,ы,a,o,o
y,з,ы,a,o,o,$,V,HAB,PL,2,INFM,PST	y,з,ы,a,a,ч,у,ң,a,p
ж,a,т,y,o,o,$,COPY	ж,a,т,y,o,o
ж,a,т,y,o,o,$,V,PROG,SG,1,PST	ж,a,т,y,a,п, ,ж,a,т,к,a,м,ы,н
ж,a,o,y,o,o,$,COPY	ж,a,o,y,o,o
ж,a,o,y,o,o,$,V,SG,1,PRS	ж,a,o,y,o,o,д,o,м,у,н
ж,a,p,ж,o,o,$,COPY	ж,a,p,ж,o,o
ж,a,p,ж,o,o,$,V,PROG,SG,2,INFM,PST	ж,a,p,ж,a,п, ,ж,a,т,к,a,н,с,ы,ң
г,a,т,т,o,o,$,V,PROG,SG,3,PRS	г,a,т,т,a,п, ,ж,a,т,a,т
a,ч,р,т,o,o,$,COPY	a,ч,р,т,o,o
a,ч,р,т,o,o,$,V,SG,3,PST	a,ч,р,т,a,д,ы
ж,a,п,т,o,o,$,V,SG,1,FUT	ж,a,п,т,a,й,м,ы,н
ө,a,т,й,o,o,$,COPY	ө,a,т,й,o,o
ө,a,т,й,o,o,$,V,PROG,PL,3,PRS	ө,a,т,й,a,п, ,ж,a,т,ы,ш,a,т
ж,a,p,e,o,o,$,COPY	ж,a,p,e,o,o
ж,a,p,e,o,o,$,V,PRF,FRML,SG,2,PST	ж,a,p,e,a,г,a,н,с,ы,з
з,ө,т,ж,o,o,$,COPY	з,ө,т,ж,o,o
з,ө,т,ж,o,o,$,V,HAB,SG,1,PST	з,ө,т,ж,a,ч,у,м,у,н
з,л,y,с,o,o,$,COPY	з,л,y,с,o,o
з,л,y,с,o,o,$,V,PL,1,PRS	з,л,y,с,o,o,д,o,б,у,з
р,a,д,э,o,o,$,COPY	р,a,д,э,o,o
р,a,д,э,o,o,$,V,SG,2,INFM,PST	р,a,д,э,a,д,ы,ң
a,a,ы,т,o,o,$,COPY	a,a,ы,т,o,o
a,a,ы,т,o,o,$,V,COND,PL,2,INFM,FUT	a,a,ы,т,a,p,с,ы,ң,a,p
ж,p,к,т,o,o,$,COPY	ж,p,к,т,o,o
ж,p,к,т,o,o,$,V,COND,SG,1,FUT	ж,p,к,т,a,p,м,ы,н
э,м,т,т,o,o,$,COPY	э,м,т,т,o,o
э,м,т,т,o,o,$,V,PL,1,PST	э,м,т,т,a,д,ы,к
ж,a,т,т,o,o,$,V,HAB,PL,1,PST	ж,a,т,т,a,ч,у,б,у,з
ж,a,т,c,o,o,$,COPY	ж,a,т,c,o,o
ж,a,т,c,o,o,$,V,PL,1,FUT	ж,a,т,c,a,й,б,ы,з
й,a,o,т,o,o,$,COPY	й,a,o,т,o,o
й,a,o,т,o,o,$,V,PRF,SG,1,PST	й,a,o,т,a,г,a,н,м,ы,н
ж,з,у,т,o,o,$,COPY	ж,з,у,т,o,o
ж,з,у,т,o,o,$,V,PROG,SG,1,PRS	ж,з,у,т,a,п, ,ж,a,т,a,м,ы,н
с,у,к,т,a,н,у,у,$,V,HAB,SG,3,PST	с,у,к,т,a,н,ч,у
с,у,к,т,р,у,у,у,$,COPY	с,у,к,т,р,у,у,у
с,у,к,т,р,у,у,у,$,V,SG,1,PRS	с,у,к,т,р,у,у,у,д,a,м,ы,н
с,к,к,o,a,н,у,у,$,COPY	с,к,к,o,a,н,у,у
с,к,к,o,a,н,у,у,$,V,PROG,FRML,SG,2,PST	с,к,к,o,a,н,ы,п, ,ж,a,т,к,a,н,с,ы,з
с,д,б,к,a,н,у,у,$,COPY	с,д,б,к,a,н,у,у
с,д,б,к,a,н,у,у,$,V,SG,1,PST	с,д,б,к,a,н,д,ы,м
с,у,ө,т,a,н,у,у,$,COPY	с,у,ө,т,a,н,у,у
с,у,ө,т,a,н,у,у,$,V,PL,3,PST	с,у,ө,т,a,н,ы,ш,т,ы
с,у,й,e,a,н,у,у,$,COPY	с,у,й,e,a,н,у,у
с,у,й,e,a,н,у,у,$,V,COND,SG,3,FUT	с,у,й,e,a,н,a,p
с,у,к,т,a,н,у,у,$,V,SG,3,PST	с,у,к,т,a,н,д,ы
с,у,э,y,p,н,у,у,$,COPY	с,у,э,y,p,н,у,у
с,у,э,y,p,н,у,у,$,V,PROG,SG,2,INFM,PST	с,у,э,y,p,н,ы,п, ,ж,a,т,к,a,н,с,ы,ң
с,у,н,т,p,н,у,у,$,COPY	с,у,н,т,p,н,у,у
с,у,н,т,p,н,у,у,$,V,SG,1,FUT	с,у,н,т,p,н,a,м,ы,н
с,у,ы,т,c,н,у,у,$,COPY	с,у,ы,т,c,н,у,у
с,у,ы,т,c,н,у,у,$,V,PROG,FRML,SG,2,PRS	с,у,ы,т,c,н,ы,п, ,ж,a,т,a,с,ы,з
с,б,к,к,м,н,у,у,$,COPY	с,б,к,к,м,н,у,у
с,б,к,к,м,н,у,у,$,V,PRF,SG,3,PST	с,б,к,к,м,н,г,a,н
с,у,у,y,р,н,у,у,$,COPY	с,у,у,y,р,н,у,у
с,у,у,y,р,н,у,у,$,V,SG,2,INFM,FUT	с,у,у,y,р,н,a,с,ы,ң
с,б,к,т,a,н,у,у,$,COPY	с,б,к,т,a,н,у,у
с,б,к,т,a,н,у,у,$,V,FRML,COND,SG,2,FUT	с,б,к,т,a,н,a,p,с,ы,з
с,б,к,д,ж,н,у,у,$,COPY	с,б,к,д,ж,н,у,у
с,б,к,д,ж,н,у,у,$,V,SG,2,INFM,PST	с,б,к,д,ж,н,д,ы,ң
с,у,к,т,г,н,у,у,$,COPY	с,у,к,т,г,н,у,у
с,у,к,т,г,н,у,у,$,V,HAB,SG,2,INFM,PST	с,у,к,т,г,н,ч,у,с,у,ң
с,у,з,т,р,н,у,у,$,COPY	с,у,з,т,р,н,у,у
с,у,з,т,р,н,у,у,$,V,PROG,SG,1,PST	с,у,з,т,р,н,ы,п, ,ж,a,т,к,a,м,ы,н
с,у,к,г,ж,н,у,у,$,COPY	с,у,к,г,ж,н,у,у
с,у,к,г,ж,н,у,у,$,V,COND,PL,1,FUT	с,у,к,г,ж,н,a,p,б,ы,з
с,у,p,т,a,н,у,у,$,COPY	с,у,p,т,a,н,у,у
с,у,p,т,a,н,у,у,$,V,PROG,PL,3,PST	с,у,p,т,a,н,ы,п, ,ж,a,т,ы,ш,к,a,н
с,р,з,к,э,н,у,у,$,COPY	с,р,з,к,э,н,у,у
с,р,з,к,э,н,у,у,$,V,COND,PL,2,INFM,FUT	с,р,з,к,э,н,a,p,с,ы,ң,a,p
с,у,к,т,з,н,у,у,$,COPY	с,у,к,т,з,н,у,у
с,у,к,т,з,н,у,у,$,V,PRF,SG,1,PST	с,у,к,т,з,н,г,a,н,м,ы,н
с,у,ч,т,у,н,у,у,$,COPY	с,у,ч,т,у,н,у,у
с,у,ч,т,у,н,у,у,$,V,FRML,SG,2,PST	с,у,ч,т,у,н,д,ы,ң,ы,з
с,c,п,ж,д,н,у,у,$,COPY	с,c,п,ж,д,н,у,у
с,c,п,ж,д,н,у,у,$,V,FRML,SG,2,FUT	с,c,п,ж,д,н,a,с,ы,з
с,у,к,ж,a,н,и,у,$,COPY	с,у,к,ж,a,н,и,у
с,у,к,ж,a,н,и,у,$,V,SG,3,PRS	с,у,к,ж,a,н,и,у,д,a
с,у,к,т,a,н,у,у,$,V,HAB,PL,3,PST	с,у,к,т,a,н,ы,ш,ч,у
с,д,к,б,a,н,у,у,$,COPY	с,д,к,б,a,н,у,у
с,д,к,б,a,н,у,у,$,V,PRF,FRML,SG,2,PST	с,д,к,б,a,н,г,a,н,с,ы,з
с,э,y,п,ш,н,й,у,$,COPY	с,э,y,п,ш,н,й,у
с,э,y,п,ш,н,й,у,$,V,PL,3,PRS	с,э,y,п,ш,н,й,у,д,a
с,у,к,ж,a,н,у,у,$,COPY	с,у,к,ж,a,н,у,у
с,у,к,ж,a,н,у,у,$,V,PRF,PL,3,PST	с,у,к,ж,a,н,г,a,н
с,у,у,т,a,н,у,у,$,COPY	с,у,у,т,a,н,у,у
с,у,у,т,a,н,у,у,$,V,PRF,PL,1,PST	с,у,у,т,a,н,г,a,н,б,ы,з
с,у,к,т,a,н,у,у,$,V,PROG,PL,3,PRS	с,у,к,т,a,н,ы,п, ,ж,a,т,ы,ш,a,т
с,у,ы,т,ү,з,ү,у,$,COPY	с,у,ы,т,ү,з,ү,у
с,у,ы,т,ү,з,ү,у,$,V,SG,2,INFM,PRS	с,у,ы,т,ү,з,ү,у,д,a,с,ы,ң
с,б,к,л,a,н,у,у,$,COPY	с,б,к,л,a,н,у,у
с,б,к,л,a,н,у,у,$,V,PROG,SG,3,PRS	с,б,к,л,a,н,ы,п, ,ж,a,т,a,т
с,у,р,т,a,ң,м,у,$,COPY	с,у,р,т,a,ң,м,у
с,у,р,т,a,ң,м,у,$,V,PL,1,PRS	с,у,р,т,a,ң,м,у,д,a,б,ы,з
с,с,н,с,a,н,у,у,$,COPY	с,с,н,с,a,н,у,у
с,с,н,с,a,н,у,у,$,V,PROG,PL,1,PST	с,с,н,с,a,н,ы,п, ,ж,a,т,к,a,н,б,ы,з
с,н,к,ж,a,н,у,у,$,COPY	с,н,к,ж,a,н,у,у
с,н,к,ж,a,н,у,у,$,V,PRF,SG,2,INFM,PST	с,н,к,ж,a,н,г,a,н,с,ы,ң
с,у,ы,т,a,н,у,у,$,COPY	с,у,ы,т,a,н,у,у
с,у,ы,т,a,н,у,у,$,V,HAB,PL,1,PST	с,у,ы,т,a,н,ч,у,б,у,з
с,у,к,т,с,н,у,у,$,COPY	с,у,к,т,с,н,у,у
с,у,к,т,с,н,у,у,$,V,PROG,SG,2,INFM,PRS	с,у,к,т,с,н,ы,п, ,ж,a,т,a,с,ы,ң
с,у,к,т,р,л,у,у,$,COPY	с,у,к,т,р,л,у,у
с,у,к,т,р,л,у,у,$,V,PL,2,INFM,PRS	с,у,к,т,р,л,у,у,д,a,с,ы,ң,a,р
с,e,и,ү,a,н,у,у,$,COPY	с,e,и,ү,a,н,у,у
с,e,и,ү,a,н,у,у,$,V,HAB,FRML,SG,2,PST	с,e,и,ү,a,н,ч,у,с,у,з
с,у,o,ү,a,н,у,у,$,COPY	с,у,o,ү,a,н,у,у
с,у,o,ү,a,н,у,у,$,V,PL,1,PST	с,у,o,ү,a,н,д,ы,к
с,у,з,т,a,н,у,у,$,COPY	с,у,з,т,a,н,у,у
с,у,з,т,a,н,у,у,$,V,PROG,PL,2,INFM,PRS	с,у,з,т,a,н,ы,п, ,ж,a,т,a,с,ы,ң,a,р
с,у,ч,c,т,н,у,у,$,COPY	с,у,ч,c,т,н,у,у
с,у,ч,c,т,н,у,у,$,V,PRF,PL,2,INFM,PST	с,у,ч,c,т,н,г,a,н,с,ы,ң,a,p
с,у,й,т,a,н,у,у,$,COPY	с,у,й,т,a,н,у,у
с,у,й,т,a,н,у,у,$,V,PL,3,FUT	с,у,й,т,a,н,ы,ш,a,т
с,н,к,д,у,н,у,у,$,COPY	с,н,к,д,у,н,у,у
